c,figi,h,interval,l,o,time,v
419.93,BBG000BB5006,419.93,1min,419.93,419.93,2022-02-22 04:31:00+00:00,1
419.9,BBG000BB5006,419.93,1min,419.9,419.93,2022-02-22 04:32:00+00:00,2
419.96,BBG000BB5006,419.96,1min,419.96,419.96,2022-02-22 04:33:00+00:00,1
419.96,BBG000BB5006,419.96,1min,419.95,419.95,2022-02-22 04:34:00+00:00,10
419.93,BBG000BB5006,419.93,1min,419.93,419.93,2022-02-22 04:35:00+00:00,1
416.01,BBG000BB5006,416.65,1min,416.01,416.65,2022-02-22 04:36:00+00:00,60
416.05,BBG000BB5006,419.77,1min,416.05,419.77,2022-02-22 04:37:00+00:00,6
416.03,BBG000BB5006,416.08,1min,416.03,416.08,2022-02-22 04:38:00+00:00,2
416.06,BBG000BB5006,416.06,1min,416.06,416.06,2022-02-22 04:39:00+00:00,1
419.83,BBG000BB5006,419.85,1min,419.83,419.85,2022-02-22 04:40:00+00:00,12
419.65,BBG000BB5006,419.7,1min,417.01,417.01,2022-02-22 04:47:00+00:00,30
417.03,BBG000BB5006,417.03,1min,417.03,417.03,2022-02-22 04:48:00+00:00,1
417.12,BBG000BB5006,417.12,1min,417.12,417.12,2022-02-22 04:50:00+00:00,2
416.04,BBG000BB5006,417.54,1min,416.03,417.54,2022-02-22 04:52:00+00:00,15
416.01,BBG000BB5006,417.2,1min,416.01,417.2,2022-02-22 04:53:00+00:00,22
417,BBG000BB5006,417,1min,415,415.03,2022-02-22 04:56:00+00:00,28
417.19,BBG000BB5006,417.19,1min,416.98,416.98,2022-02-22 04:58:00+00:00,16
417.2,BBG000BB5006,417.2,1min,415.08,415.9,2022-02-22 05:00:00+00:00,6
417.04,BBG000BB5006,417.04,1min,417.04,417.04,2022-02-22 05:02:00+00:00,1
417.05,BBG000BB5006,417.05,1min,417.05,417.05,2022-02-22 05:03:00+00:00,1
419.89,BBG000BB5006,419.89,1min,419.89,419.89,2022-02-22 05:04:00+00:00,2
420.0,BBG000BB5006,420.0,1min,419.83,419.83,2022-02-22 05:05:00+00:00,5
416.53,BBG000BB5006,416.53,1min,416.53,416.53,2022-02-22 05:06:00+00:00,4
416.61,BBG000BB5006,416.61,1min,416.61,416.61,2022-02-22 05:07:00+00:00,2
416.72,BBG000BB5006,416.72,1min,416.71,416.71,2022-02-22 05:08:00+00:00,2
416.72,BBG000BB5006,416.72,1min,416.7,416.7,2022-02-22 05:09:00+00:00,3
416.8,BBG000BB5006,416.8,1min,416.8,416.8,2022-02-22 05:10:00+00:00,2
419.14,BBG000BB5006,419.14,1min,416.52,416.52,2022-02-22 05:13:00+00:00,2
418.96,BBG000BB5006,418.96,1min,418.96,418.96,2022-02-22 05:15:00+00:00,1
416.01,BBG000BB5006,416.46,1min,416,416.46,2022-02-22 05:16:00+00:00,22
416.01,BBG000BB5006,416.01,1min,416,416,2022-02-22 05:17:00+00:00,2
419.89,BBG000BB5006,419.89,1min,419.89,419.89,2022-02-22 05:25:00+00:00,1
419.84,BBG000BB5006,419.84,1min,419.84,419.84,2022-02-22 05:26:00+00:00,1
419.99,BBG000BB5006,419.99,1min,419.93,419.98,2022-02-22 05:27:00+00:00,6
420.0,BBG000BB5006,420.0,1min,420.0,420.0,2022-02-22 05:28:00+00:00,1
419.01,BBG000BB5006,419.01,1min,419.01,419.01,2022-02-22 05:30:00+00:00,1
419.01,BBG000BB5006,419.01,1min,419.01,419.01,2022-02-22 05:31:00+00:00,1
419.01,BBG000BB5006,419.01,1min,419.01,419.01,2022-02-22 05:32:00+00:00,7
419,BBG000BB5006,419.01,1min,419,419,2022-02-22 05:33:00+00:00,3
419.01,BBG000BB5006,419.01,1min,419.01,419.01,2022-02-22 05:34:00+00:00,7
419.01,BBG000BB5006,419.01,1min,419.01,419.01,2022-02-22 05:35:00+00:00,1
419,BBG000BB5006,419,1min,419,419,2022-02-22 05:36:00+00:00,20
418.92,BBG000BB5006,418.92,1min,418.92,418.92,2022-02-22 05:38:00+00:00,1
418.94,BBG000BB5006,418.96,1min,418.01,418.01,2022-02-22 05:41:00+00:00,5
418.01,BBG000BB5006,418.01,1min,418.01,418.01,2022-02-22 05:42:00+00:00,4
418.94,BBG000BB5006,418.94,1min,418.94,418.94,2022-02-22 05:43:00+00:00,1
418.96,BBG000BB5006,418.96,1min,418.96,418.96,2022-02-22 05:44:00+00:00,2
419.01,BBG000BB5006,419.01,1min,418.96,418.97,2022-02-22 05:46:00+00:00,13
418.3,BBG000BB5006,418.3,1min,418.3,418.3,2022-02-22 05:48:00+00:00,6
419.46,BBG000BB5006,419.93,1min,419.46,419.93,2022-02-22 05:52:00+00:00,2
417.05,BBG000BB5006,418.22,1min,417.05,418.22,2022-02-22 05:55:00+00:00,15
418.23,BBG000BB5006,419.31,1min,418.23,419.31,2022-02-22 05:56:00+00:00,2
417.03,BBG000BB5006,417.03,1min,417.03,417.03,2022-02-22 05:57:00+00:00,2
419.7,BBG000BB5006,419.7,1min,419.7,419.7,2022-02-22 06:00:00+00:00,1
418.45,BBG000BB5006,418.45,1min,418.01,418.01,2022-02-22 06:05:00+00:00,5
418.45,BBG000BB5006,418.45,1min,418.01,418.01,2022-02-22 06:06:00+00:00,6
418.03,BBG000BB5006,418.03,1min,418.03,418.03,2022-02-22 06:07:00+00:00,1
418.03,BBG000BB5006,418.03,1min,418.03,418.03,2022-02-22 06:08:00+00:00,2
418.03,BBG000BB5006,418.03,1min,418.03,418.03,2022-02-22 06:09:00+00:00,1
418.03,BBG000BB5006,418.03,1min,418.03,418.03,2022-02-22 06:15:00+00:00,1
418.08,BBG000BB5006,418.08,1min,418.08,418.08,2022-02-22 06:22:00+00:00,2
418.08,BBG000BB5006,418.08,1min,418.08,418.08,2022-02-22 06:26:00+00:00,1
418.21,BBG000BB5006,418.21,1min,418.21,418.21,2022-02-22 06:27:00+00:00,1
418.21,BBG000BB5006,418.21,1min,418.21,418.21,2022-02-22 06:28:00+00:00,1
419.95,BBG000BB5006,419.95,1min,419.95,419.95,2022-02-22 06:31:00+00:00,1
419.85,BBG000BB5006,419.85,1min,419.85,419.85,2022-02-22 06:35:00+00:00,2
418.06,BBG000BB5006,418.06,1min,418.06,418.06,2022-02-22 06:36:00+00:00,16
419.84,BBG000BB5006,419.84,1min,419.84,419.84,2022-02-22 06:38:00+00:00,1
418.05,BBG000BB5006,418.05,1min,418.05,418.05,2022-02-22 06:39:00+00:00,1
418.01,BBG000BB5006,418.01,1min,418.01,418.01,2022-02-22 06:42:00+00:00,2
418,BBG000BB5006,418.92,1min,418,418.92,2022-02-22 06:45:00+00:00,7
418,BBG000BB5006,418,1min,418,418,2022-02-22 06:46:00+00:00,2
418.01,BBG000BB5006,418.01,1min,418.01,418.01,2022-02-22 06:47:00+00:00,1
417.15,BBG000BB5006,417.15,1min,417.15,417.15,2022-02-22 06:49:00+00:00,1
414.21,BBG000BB5006,417.14,1min,414.21,417.14,2022-02-22 06:51:00+00:00,20
414.75,BBG000BB5006,416,1min,414.75,416,2022-02-22 06:53:00+00:00,6
414.75,BBG000BB5006,414.75,1min,414.75,414.75,2022-02-22 06:54:00+00:00,14
414.76,BBG000BB5006,414.76,1min,414.76,414.76,2022-02-22 06:57:00+00:00,1
414.76,BBG000BB5006,418.95,1min,414.76,414.76,2022-02-22 06:58:00+00:00,5
414.76,BBG000BB5006,414.78,1min,414.76,414.78,2022-02-22 07:01:00+00:00,11
414.21,BBG000BB5006,414.78,1min,414.21,414.34,2022-02-22 07:02:00+00:00,38
417.25,BBG000BB5006,417.25,1min,417.25,417.25,2022-02-22 07:03:00+00:00,1
417.67,BBG000BB5006,417.67,1min,417.67,417.67,2022-02-22 07:04:00+00:00,20
414.2,BBG000BB5006,414.2,1min,414.2,414.2,2022-02-22 07:05:00+00:00,1
414.2,BBG000BB5006,414.2,1min,414.2,414.2,2022-02-22 07:08:00+00:00,1
414.2,BBG000BB5006,414.2,1min,414.2,414.2,2022-02-22 07:09:00+00:00,4
414.2,BBG000BB5006,414.2,1min,414.2,414.2,2022-02-22 07:10:00+00:00,9
414.94,BBG000BB5006,414.94,1min,414.57,414.57,2022-02-22 07:12:00+00:00,34
414.92,BBG000BB5006,414.93,1min,414.92,414.93,2022-02-22 07:13:00+00:00,2
414.87,BBG000BB5006,414.87,1min,414.87,414.87,2022-02-22 07:15:00+00:00,1
414.2,BBG000BB5006,414.2,1min,414.2,414.2,2022-02-22 07:16:00+00:00,1
420.7,BBG000BB5006,420.86,1min,414.19,414.19,2022-02-22 07:18:00+00:00,93
420.56,BBG000BB5006,420.56,1min,420.56,420.56,2022-02-22 07:19:00+00:00,20
420.56,BBG000BB5006,420.56,1min,420.56,420.56,2022-02-22 07:20:00+00:00,7
420.35,BBG000BB5006,420.56,1min,420.0,420.56,2022-02-22 07:21:00+00:00,78
420.15,BBG000BB5006,420.5,1min,420.15,420.34,2022-02-22 07:22:00+00:00,29
414.21,BBG000BB5006,414.21,1min,414.21,414.21,2022-02-22 07:28:00+00:00,1
419.02,BBG000BB5006,419.02,1min,419.02,419.02,2022-02-22 07:29:00+00:00,3
415,BBG000BB5006,415,1min,414.89,414.89,2022-02-22 07:31:00+00:00,7
418.95,BBG000BB5006,418.95,1min,418.95,418.95,2022-02-22 07:33:00+00:00,1
416.8,BBG000BB5006,416.8,1min,416.8,416.8,2022-02-22 07:35:00+00:00,26
415,BBG000BB5006,415,1min,415,415,2022-02-22 07:36:00+00:00,2
415.37,BBG000BB5006,415.37,1min,415.07,415.07,2022-02-22 07:37:00+00:00,3
418.95,BBG000BB5006,418.95,1min,418.95,418.95,2022-02-22 07:38:00+00:00,3
418,BBG000BB5006,418,1min,418,418,2022-02-22 07:40:00+00:00,1
415.9,BBG000BB5006,415.9,1min,415.82,415.82,2022-02-22 07:45:00+00:00,9
417.53,BBG000BB5006,417.53,1min,417.53,417.53,2022-02-22 07:46:00+00:00,1
417.4,BBG000BB5006,417.4,1min,417.36,417.36,2022-02-22 07:51:00+00:00,2
415.01,BBG000BB5006,415.01,1min,415.01,415.01,2022-02-22 07:58:00+00:00,1
415,BBG000BB5006,415.01,1min,415,415.01,2022-02-22 07:59:00+00:00,2
419.08,BBG000BB5006,419.08,1min,415,415,2022-02-22 08:02:00+00:00,6
415.12,BBG000BB5006,418.41,1min,415.12,418.41,2022-02-22 08:06:00+00:00,10
422.32,BBG000BB5006,422.32,1min,418.39,418.39,2022-02-22 08:07:00+00:00,30
422.32,BBG000BB5006,422.32,1min,422.32,422.32,2022-02-22 08:08:00+00:00,1
420.72,BBG000BB5006,422.32,1min,420.72,422.32,2022-02-22 08:14:00+00:00,6
421.06,BBG000BB5006,421.07,1min,421.06,421.07,2022-02-22 08:16:00+00:00,2
421.12,BBG000BB5006,421.12,1min,421.11,421.11,2022-02-22 08:18:00+00:00,2
424.57,BBG000BB5006,424.57,1min,424.57,424.57,2022-02-22 08:25:00+00:00,1
424.17,BBG000BB5006,424.17,1min,424.17,424.17,2022-02-22 08:27:00+00:00,1
425,BBG000BB5006,425,1min,424.17,424.17,2022-02-22 08:28:00+00:00,9
425.1,BBG000BB5006,425.1,1min,425.1,425.1,2022-02-22 08:29:00+00:00,2
426.4,BBG000BB5006,426.4,1min,426.4,426.4,2022-02-22 08:32:00+00:00,2
424.29,BBG000BB5006,425.1,1min,424.29,425.01,2022-02-22 08:34:00+00:00,11
426.29,BBG000BB5006,426.29,1min,426.29,426.29,2022-02-22 08:36:00+00:00,6
426.3,BBG000BB5006,426.3,1min,426.3,426.3,2022-02-22 08:37:00+00:00,1
423.68,BBG000BB5006,426.42,1min,423.68,426.42,2022-02-22 08:39:00+00:00,5
427.2,BBG000BB5006,427.2,1min,427.2,427.2,2022-02-22 08:40:00+00:00,2
427.5,BBG000BB5006,427.5,1min,424.85,427.2,2022-02-22 08:41:00+00:00,26
427.01,BBG000BB5006,427.01,1min,427.01,427.01,2022-02-22 08:52:00+00:00,1
428,BBG000BB5006,428,1min,428,428,2022-02-22 08:53:00+00:00,1
427.03,BBG000BB5006,427.03,1min,427.03,427.03,2022-02-22 08:56:00+00:00,1
427.07,BBG000BB5006,427.07,1min,427.07,427.07,2022-02-22 08:58:00+00:00,1
432.28,BBG000BB5006,432.28,1min,428,428,2022-02-22 09:00:00+00:00,60
433.12,BBG000BB5006,433.13,1min,433,433,2022-02-22 09:01:00+00:00,8
433,BBG000BB5006,433.13,1min,433,433.13,2022-02-22 09:02:00+00:00,2
433,BBG000BB5006,433,1min,433,433,2022-02-22 09:05:00+00:00,1
433,BBG000BB5006,433,1min,433,433,2022-02-22 09:06:00+00:00,2
433,BBG000BB5006,433,1min,433,433,2022-02-22 09:08:00+00:00,1
433.05,BBG000BB5006,433.11,1min,433.05,433.11,2022-02-22 09:09:00+00:00,38
433,BBG000BB5006,433,1min,433,433,2022-02-22 09:10:00+00:00,2
433,BBG000BB5006,433,1min,433,433,2022-02-22 09:11:00+00:00,2
433.05,BBG000BB5006,433.05,1min,433,433,2022-02-22 09:12:00+00:00,2
433,BBG000BB5006,433,1min,433,433,2022-02-22 09:13:00+00:00,2
433,BBG000BB5006,433.05,1min,433,433.05,2022-02-22 09:14:00+00:00,4
433.05,BBG000BB5006,433.05,1min,433,433,2022-02-22 09:15:00+00:00,2
433.05,BBG000BB5006,433.05,1min,433.05,433.05,2022-02-22 09:16:00+00:00,1
432.9,BBG000BB5006,432.9,1min,432.9,432.9,2022-02-22 09:18:00+00:00,1
430.45,BBG000BB5006,430.45,1min,430.45,430.45,2022-02-22 09:22:00+00:00,1
432.54,BBG000BB5006,432.54,1min,432.54,432.54,2022-02-22 09:24:00+00:00,1
432.88,BBG000BB5006,432.88,1min,432.7,432.7,2022-02-22 09:26:00+00:00,25
432.61,BBG000BB5006,432.61,1min,432.61,432.61,2022-02-22 09:28:00+00:00,1
432.6,BBG000BB5006,432.61,1min,432.6,432.61,2022-02-22 09:29:00+00:00,4
432,BBG000BB5006,432.01,1min,432,432.01,2022-02-22 09:32:00+00:00,9
432.89,BBG000BB5006,432.89,1min,432.89,432.89,2022-02-22 09:33:00+00:00,1
432.89,BBG000BB5006,432.89,1min,432.89,432.89,2022-02-22 09:35:00+00:00,1
434.03,BBG000BB5006,434.03,1min,432.9,432.9,2022-02-22 09:38:00+00:00,20
434.14,BBG000BB5006,434.14,1min,434.14,434.14,2022-02-22 09:39:00+00:00,1
432.53,BBG000BB5006,433.05,1min,432.53,433.05,2022-02-22 09:59:00+00:00,6
432.73,BBG000BB5006,432.73,1min,432.73,432.73,2022-02-22 10:01:00+00:00,1
433.5,BBG000BB5006,433.5,1min,433.5,433.5,2022-02-22 10:02:00+00:00,1
433.21,BBG000BB5006,433.21,1min,433.21,433.21,2022-02-22 10:06:00+00:00,1
433.32,BBG000BB5006,433.32,1min,433.32,433.32,2022-02-22 10:07:00+00:00,1
433.89,BBG000BB5006,433.89,1min,433.89,433.89,2022-02-22 10:08:00+00:00,2
433.08,BBG000BB5006,433.08,1min,433.08,433.08,2022-02-22 10:13:00+00:00,2
433.9,BBG000BB5006,433.9,1min,433.9,433.9,2022-02-22 10:15:00+00:00,1
433.9,BBG000BB5006,433.9,1min,433.9,433.9,2022-02-22 10:16:00+00:00,1
435.44,BBG000BB5006,435.44,1min,435.44,435.44,2022-02-22 10:26:00+00:00,1
435.86,BBG000BB5006,435.86,1min,435.43,435.43,2022-02-22 10:36:00+00:00,5
436,BBG000BB5006,436,1min,436,436,2022-02-22 10:42:00+00:00,1
436.11,BBG000BB5006,436.11,1min,436.11,436.11,2022-02-22 10:44:00+00:00,1
436.68,BBG000BB5006,436.68,1min,436.68,436.68,2022-02-22 10:46:00+00:00,1
436.69,BBG000BB5006,436.69,1min,436.69,436.69,2022-02-22 10:47:00+00:00,1
438.98,BBG000BB5006,439,1min,436.38,437.99,2022-02-22 11:03:00+00:00,17
437.95,BBG000BB5006,437.95,1min,437.95,437.95,2022-02-22 11:13:00+00:00,1
436.59,BBG000BB5006,436.59,1min,436.59,436.59,2022-02-22 11:20:00+00:00,1
436.58,BBG000BB5006,436.58,1min,436.58,436.58,2022-02-22 11:26:00+00:00,1
435.44,BBG000BB5006,436.11,1min,435.44,436.11,2022-02-22 11:28:00+00:00,5
435.64,BBG000BB5006,435.64,1min,435.64,435.64,2022-02-22 11:36:00+00:00,1
436.89,BBG000BB5006,436.89,1min,436.89,436.89,2022-02-22 11:37:00+00:00,2
436.36,BBG000BB5006,436.36,1min,436.36,436.36,2022-02-22 11:41:00+00:00,1
437,BBG000BB5006,437,1min,436.29,436.29,2022-02-22 11:47:00+00:00,5
436.36,BBG000BB5006,436.36,1min,436.36,436.36,2022-02-22 11:50:00+00:00,1
436.9,BBG000BB5006,436.9,1min,436.9,436.9,2022-02-22 11:54:00+00:00,1
437,BBG000BB5006,437,1min,437,437,2022-02-22 11:59:00+00:00,1
437.57,BBG000BB5006,437.57,1min,437.57,437.57,2022-02-22 12:05:00+00:00,2
437.57,BBG000BB5006,437.57,1min,437.57,437.57,2022-02-22 12:13:00+00:00,1
438.99,BBG000BB5006,438.99,1min,438.99,438.99,2022-02-22 12:16:00+00:00,1
439,BBG000BB5006,439,1min,439,439,2022-02-22 12:17:00+00:00,7
439.85,BBG000BB5006,439.85,1min,439.85,439.85,2022-02-22 12:21:00+00:00,1
439.57,BBG000BB5006,439.57,1min,439.57,439.57,2022-02-22 12:26:00+00:00,4
438.41,BBG000BB5006,438.41,1min,438.41,438.41,2022-02-22 12:29:00+00:00,1
438.86,BBG000BB5006,438.86,1min,438.86,438.86,2022-02-22 12:31:00+00:00,45
438.8,BBG000BB5006,438.8,1min,438.8,438.8,2022-02-22 12:32:00+00:00,1
438.83,BBG000BB5006,438.83,1min,438.83,438.83,2022-02-22 12:33:00+00:00,1
438.8,BBG000BB5006,438.8,1min,438.8,438.8,2022-02-22 12:34:00+00:00,13
438.8,BBG000BB5006,438.8,1min,438.8,438.8,2022-02-22 12:35:00+00:00,2
438.26,BBG000BB5006,438.26,1min,438.26,438.26,2022-02-22 12:37:00+00:00,1
438.77,BBG000BB5006,438.77,1min,438.58,438.58,2022-02-22 12:40:00+00:00,61
438.92,BBG000BB5006,438.94,1min,438.77,438.77,2022-02-22 12:41:00+00:00,71
438.94,BBG000BB5006,438.94,1min,438.94,438.94,2022-02-22 12:42:00+00:00,2
439.06,BBG000BB5006,439.06,1min,438.72,438.72,2022-02-22 12:43:00+00:00,87
439.24,BBG000BB5006,439.24,1min,439.24,439.24,2022-02-22 12:44:00+00:00,2
439.71,BBG000BB5006,439.71,1min,439.71,439.71,2022-02-22 12:45:00+00:00,1
439.8,BBG000BB5006,439.8,1min,439.8,439.8,2022-02-22 12:46:00+00:00,9
439.99,BBG000BB5006,439.99,1min,439.96,439.96,2022-02-22 12:47:00+00:00,10
439.67,BBG000BB5006,439.67,1min,439.67,439.67,2022-02-22 12:49:00+00:00,2
439.32,BBG000BB5006,439.32,1min,439.32,439.32,2022-02-22 12:50:00+00:00,2
439.8,BBG000BB5006,439.8,1min,439.65,439.65,2022-02-22 12:51:00+00:00,3
438.85,BBG000BB5006,439.02,1min,438.85,439.02,2022-02-22 12:55:00+00:00,3
439.39,BBG000BB5006,439.39,1min,439.39,439.39,2022-02-22 12:57:00+00:00,2
439.63,BBG000BB5006,439.63,1min,439.63,439.63,2022-02-22 12:59:00+00:00,2
438.85,BBG000BB5006,438.95,1min,438.85,438.95,2022-02-22 13:00:00+00:00,2
438.01,BBG000BB5006,438.01,1min,438.01,438.01,2022-02-22 13:03:00+00:00,2
438.43,BBG000BB5006,438.43,1min,438.43,438.43,2022-02-22 13:07:00+00:00,1
439.29,BBG000BB5006,439.29,1min,439.17,439.17,2022-02-22 13:08:00+00:00,36
438,BBG000BB5006,438,1min,437.93,437.94,2022-02-22 13:09:00+00:00,12
437.82,BBG000BB5006,437.82,1min,437.82,437.82,2022-02-22 13:10:00+00:00,17
438,BBG000BB5006,438,1min,438,438,2022-02-22 13:11:00+00:00,1
438.34,BBG000BB5006,438.34,1min,438.01,438.01,2022-02-22 13:12:00+00:00,8
439,BBG000BB5006,439,1min,439,439,2022-02-22 13:14:00+00:00,1
438.49,BBG000BB5006,439,1min,438.49,439,2022-02-22 13:16:00+00:00,3
438.54,BBG000BB5006,438.54,1min,438.54,438.54,2022-02-22 13:18:00+00:00,10
438.49,BBG000BB5006,438.49,1min,438.49,438.49,2022-02-22 13:19:00+00:00,1
438.5,BBG000BB5006,438.5,1min,438.49,438.49,2022-02-22 13:22:00+00:00,3
438.01,BBG000BB5006,438.03,1min,438,438.03,2022-02-22 13:25:00+00:00,46
437.1,BBG000BB5006,437.4,1min,437.1,437.4,2022-02-22 13:27:00+00:00,24
437.03,BBG000BB5006,437.03,1min,437,437,2022-02-22 13:28:00+00:00,4
436.68,BBG000BB5006,437.01,1min,436.44,437,2022-02-22 13:29:00+00:00,30
436.65,BBG000BB5006,436.65,1min,436.65,436.65,2022-02-22 13:30:00+00:00,1
436.73,BBG000BB5006,436.73,1min,436.45,436.45,2022-02-22 13:31:00+00:00,7
438.68,BBG000BB5006,439.13,1min,437.17,437.17,2022-02-22 13:32:00+00:00,99
438.97,BBG000BB5006,438.97,1min,438.97,438.97,2022-02-22 13:33:00+00:00,56
439.93,BBG000BB5006,439.93,1min,439.93,439.93,2022-02-22 13:36:00+00:00,3
440.31,BBG000BB5006,440.31,1min,440.0,440.0,2022-02-22 13:42:00+00:00,333
440.46,BBG000BB5006,440.72,1min,440.46,440.72,2022-02-22 13:44:00+00:00,25
440.04,BBG000BB5006,440.25,1min,439.98,440.25,2022-02-22 13:45:00+00:00,58
440.08,BBG000BB5006,440.08,1min,440.08,440.08,2022-02-22 13:46:00+00:00,1
439.99,BBG000BB5006,439.99,1min,439.99,439.99,2022-02-22 13:47:00+00:00,2
439.2,BBG000BB5006,439.26,1min,439.2,439.26,2022-02-22 13:49:00+00:00,11
439.26,BBG000BB5006,439.26,1min,439.26,439.26,2022-02-22 13:50:00+00:00,3
439.16,BBG000BB5006,439.16,1min,439.16,439.16,2022-02-22 13:52:00+00:00,5
439.2,BBG000BB5006,439.2,1min,439.2,439.2,2022-02-22 13:53:00+00:00,1
439.97,BBG000BB5006,439.97,1min,439.97,439.97,2022-02-22 13:58:00+00:00,2
438.68,BBG000BB5006,439.21,1min,438.68,439.21,2022-02-22 14:00:00+00:00,187
438.64,BBG000BB5006,438.64,1min,438.64,438.64,2022-02-22 14:01:00+00:00,1
438.05,BBG000BB5006,438.64,1min,438.05,438.64,2022-02-22 14:02:00+00:00,14
440.0,BBG000BB5006,440.0,1min,439.35,439.48,2022-02-22 14:03:00+00:00,49
439.5,BBG000BB5006,439.5,1min,439.5,439.5,2022-02-22 14:06:00+00:00,25
439.41,BBG000BB5006,439.41,1min,439.41,439.41,2022-02-22 14:07:00+00:00,25
439,BBG000BB5006,439,1min,439,439,2022-02-22 14:09:00+00:00,1
439.4,BBG000BB5006,439.44,1min,439.4,439.44,2022-02-22 14:10:00+00:00,20
439.38,BBG000BB5006,439.92,1min,439.38,439.92,2022-02-22 14:11:00+00:00,3
439.2,BBG000BB5006,439.31,1min,439.2,439.31,2022-02-22 14:13:00+00:00,4
440.18,BBG000BB5006,440.18,1min,440.18,440.18,2022-02-22 14:16:00+00:00,1
440.0,BBG000BB5006,440.0,1min,440.0,440.0,2022-02-22 14:17:00+00:00,3
439.95,BBG000BB5006,440.12,1min,439.49,440.12,2022-02-22 14:18:00+00:00,24
439.49,BBG000BB5006,439.49,1min,439.49,439.49,2022-02-22 14:20:00+00:00,7
439.5,BBG000BB5006,439.94,1min,439.5,439.78,2022-02-22 14:21:00+00:00,76
439.5,BBG000BB5006,439.5,1min,439.42,439.42,2022-02-22 14:22:00+00:00,11
439.21,BBG000BB5006,439.8,1min,439.21,439.8,2022-02-22 14:23:00+00:00,11
439,BBG000BB5006,439,1min,439,439,2022-02-22 14:24:00+00:00,1
441,BBG000BB5006,441,1min,439.61,439.68,2022-02-22 14:25:00+00:00,29
442.58,BBG000BB5006,442.79,1min,441,441,2022-02-22 14:26:00+00:00,850
441.79,BBG000BB5006,442.96,1min,441.79,442.88,2022-02-22 14:27:00+00:00,119
440.64,BBG000BB5006,442.14,1min,440.64,442.11,2022-02-22 14:28:00+00:00,405
440.07,BBG000BB5006,440.4,1min,440.0,440.2,2022-02-22 14:29:00+00:00,274
442.06,BBG000BB5006,442.75,1min,440.0,440.77,2022-02-22 14:30:00+00:00,100460
443.14,BBG000BB5006,443.17,1min,442.18,442.45,2022-02-22 14:31:00+00:00,3906
442.62,BBG000BB5006,443.38,1min,442.02,443.38,2022-02-22 14:32:00+00:00,3657
444.22,BBG000BB5006,445.55,1min,442.73,443.06,2022-02-22 14:33:00+00:00,4341
445.25,BBG000BB5006,445.47,1min,444,444.21,2022-02-22 14:34:00+00:00,3271
446.5,BBG000BB5006,446.5,1min,444.89,445.48,2022-02-22 14:35:00+00:00,4616
447.13,BBG000BB5006,447.94,1min,446.22,446.5,2022-02-22 14:36:00+00:00,4848
447.53,BBG000BB5006,447.89,1min,446.91,447.12,2022-02-22 14:37:00+00:00,3829
