c,figi,h,interval,l,o,time,v
475.54,BBG000BB5006,475.54,1min,475.54,475.54,2022-02-17 04:04:00+00:00,2
476.21,BBG000BB5006,476.21,1min,476.21,476.21,2022-02-17 04:06:00+00:00,1
475.16,BBG000BB5006,475.16,1min,475.16,475.16,2022-02-17 04:07:00+00:00,3
475.15,BBG000BB5006,475.15,1min,475.15,475.15,2022-02-17 04:08:00+00:00,1
475.15,BBG000BB5006,475.16,1min,475.15,475.16,2022-02-17 04:17:00+00:00,2
475.79,BBG000BB5006,475.79,1min,475.79,475.79,2022-02-17 04:23:00+00:00,1
475.81,BBG000BB5006,475.81,1min,475.57,475.57,2022-02-17 05:27:00+00:00,7
475.82,BBG000BB5006,475.82,1min,475.82,475.82,2022-02-17 05:30:00+00:00,1
473.8,BBG000BB5006,474.36,1min,473.8,474.36,2022-02-17 05:49:00+00:00,30
476.1,BBG000BB5006,476.1,1min,476.1,476.1,2022-02-17 06:33:00+00:00,6
476.1,BBG000BB5006,476.1,1min,476.1,476.1,2022-02-17 06:35:00+00:00,9
476.18,BBG000BB5006,476.18,1min,476.18,476.18,2022-02-17 06:36:00+00:00,1
476.16,BBG000BB5006,476.16,1min,476.16,476.16,2022-02-17 06:41:00+00:00,1
476.1,BBG000BB5006,476.1,1min,476.1,476.1,2022-02-17 06:45:00+00:00,1
475.11,BBG000BB5006,475.11,1min,475,475,2022-02-17 07:04:00+00:00,3
475.26,BBG000BB5006,475.26,1min,475.26,475.26,2022-02-17 07:08:00+00:00,1
474.98,BBG000BB5006,474.98,1min,474.98,474.98,2022-02-17 07:13:00+00:00,1
474.93,BBG000BB5006,474.93,1min,474.93,474.93,2022-02-17 07:18:00+00:00,1
474.34,BBG000BB5006,474.34,1min,474.34,474.34,2022-02-17 07:46:00+00:00,1
474.5,BBG000BB5006,474.5,1min,474.5,474.5,2022-02-17 07:57:00+00:00,2
474.5,BBG000BB5006,474.5,1min,474.5,474.5,2022-02-17 08:00:00+00:00,1
475.2,BBG000BB5006,475.2,1min,475.2,475.2,2022-02-17 08:01:00+00:00,1
476.22,BBG000BB5006,476.22,1min,475.9,475.9,2022-02-17 08:21:00+00:00,9
476.07,BBG000BB5006,476.07,1min,476.07,476.07,2022-02-17 08:25:00+00:00,1
473.93,BBG000BB5006,475,1min,473.93,475,2022-02-17 08:29:00+00:00,101
474.52,BBG000BB5006,474.52,1min,474.52,474.52,2022-02-17 08:31:00+00:00,1
473.9,BBG000BB5006,473.95,1min,473.9,473.95,2022-02-17 08:46:00+00:00,3
473.7,BBG000BB5006,473.7,1min,473.7,473.7,2022-02-17 08:47:00+00:00,1
473.6,BBG000BB5006,473.6,1min,473.6,473.6,2022-02-17 08:50:00+00:00,2
473.6,BBG000BB5006,473.6,1min,473.6,473.6,2022-02-17 08:51:00+00:00,1
473.5,BBG000BB5006,473.5,1min,473.5,473.5,2022-02-17 08:53:00+00:00,3
472.85,BBG000BB5006,473.36,1min,472.85,473.36,2022-02-17 08:54:00+00:00,12
474.74,BBG000BB5006,474.74,1min,474.11,474.11,2022-02-17 09:00:00+00:00,9
474.05,BBG000BB5006,474.05,1min,474.05,474.05,2022-02-17 09:31:00+00:00,2
474.02,BBG000BB5006,474.02,1min,474.02,474.02,2022-02-17 09:47:00+00:00,1
474.01,BBG000BB5006,474.01,1min,474.01,474.01,2022-02-17 09:53:00+00:00,1
474,BBG000BB5006,474,1min,474,474,2022-02-17 09:54:00+00:00,2
474,BBG000BB5006,474,1min,474,474,2022-02-17 10:19:00+00:00,1
473.97,BBG000BB5006,473.97,1min,473.97,473.97,2022-02-17 10:36:00+00:00,1
473.96,BBG000BB5006,473.96,1min,473.96,473.96,2022-02-17 10:38:00+00:00,1
473.47,BBG000BB5006,473.47,1min,473.47,473.47,2022-02-17 11:02:00+00:00,3
473.98,BBG000BB5006,473.98,1min,473.98,473.98,2022-02-17 11:04:00+00:00,1
