c,figi,h,interval,l,o,time,v
439.37,BBG000BB5006,439.88,1min,439.35,439.88,2022-02-23 16:17:00+00:00,1963
439.49,BBG000BB5006,439.49,1min,438.89,439.24,2022-02-23 16:18:00+00:00,2221
440.12,BBG000BB5006,440.12,1min,439.53,439.53,2022-02-23 16:19:00+00:00,622
439.95,BBG000BB5006,440.28,1min,439.93,440.03,2022-02-23 16:20:00+00:00,1627
441.06,BBG000BB5006,441.06,1min,440.18,440.18,2022-02-23 16:21:00+00:00,785
440.98,BBG000BB5006,441.21,1min,440.7,441,2022-02-23 16:22:00+00:00,2225
441.25,BBG000BB5006,441.59,1min,440.89,440.93,2022-02-23 16:23:00+00:00,1504
440.99,BBG000BB5006,441.26,1min,440.69,441.24,2022-02-23 16:24:00+00:00,1335
441.31,BBG000BB5006,441.31,1min,440.85,440.92,2022-02-23 16:25:00+00:00,1138
441.24,BBG000BB5006,441.31,1min,440.96,441.27,2022-02-23 16:26:00+00:00,2327
441.51,BBG000BB5006,441.61,1min,441.03,441.11,2022-02-23 16:27:00+00:00,1491
441.19,BBG000BB5006,441.68,1min,440.84,441.51,2022-02-23 16:28:00+00:00,1532
441.38,BBG000BB5006,441.53,1min,441.1,441.1,2022-02-23 16:29:00+00:00,1274
441.36,BBG000BB5006,441.62,1min,440.8,441.44,2022-02-23 16:30:00+00:00,2147
442,BBG000BB5006,442.09,1min,441.01,441.12,2022-02-23 16:31:00+00:00,2783
442.4,BBG000BB5006,442.6,1min,441.83,441.9,2022-02-23 16:32:00+00:00,1560
442.64,BBG000BB5006,443.05,1min,442.5,442.5,2022-02-23 16:33:00+00:00,860
442.68,BBG000BB5006,442.85,1min,442.53,442.63,2022-02-23 16:34:00+00:00,1419
442.83,BBG000BB5006,443.13,1min,442.32,442.49,2022-02-23 16:35:00+00:00,2873
443.15,BBG000BB5006,443.24,1min,442.87,442.97,2022-02-23 16:36:00+00:00,1033
443.42,BBG000BB5006,443.42,1min,442.78,442.94,2022-02-23 16:37:00+00:00,1332
443.77,BBG000BB5006,443.77,1min,443.19,443.25,2022-02-23 16:38:00+00:00,516
443.18,BBG000BB5006,443.82,1min,443.07,443.78,2022-02-23 16:39:00+00:00,806
443.16,BBG000BB5006,443.26,1min,443.16,443.17,2022-02-23 16:40:00+00:00,745
442.7,BBG000BB5006,443.42,1min,442.44,443.29,2022-02-23 16:41:00+00:00,1752
442.06,BBG000BB5006,442.54,1min,441.92,442.51,2022-02-23 16:42:00+00:00,1942
442.01,BBG000BB5006,442.28,1min,441.76,442.12,2022-02-23 16:43:00+00:00,2477
441.98,BBG000BB5006,442,1min,441.56,441.82,2022-02-23 16:44:00+00:00,686
441.69,BBG000BB5006,441.75,1min,441.36,441.74,2022-02-23 16:45:00+00:00,1176
441.15,BBG000BB5006,442.08,1min,441.15,441.93,2022-02-23 16:46:00+00:00,2148
441.43,BBG000BB5006,441.72,1min,441.05,441.05,2022-02-23 16:47:00+00:00,1102
441.76,BBG000BB5006,441.76,1min,441.46,441.46,2022-02-23 16:48:00+00:00,1021
441.54,BBG000BB5006,441.65,1min,441.33,441.65,2022-02-23 16:49:00+00:00,42
441.61,BBG000BB5006,442.01,1min,441.57,441.83,2022-02-23 16:50:00+00:00,1649
441.82,BBG000BB5006,441.83,1min,441.31,441.83,2022-02-23 16:51:00+00:00,1509
442.21,BBG000BB5006,442.29,1min,441.8,441.9,2022-02-23 16:52:00+00:00,1261
442.77,BBG000BB5006,443.36,1min,442.21,442.21,2022-02-23 16:53:00+00:00,1169
443.07,BBG000BB5006,443.18,1min,442.79,442.97,2022-02-23 16:54:00+00:00,288
443.65,BBG000BB5006,443.65,1min,443.01,443.13,2022-02-23 16:55:00+00:00,3233
443.15,BBG000BB5006,444,1min,443.07,443.65,2022-02-23 16:56:00+00:00,1081
443.06,BBG000BB5006,443.16,1min,442.81,443.09,2022-02-23 16:57:00+00:00,1692
442.92,BBG000BB5006,443.31,1min,442.86,442.93,2022-02-23 16:58:00+00:00,2076
442.29,BBG000BB5006,442.94,1min,442.14,442.82,2022-02-23 16:59:00+00:00,4050
442.59,BBG000BB5006,442.75,1min,442,442.31,2022-02-23 17:00:00+00:00,5337
442.57,BBG000BB5006,443.14,1min,442.57,442.75,2022-02-23 17:01:00+00:00,1048
442.54,BBG000BB5006,442.8,1min,442.33,442.49,2022-02-23 17:02:00+00:00,1949
442.3,BBG000BB5006,442.56,1min,442.3,442.39,2022-02-23 17:03:00+00:00,555
442.48,BBG000BB5006,442.67,1min,442.3,442.62,2022-02-23 17:04:00+00:00,990
442.43,BBG000BB5006,442.66,1min,442.14,442.66,2022-02-23 17:05:00+00:00,1145
442.27,BBG000BB5006,442.43,1min,442.11,442.38,2022-02-23 17:06:00+00:00,1556
442.2,BBG000BB5006,442.36,1min,442.04,442.36,2022-02-23 17:07:00+00:00,98
442.45,BBG000BB5006,442.64,1min,442.33,442.4,2022-02-23 17:08:00+00:00,1760
442.76,BBG000BB5006,442.76,1min,442.68,442.68,2022-02-23 17:09:00+00:00,46
442,BBG000BB5006,443.13,1min,442,442.9,2022-02-23 17:10:00+00:00,1147
442.14,BBG000BB5006,442.2,1min,441.7,441.85,2022-02-23 17:11:00+00:00,389
442.27,BBG000BB5006,442.52,1min,442.04,442.25,2022-02-23 17:12:00+00:00,264
442.11,BBG000BB5006,442.32,1min,442,442.04,2022-02-23 17:13:00+00:00,854
441.77,BBG000BB5006,442.13,1min,441.62,441.9,2022-02-23 17:14:00+00:00,1157
442.29,BBG000BB5006,442.35,1min,441.88,441.88,2022-02-23 17:15:00+00:00,1302
442.81,BBG000BB5006,442.81,1min,442.43,442.43,2022-02-23 17:16:00+00:00,749
442.72,BBG000BB5006,442.78,1min,442.34,442.66,2022-02-23 17:17:00+00:00,790
442.85,BBG000BB5006,442.89,1min,442.59,442.89,2022-02-23 17:18:00+00:00,368
443.07,BBG000BB5006,443.23,1min,442.58,442.61,2022-02-23 17:19:00+00:00,809
443,BBG000BB5006,443.12,1min,442.81,443.09,2022-02-23 17:20:00+00:00,219
443.76,BBG000BB5006,443.76,1min,443.27,443.36,2022-02-23 17:21:00+00:00,573
443.29,BBG000BB5006,443.7,1min,442.82,443.7,2022-02-23 17:22:00+00:00,769
443.22,BBG000BB5006,443.43,1min,443.22,443.4,2022-02-23 17:23:00+00:00,33
443.21,BBG000BB5006,443.46,1min,443.14,443.32,2022-02-23 17:24:00+00:00,916
443.16,BBG000BB5006,443.27,1min,443.03,443.27,2022-02-23 17:25:00+00:00,205
443.32,BBG000BB5006,443.46,1min,443.18,443.34,2022-02-23 17:26:00+00:00,591
442.46,BBG000BB5006,443.15,1min,442.46,443.07,2022-02-23 17:27:00+00:00,890
443.27,BBG000BB5006,443.28,1min,442.83,442.83,2022-02-23 17:28:00+00:00,1120
443.04,BBG000BB5006,443.36,1min,443.04,443.33,2022-02-23 17:29:00+00:00,340
442.97,BBG000BB5006,443.29,1min,442.97,443.15,2022-02-23 17:30:00+00:00,346
442.83,BBG000BB5006,443.08,1min,442.49,443.08,2022-02-23 17:31:00+00:00,789
442.5,BBG000BB5006,442.83,1min,442.37,442.83,2022-02-23 17:32:00+00:00,595
442.7,BBG000BB5006,442.84,1min,442.45,442.46,2022-02-23 17:33:00+00:00,362
442.06,BBG000BB5006,442.64,1min,442.06,442.64,2022-02-23 17:34:00+00:00,1287
442.1,BBG000BB5006,442.31,1min,442.05,442.06,2022-02-23 17:35:00+00:00,173
442.02,BBG000BB5006,442.35,1min,442.02,442.19,2022-02-23 17:36:00+00:00,358
442.25,BBG000BB5006,442.36,1min,441.79,442.02,2022-02-23 17:37:00+00:00,1312
441.92,BBG000BB5006,442.27,1min,441.72,442.1,2022-02-23 17:38:00+00:00,530
441.75,BBG000BB5006,442.13,1min,441.75,441.93,2022-02-23 17:39:00+00:00,283
