c,figi,h,interval,l,o,time,v
462.48,BBG000BB5006,462.48,1min,462.48,462.48,2022-02-18 07:16:00+00:00,1
462.46,BBG000BB5006,462.46,1min,462.46,462.46,2022-02-18 07:18:00+00:00,2
462.48,BBG000BB5006,462.48,1min,462.48,462.48,2022-02-18 07:19:00+00:00,1
462.02,BBG000BB5006,462.02,1min,462.02,462.02,2022-02-18 07:20:00+00:00,1
462,BBG000BB5006,462.02,1min,462,462.02,2022-02-18 07:25:00+00:00,5
462,BBG000BB5006,462,1min,462,462,2022-02-18 07:35:00+00:00,1
462.25,BBG000BB5006,462.25,1min,462.25,462.25,2022-02-18 07:41:00+00:00,2
462,BBG000BB5006,462,1min,462,462,2022-02-18 07:43:00+00:00,2
462.42,BBG000BB5006,462.42,1min,462.42,462.42,2022-02-18 07:47:00+00:00,2
462.41,BBG000BB5006,462.43,1min,462.4,462.4,2022-02-18 07:52:00+00:00,7
462.43,BBG000BB5006,462.43,1min,462.43,462.43,2022-02-18 07:53:00+00:00,1
462.28,BBG000BB5006,462.28,1min,462.28,462.28,2022-02-18 07:56:00+00:00,1
462.17,BBG000BB5006,462.17,1min,462.17,462.17,2022-02-18 08:03:00+00:00,1
462,BBG000BB5006,462,1min,462,462,2022-02-18 08:07:00+00:00,1
462.22,BBG000BB5006,462.22,1min,462.22,462.22,2022-02-18 08:11:00+00:00,1
461.56,BBG000BB5006,461.56,1min,461.56,461.56,2022-02-18 08:19:00+00:00,1
462.24,BBG000BB5006,462.24,1min,462.24,462.24,2022-02-18 08:23:00+00:00,4
462.21,BBG000BB5006,462.21,1min,462.21,462.21,2022-02-18 08:27:00+00:00,1
461.52,BBG000BB5006,462.3,1min,461.52,462.3,2022-02-18 08:44:00+00:00,7
462.18,BBG000BB5006,462.18,1min,462.17,462.17,2022-02-18 08:56:00+00:00,5
462.49,BBG000BB5006,462.49,1min,462.49,462.49,2022-02-18 09:02:00+00:00,1
461.67,BBG000BB5006,461.72,1min,461.6,461.72,2022-02-18 09:04:00+00:00,14
462.01,BBG000BB5006,462.01,1min,462.01,462.01,2022-02-18 09:08:00+00:00,1
462.03,BBG000BB5006,462.96,1min,462,462,2022-02-18 09:09:00+00:00,5
462.22,BBG000BB5006,462.22,1min,462.22,462.22,2022-02-18 09:15:00+00:00,1
462.05,BBG000BB5006,462.05,1min,462.03,462.03,2022-02-18 09:28:00+00:00,6
462.06,BBG000BB5006,462.06,1min,462.06,462.06,2022-02-18 09:31:00+00:00,4
462.2,BBG000BB5006,462.2,1min,462.2,462.2,2022-02-18 09:37:00+00:00,1
462.2,BBG000BB5006,462.2,1min,462.2,462.2,2022-02-18 09:50:00+00:00,1
462.2,BBG000BB5006,462.2,1min,462.2,462.2,2022-02-18 09:52:00+00:00,8
463.03,BBG000BB5006,463.03,1min,463.03,463.03,2022-02-18 09:53:00+00:00,1
463.03,BBG000BB5006,463.03,1min,463.03,463.03,2022-02-18 09:54:00+00:00,1
463.04,BBG000BB5006,463.04,1min,463.04,463.04,2022-02-18 10:01:00+00:00,1
461.98,BBG000BB5006,463.15,1min,461.98,463.15,2022-02-18 10:05:00+00:00,4
462.98,BBG000BB5006,463,1min,462.98,463,2022-02-18 10:11:00+00:00,3
463,BBG000BB5006,463,1min,463,463,2022-02-18 10:13:00+00:00,1
463.54,BBG000BB5006,463.54,1min,463.54,463.54,2022-02-18 10:33:00+00:00,3
463.47,BBG000BB5006,463.47,1min,463.47,463.47,2022-02-18 10:36:00+00:00,1
463.57,BBG000BB5006,463.57,1min,463.57,463.57,2022-02-18 10:42:00+00:00,1
463.57,BBG000BB5006,463.57,1min,463.57,463.57,2022-02-18 11:29:00+00:00,1
462.61,BBG000BB5006,463.01,1min,462.61,463.01,2022-02-18 11:40:00+00:00,20
462.21,BBG000BB5006,462.21,1min,462.21,462.21,2022-02-18 11:45:00+00:00,4
461.6,BBG000BB5006,462,1min,461.6,462,2022-02-18 11:50:00+00:00,11
461.57,BBG000BB5006,461.57,1min,461.57,461.57,2022-02-18 11:55:00+00:00,1
461.61,BBG000BB5006,461.61,1min,461.61,461.61,2022-02-18 12:04:00+00:00,1
461.56,BBG000BB5006,461.56,1min,461.56,461.56,2022-02-18 12:10:00+00:00,1
461.2,BBG000BB5006,461.72,1min,461.2,461.72,2022-02-18 12:12:00+00:00,14
460.53,BBG000BB5006,461,1min,460.53,461,2022-02-18 12:20:00+00:00,3
460.56,BBG000BB5006,461.09,1min,460.56,461.09,2022-02-18 12:28:00+00:00,2
461.19,BBG000BB5006,461.29,1min,461,461,2022-02-18 12:33:00+00:00,12
461,BBG000BB5006,461,1min,461,461,2022-02-18 12:37:00+00:00,2
461.31,BBG000BB5006,461.49,1min,461.3,461.3,2022-02-18 12:38:00+00:00,70
461.31,BBG000BB5006,461.31,1min,461.31,461.31,2022-02-18 12:43:00+00:00,1
461.07,BBG000BB5006,461.07,1min,461.07,461.07,2022-02-18 12:44:00+00:00,1
461.08,BBG000BB5006,461.08,1min,461.04,461.04,2022-02-18 12:46:00+00:00,65
461.69,BBG000BB5006,461.69,1min,461.69,461.69,2022-02-18 12:49:00+00:00,2
461.75,BBG000BB5006,461.75,1min,461.75,461.75,2022-02-18 12:51:00+00:00,8
461.73,BBG000BB5006,461.73,1min,461.72,461.72,2022-02-18 12:52:00+00:00,2
461.66,BBG000BB5006,461.66,1min,461.66,461.66,2022-02-18 12:53:00+00:00,1
462,BBG000BB5006,462,1min,462,462,2022-02-18 13:05:00+00:00,1
462.74,BBG000BB5006,462.74,1min,462.74,462.74,2022-02-18 13:06:00+00:00,1
460.61,BBG000BB5006,461.84,1min,460.61,461.75,2022-02-18 13:10:00+00:00,109
460.36,BBG000BB5006,460.61,1min,460.36,460.61,2022-02-18 13:11:00+00:00,21
460.25,BBG000BB5006,461.3,1min,460.25,460.36,2022-02-18 13:12:00+00:00,354
460.16,BBG000BB5006,460.16,1min,460.15,460.15,2022-02-18 13:13:00+00:00,17
460.14,BBG000BB5006,460.15,1min,459.87,460.15,2022-02-18 13:15:00+00:00,1027
460.0,BBG000BB5006,460.0,1min,460.0,460.0,2022-02-18 13:17:00+00:00,11
459.8,BBG000BB5006,459.8,1min,459.8,459.8,2022-02-18 13:18:00+00:00,6
460.4,BBG000BB5006,460.4,1min,460.4,460.4,2022-02-18 13:21:00+00:00,1
459.45,BBG000BB5006,459.7,1min,459.45,459.7,2022-02-18 13:22:00+00:00,5
459.22,BBG000BB5006,460.0,1min,459.22,460.0,2022-02-18 13:23:00+00:00,2
459.61,BBG000BB5006,459.61,1min,459.61,459.61,2022-02-18 13:24:00+00:00,1
459.11,BBG000BB5006,459.11,1min,459.07,459.07,2022-02-18 13:25:00+00:00,5
459,BBG000BB5006,459,1min,458.81,458.81,2022-02-18 13:26:00+00:00,3
458.45,BBG000BB5006,458.45,1min,458.45,458.45,2022-02-18 13:29:00+00:00,1
458.42,BBG000BB5006,458.42,1min,458.42,458.42,2022-02-18 13:30:00+00:00,15
458.47,BBG000BB5006,458.5,1min,458.25,458.25,2022-02-18 13:31:00+00:00,12
458.5,BBG000BB5006,458.5,1min,458.5,458.5,2022-02-18 13:32:00+00:00,1
458,BBG000BB5006,459.11,1min,457.32,458.89,2022-02-18 13:33:00+00:00,40
458.41,BBG000BB5006,458.41,1min,458.01,458.01,2022-02-18 13:36:00+00:00,2
458.9,BBG000BB5006,458.9,1min,458.9,458.9,2022-02-18 13:37:00+00:00,1
459,BBG000BB5006,459,1min,459,459,2022-02-18 13:38:00+00:00,1
459.27,BBG000BB5006,459.27,1min,458.6,458.6,2022-02-18 13:41:00+00:00,9
459.71,BBG000BB5006,459.71,1min,459.71,459.71,2022-02-18 13:44:00+00:00,1
459.25,BBG000BB5006,460.0,1min,459.25,459.85,2022-02-18 13:45:00+00:00,47
459.39,BBG000BB5006,459.39,1min,459.39,459.39,2022-02-18 13:48:00+00:00,25
458.85,BBG000BB5006,458.85,1min,458.68,458.68,2022-02-18 13:50:00+00:00,2
458.02,BBG000BB5006,458.71,1min,458.02,458.71,2022-02-18 13:51:00+00:00,5
458.86,BBG000BB5006,458.86,1min,458.86,458.86,2022-02-18 13:52:00+00:00,14
459.12,BBG000BB5006,459.56,1min,459.12,459.56,2022-02-18 13:57:00+00:00,73
459.96,BBG000BB5006,459.96,1min,459.96,459.96,2022-02-18 13:59:00+00:00,1
459.32,BBG000BB5006,459.32,1min,459.32,459.32,2022-02-18 14:00:00+00:00,1
460.14,BBG000BB5006,460.14,1min,460.0,460.0,2022-02-18 14:03:00+00:00,3
460.0,BBG000BB5006,460.0,1min,459.84,459.84,2022-02-18 14:04:00+00:00,14
460.21,BBG000BB5006,460.77,1min,460.21,460.77,2022-02-18 14:08:00+00:00,23
460.46,BBG000BB5006,460.46,1min,460.46,460.46,2022-02-18 14:09:00+00:00,1
460.46,BBG000BB5006,460.46,1min,460.46,460.46,2022-02-18 14:10:00+00:00,3
460.18,BBG000BB5006,460.5,1min,460.16,460.16,2022-02-18 14:11:00+00:00,6
460.0,BBG000BB5006,460.0,1min,460.0,460.0,2022-02-18 14:12:00+00:00,1
459.72,BBG000BB5006,459.72,1min,459.72,459.72,2022-02-18 14:15:00+00:00,1
459.22,BBG000BB5006,459.22,1min,459.22,459.22,2022-02-18 14:16:00+00:00,11
460.21,BBG000BB5006,460.21,1min,460.21,460.21,2022-02-18 14:20:00+00:00,2
459.36,BBG000BB5006,459.36,1min,459.36,459.36,2022-02-18 14:24:00+00:00,1
459.04,BBG000BB5006,461.22,1min,458.87,460.45,2022-02-18 14:25:00+00:00,759
457.62,BBG000BB5006,459.64,1min,457.62,459.3,2022-02-18 14:26:00+00:00,84
461.42,BBG000BB5006,461.99,1min,459.63,459.99,2022-02-18 14:27:00+00:00,1422
459.35,BBG000BB5006,459.78,1min,457.96,459.78,2022-02-18 14:29:00+00:00,556
456.93,BBG000BB5006,459.35,1min,456.44,459.35,2022-02-18 14:30:00+00:00,127387
456.69,BBG000BB5006,458.3,1min,456.49,456.94,2022-02-18 14:31:00+00:00,2253
455.75,BBG000BB5006,456.98,1min,455.22,456.98,2022-02-18 14:32:00+00:00,2340
454.57,BBG000BB5006,455.52,1min,454,455.21,2022-02-18 14:33:00+00:00,6450
452.61,BBG000BB5006,454.72,1min,452.3,454.72,2022-02-18 14:34:00+00:00,6077
452.86,BBG000BB5006,453,1min,452.21,452.44,2022-02-18 14:35:00+00:00,3795
453.5,BBG000BB5006,453.75,1min,453,453,2022-02-18 14:36:00+00:00,4515
453.98,BBG000BB5006,454.38,1min,453.5,453.5,2022-02-18 14:37:00+00:00,6684
454.78,BBG000BB5006,455.1,1min,454,454,2022-02-18 14:38:00+00:00,2698
452.7,BBG000BB5006,454.69,1min,452.7,454.52,2022-02-18 14:39:00+00:00,3536
451.97,BBG000BB5006,452.85,1min,451.77,452.5,2022-02-18 14:40:00+00:00,5445
451.68,BBG000BB5006,452.04,1min,450.81,451.8,2022-02-18 14:41:00+00:00,6671
451.58,BBG000BB5006,452.42,1min,451.31,451.68,2022-02-18 14:42:00+00:00,5697
451.49,BBG000BB5006,452.29,1min,451.49,451.72,2022-02-18 14:43:00+00:00,3885
451.69,BBG000BB5006,452.26,1min,451.51,451.65,2022-02-18 14:44:00+00:00,4755
452.03,BBG000BB5006,452.36,1min,451.52,451.52,2022-02-18 14:45:00+00:00,4041
451.95,BBG000BB5006,452.74,1min,451.59,452,2022-02-18 14:46:00+00:00,3691
453,BBG000BB5006,453.26,1min,451.54,451.81,2022-02-18 14:47:00+00:00,4310
453.01,BBG000BB5006,453.73,1min,452.79,453.16,2022-02-18 14:48:00+00:00,6922
452.63,BBG000BB5006,453,1min,452.08,452.89,2022-02-18 14:49:00+00:00,5649
453.02,BBG000BB5006,453.42,1min,452.56,452.56,2022-02-18 14:50:00+00:00,7043
453.16,BBG000BB5006,453.54,1min,453,453.14,2022-02-18 14:51:00+00:00,2029
453.7,BBG000BB5006,453.77,1min,452.92,453.03,2022-02-18 14:52:00+00:00,3969
454.51,BBG000BB5006,454.51,1min,453.81,453.81,2022-02-18 14:53:00+00:00,2021
454.32,BBG000BB5006,454.38,1min,453.71,454.26,2022-02-18 14:54:00+00:00,2469
453.62,BBG000BB5006,454.8,1min,453.62,454.35,2022-02-18 14:55:00+00:00,3777
454.04,BBG000BB5006,454.56,1min,453.64,453.64,2022-02-18 14:56:00+00:00,4003
454.02,BBG000BB5006,454.5,1min,453.66,454.22,2022-02-18 14:57:00+00:00,2244
452.56,BBG000BB5006,453.78,1min,452.31,453.78,2022-02-18 14:58:00+00:00,2572
452.24,BBG000BB5006,452.89,1min,452.16,452.55,2022-02-18 14:59:00+00:00,2492
450.84,BBG000BB5006,452.29,1min,450.63,452.2,2022-02-18 15:00:00+00:00,6551
450.62,BBG000BB5006,450.99,1min,450.55,450.86,2022-02-18 15:01:00+00:00,1599
450.6,BBG000BB5006,450.71,1min,450.28,450.5,2022-02-18 15:02:00+00:00,2638
449.71,BBG000BB5006,450.79,1min,449.65,450.66,2022-02-18 15:03:00+00:00,15945
450.1,BBG000BB5006,450.29,1min,449.79,449.9,2022-02-18 15:04:00+00:00,9470
450.77,BBG000BB5006,450.84,1min,450.17,450.38,2022-02-18 15:05:00+00:00,1524
450.21,BBG000BB5006,451.11,1min,450.08,450.82,2022-02-18 15:06:00+00:00,4495
449,BBG000BB5006,450.51,1min,448.68,450.32,2022-02-18 15:07:00+00:00,8202
448.26,BBG000BB5006,449.01,1min,448.18,449,2022-02-18 15:08:00+00:00,7833
448.04,BBG000BB5006,448.37,1min,447.38,448.33,2022-02-18 15:09:00+00:00,10590
448.07,BBG000BB5006,448.57,1min,447.85,448.33,2022-02-18 15:10:00+00:00,9497
446.97,BBG000BB5006,448.38,1min,446.75,448.07,2022-02-18 15:11:00+00:00,14286
447.44,BBG000BB5006,447.71,1min,446.93,447.01,2022-02-18 15:12:00+00:00,8046
447.8,BBG000BB5006,448.09,1min,447.31,447.4,2022-02-18 15:13:00+00:00,3929
449.11,BBG000BB5006,449.14,1min,447.9,447.95,2022-02-18 15:14:00+00:00,1737
449.55,BBG000BB5006,450.15,1min,448.81,448.96,2022-02-18 15:15:00+00:00,7297
448.49,BBG000BB5006,449.96,1min,448.49,449.45,2022-02-18 15:16:00+00:00,3253
449.4,BBG000BB5006,449.4,1min,448.66,448.66,2022-02-18 15:17:00+00:00,611
448.33,BBG000BB5006,449.4,1min,448.11,449.4,2022-02-18 15:18:00+00:00,2172
448.45,BBG000BB5006,448.45,1min,447.61,448.26,2022-02-18 15:19:00+00:00,6141
449,BBG000BB5006,449.03,1min,448.34,448.34,2022-02-18 15:20:00+00:00,1215
448.26,BBG000BB5006,448.93,1min,448,448.84,2022-02-18 15:21:00+00:00,4506
446.19,BBG000BB5006,448.22,1min,446.19,448.12,2022-02-18 15:22:00+00:00,9839
446.08,BBG000BB5006,446.53,1min,445.61,446.47,2022-02-18 15:23:00+00:00,10818
446.03,BBG000BB5006,446.26,1min,445.78,446.2,2022-02-18 15:24:00+00:00,7347
445.45,BBG000BB5006,446.22,1min,445.45,446.06,2022-02-18 15:25:00+00:00,4735
446,BBG000BB5006,446,1min,445.33,445.63,2022-02-18 15:26:00+00:00,5753
445.66,BBG000BB5006,446.04,1min,445.36,446.04,2022-02-18 15:27:00+00:00,4400
445.97,BBG000BB5006,445.97,1min,445.28,445.56,2022-02-18 15:28:00+00:00,3873
446.89,BBG000BB5006,446.89,1min,445.75,445.77,2022-02-18 15:29:00+00:00,5573
446.25,BBG000BB5006,446.79,1min,445.84,446.75,2022-02-18 15:30:00+00:00,7542
447.11,BBG000BB5006,447.11,1min,446.13,446.31,2022-02-18 15:31:00+00:00,2633
446.07,BBG000BB5006,447.22,1min,445.83,447.2,2022-02-18 15:32:00+00:00,6089
446.58,BBG000BB5006,446.82,1min,446.17,446.17,2022-02-18 15:33:00+00:00,3974
446,BBG000BB5006,446.57,1min,445.86,446.44,2022-02-18 15:34:00+00:00,1822
445.7,BBG000BB5006,446.01,1min,445.6,445.95,2022-02-18 15:35:00+00:00,3676
445.7,BBG000BB5006,445.95,1min,445.39,445.63,2022-02-18 15:36:00+00:00,4134
445.44,BBG000BB5006,445.65,1min,444.9,445.64,2022-02-18 15:37:00+00:00,11766
445.48,BBG000BB5006,445.75,1min,445.39,445.49,2022-02-18 15:38:00+00:00,4057
445.38,BBG000BB5006,445.6,1min,445.12,445.6,2022-02-18 15:39:00+00:00,5641
445.08,BBG000BB5006,445.55,1min,444.8,445.52,2022-02-18 15:40:00+00:00,6071
444.69,BBG000BB5006,445.63,1min,444.56,445.08,2022-02-18 15:41:00+00:00,6500
444.35,BBG000BB5006,444.83,1min,444.15,444.76,2022-02-18 15:42:00+00:00,8221
444.28,BBG000BB5006,444.69,1min,444.28,444.35,2022-02-18 15:43:00+00:00,10510
444.36,BBG000BB5006,444.62,1min,444.1,444.28,2022-02-18 15:44:00+00:00,5352
443.92,BBG000BB5006,444.43,1min,443.68,444.33,2022-02-18 15:45:00+00:00,3632
444.37,BBG000BB5006,444.67,1min,443.93,443.93,2022-02-18 15:46:00+00:00,2465
443.9,BBG000BB5006,444.44,1min,443.9,444.29,2022-02-18 15:47:00+00:00,2637
444,BBG000BB5006,444.18,1min,443.8,443.9,2022-02-18 15:48:00+00:00,3817
443.95,BBG000BB5006,444.21,1min,443.55,443.97,2022-02-18 15:49:00+00:00,5238
443.13,BBG000BB5006,444.14,1min,443.11,443.99,2022-02-18 15:50:00+00:00,5282
443.44,BBG000BB5006,443.71,1min,442.98,443.13,2022-02-18 15:51:00+00:00,7249
444.22,BBG000BB5006,444.31,1min,443.44,443.45,2022-02-18 15:52:00+00:00,6382
444.09,BBG000BB5006,444.77,1min,444.04,444.39,2022-02-18 15:53:00+00:00,3340
444.29,BBG000BB5006,444.47,1min,443.9,444,2022-02-18 15:54:00+00:00,1161
445.28,BBG000BB5006,445.31,1min,443.9,444.17,2022-02-18 15:55:00+00:00,6901
445.24,BBG000BB5006,445.67,1min,445.04,445.19,2022-02-18 15:56:00+00:00,3328
445.64,BBG000BB5006,445.64,1min,445.05,445.18,2022-02-18 15:57:00+00:00,22300
445.77,BBG000BB5006,445.77,1min,445.31,445.42,2022-02-18 15:58:00+00:00,1792
446.3,BBG000BB5006,446.63,1min,445.73,445.73,2022-02-18 15:59:00+00:00,5428
446.14,BBG000BB5006,446.42,1min,445.5,446.42,2022-02-18 16:00:00+00:00,2221
445.44,BBG000BB5006,446.07,1min,445.42,445.88,2022-02-18 16:01:00+00:00,1498
445.88,BBG000BB5006,446,1min,445.33,445.54,2022-02-18 16:02:00+00:00,2867
445.22,BBG000BB5006,446.26,1min,444.98,446.03,2022-02-18 16:03:00+00:00,6970
445.19,BBG000BB5006,445.58,1min,445.19,445.23,2022-02-18 16:04:00+00:00,1615
445.16,BBG000BB5006,445.48,1min,444.78,445,2022-02-18 16:05:00+00:00,4577
444.62,BBG000BB5006,445.14,1min,444.51,445.08,2022-02-18 16:06:00+00:00,4593
444.76,BBG000BB5006,444.77,1min,443.75,444.64,2022-02-18 16:07:00+00:00,4195
444.11,BBG000BB5006,444.81,1min,443.94,444.52,2022-02-18 16:08:00+00:00,6280
444.11,BBG000BB5006,444.34,1min,443.88,444.13,2022-02-18 16:09:00+00:00,3850
443.66,BBG000BB5006,444.31,1min,443.54,444.15,2022-02-18 16:10:00+00:00,3866
443.72,BBG000BB5006,443.97,1min,443.51,443.79,2022-02-18 16:11:00+00:00,3320
443.94,BBG000BB5006,444,1min,443.56,443.77,2022-02-18 16:12:00+00:00,6779
444.09,BBG000BB5006,444.11,1min,443.79,443.94,2022-02-18 16:13:00+00:00,4365
444.53,BBG000BB5006,444.81,1min,443.94,443.94,2022-02-18 16:14:00+00:00,3735
444.07,BBG000BB5006,444.75,1min,444.07,444.69,2022-02-18 16:15:00+00:00,2390
444.11,BBG000BB5006,444.25,1min,443.95,444.08,2022-02-18 16:16:00+00:00,3541
445.02,BBG000BB5006,445.18,1min,443.98,444,2022-02-18 16:17:00+00:00,3241
445.43,BBG000BB5006,445.65,1min,445.01,445.01,2022-02-18 16:18:00+00:00,1612
445.53,BBG000BB5006,446.16,1min,445.34,445.36,2022-02-18 16:19:00+00:00,4883
446.48,BBG000BB5006,446.84,1min,445.62,445.67,2022-02-18 16:20:00+00:00,2930
446.17,BBG000BB5006,446.54,1min,446.12,446.48,2022-02-18 16:21:00+00:00,2767
446.85,BBG000BB5006,446.85,1min,446.27,446.27,2022-02-18 16:22:00+00:00,2147
446.8,BBG000BB5006,446.94,1min,446.36,446.8,2022-02-18 16:23:00+00:00,3688
446.17,BBG000BB5006,446.84,1min,446.03,446.84,2022-02-18 16:24:00+00:00,754
446.64,BBG000BB5006,446.65,1min,446.21,446.21,2022-02-18 16:25:00+00:00,3257
445.91,BBG000BB5006,446.52,1min,445.85,446.52,2022-02-18 16:26:00+00:00,1418
445.66,BBG000BB5006,445.92,1min,445.56,445.8,2022-02-18 16:27:00+00:00,1277
444.69,BBG000BB5006,445.7,1min,444.69,445.7,2022-02-18 16:28:00+00:00,4920
445.13,BBG000BB5006,445.39,1min,444.9,444.93,2022-02-18 16:29:00+00:00,3981
445.79,BBG000BB5006,445.79,1min,444.89,445.28,2022-02-18 16:30:00+00:00,1544
446.64,BBG000BB5006,446.64,1min,445.8,445.8,2022-02-18 16:31:00+00:00,2099
446.45,BBG000BB5006,446.67,1min,446.3,446.53,2022-02-18 16:32:00+00:00,2206
445.85,BBG000BB5006,446.4,1min,445.72,446.26,2022-02-18 16:33:00+00:00,1735
445.67,BBG000BB5006,445.95,1min,445.6,445.95,2022-02-18 16:34:00+00:00,1504
445.79,BBG000BB5006,445.95,1min,445.45,445.73,2022-02-18 16:35:00+00:00,6175
446.26,BBG000BB5006,446.26,1min,445.95,446,2022-02-18 16:36:00+00:00,2113
446.71,BBG000BB5006,446.76,1min,446.22,446.22,2022-02-18 16:37:00+00:00,4799
447.47,BBG000BB5006,447.68,1min,446.55,446.71,2022-02-18 16:38:00+00:00,1931
447.3,BBG000BB5006,447.58,1min,447.06,447.47,2022-02-18 16:39:00+00:00,4303
447.41,BBG000BB5006,447.54,1min,447.19,447.38,2022-02-18 16:40:00+00:00,1000
447.92,BBG000BB5006,447.97,1min,447.32,447.32,2022-02-18 16:41:00+00:00,1483
447.31,BBG000BB5006,447.85,1min,447.31,447.66,2022-02-18 16:42:00+00:00,2040
447.14,BBG000BB5006,447.5,1min,447,447.46,2022-02-18 16:43:00+00:00,1309
447,BBG000BB5006,447.19,1min,446.81,446.96,2022-02-18 16:44:00+00:00,1116
447.58,BBG000BB5006,447.91,1min,447,447.16,2022-02-18 16:45:00+00:00,4271
447.84,BBG000BB5006,447.84,1min,447.49,447.55,2022-02-18 16:46:00+00:00,1693
447.54,BBG000BB5006,447.88,1min,447.53,447.7,2022-02-18 16:47:00+00:00,5890
447.38,BBG000BB5006,447.75,1min,447.32,447.58,2022-02-18 16:48:00+00:00,7706
446.67,BBG000BB5006,447.4,1min,446.67,447.37,2022-02-18 16:49:00+00:00,7112
446.51,BBG000BB5006,447.21,1min,446.51,446.9,2022-02-18 16:50:00+00:00,1640
447.06,BBG000BB5006,447.06,1min,446.59,446.59,2022-02-18 16:51:00+00:00,3176
447.13,BBG000BB5006,447.2,1min,446.91,446.96,2022-02-18 16:52:00+00:00,4568
447.48,BBG000BB5006,447.66,1min,446.86,447.05,2022-02-18 16:53:00+00:00,4848
447.51,BBG000BB5006,447.79,1min,447.27,447.34,2022-02-18 16:54:00+00:00,2610
447.69,BBG000BB5006,447.75,1min,447.39,447.51,2022-02-18 16:55:00+00:00,2564
447.76,BBG000BB5006,447.85,1min,447.49,447.49,2022-02-18 16:56:00+00:00,1527
447.07,BBG000BB5006,447.67,1min,446.77,447.67,2022-02-18 16:57:00+00:00,6982
446.41,BBG000BB5006,447.13,1min,446.41,447.07,2022-02-18 16:58:00+00:00,3677
447.1,BBG000BB5006,447.35,1min,446.3,446.38,2022-02-18 16:59:00+00:00,2916
447.56,BBG000BB5006,447.86,1min,446.81,447.13,2022-02-18 17:00:00+00:00,4531
447.22,BBG000BB5006,447.56,1min,447.22,447.56,2022-02-18 17:01:00+00:00,1434
446.75,BBG000BB5006,447.27,1min,446.75,447.14,2022-02-18 17:02:00+00:00,2044
446.51,BBG000BB5006,446.71,1min,446.35,446.71,2022-02-18 17:03:00+00:00,1769
446.66,BBG000BB5006,446.66,1min,446.51,446.64,2022-02-18 17:04:00+00:00,1768
447.26,BBG000BB5006,447.47,1min,446.63,446.63,2022-02-18 17:05:00+00:00,2209
446.78,BBG000BB5006,447.27,1min,446.69,447.22,2022-02-18 17:06:00+00:00,1861
447.36,BBG000BB5006,447.64,1min,446.78,446.78,2022-02-18 17:07:00+00:00,3163
447.79,BBG000BB5006,447.92,1min,446.82,447.47,2022-02-18 17:08:00+00:00,5515
447.98,BBG000BB5006,448.33,1min,447.68,447.86,2022-02-18 17:09:00+00:00,5073
447.95,BBG000BB5006,448.42,1min,447.64,448.27,2022-02-18 17:10:00+00:00,4358
448.37,BBG000BB5006,448.55,1min,447.87,447.95,2022-02-18 17:11:00+00:00,3972
447.79,BBG000BB5006,448.31,1min,447.79,448.24,2022-02-18 17:12:00+00:00,551
447.37,BBG000BB5006,447.8,1min,447.25,447.7,2022-02-18 17:13:00+00:00,964
447.45,BBG000BB5006,447.67,1min,447.18,447.24,2022-02-18 17:14:00+00:00,1797
447.03,BBG000BB5006,447.42,1min,446.8,447.35,2022-02-18 17:15:00+00:00,2435
447.18,BBG000BB5006,447.53,1min,446.93,447.01,2022-02-18 17:16:00+00:00,3712
448.32,BBG000BB5006,448.41,1min,447.18,447.18,2022-02-18 17:17:00+00:00,2681
448.1,BBG000BB5006,448.61,1min,448.1,448.41,2022-02-18 17:18:00+00:00,1848
