,Date,figi,operation,order_id
400,2021_12_01-22:55:48,BBG000DN7P92,Sell,337120574930
401,2021_12_01-23:03:08,BBG000DN7P92,Sell,337126502920
402,2021_12_03-09:59:53,BBG000DN7P92,Sell,338017248370
403,2021_12_06-09:20:04,BBG000DN7P92,Sell,338790770350
404,2021_12_06-16:42:41,BBG000DN7P92,Sell,339019233290
405,2021_12_06-16:49:59,BBG000DN7P92,Sell,339035206630
406,2021_12_06-16:57:12,BBG000DN7P92,Sell,339050033860
407,2021_12_06-17:04:27,BBG000DN7P92,Sell,339064966950
408,2021_12_06-17:11:50,BBG000DN7P92,ReallSell,11111
409,2021_12_06-18:10:36,BBG000BCWCG1,Buy,339168097420
410,2021_12_06-18:10:38,BBG000BCWCG1,Sell,339169770520
411,2021_12_06-18:10:54,BBG000BCWCG1,Sell,339170058140
412,2021_12_06-18:18:01,BBG000BCWCG1,Sell,339181229320
413,2021_12_06-18:25:20,BBG000BCWCG1,Sell,339190637390
414,2021_12_06-18:32:35,BBG000BCWCG1,Sell,339199532970
415,2021_12_06-18:39:53,BBG000BCWCG1,Sell,339208742670
416,2021_12_06-18:47:11,BBG000BCWCG1,Sell,339216769600
417,2021_12_06-18:54:27,BBG000BCWCG1,Sell,339224503390
418,2021_12_06-19:01:28,BBG000BCWCG1,Sell,339232068940
419,2021_12_06-19:08:30,BBG000BCWCG1,Sell,339238740880
420,2021_12_06-19:15:41,BBG000BCWCG1,Sell,339245850610
421,2021_12_06-19:22:47,BBG000BCWCG1,Sell,339252243210
422,2021_12_06-19:29:49,BBG000BCWCG1,Sell,339257995430
423,2021_12_06-19:37:06,BBG000BCWCG1,Sell,339263738070
424,2021_12_06-19:44:29,BBG000BCWCG1,Sell,339269240680
425,2021_12_06-19:51:47,BBG000BCWCG1,Sell,339274576360
426,2021_12_06-19:59:06,BBG000BCWCG1,Sell,339280403230
427,2021_12_06-20:06:08,BBG000BCWCG1,Sell,339286598560
428,2021_12_06-20:13:38,BBG000BCWCG1,Sell,339292611210
429,2021_12_06-20:20:46,BBG000BCWCG1,Sell,339298070740
430,2021_12_06-20:28:04,BBG000BCWCG1,Sell,339304730000
431,2021_12_06-20:35:14,BBG000BCWCG1,Sell,339311250560
432,2021_12_06-20:42:26,BBG000BCWCG1,Sell,339317616890
433,2021_12_06-20:49:57,BBG000BCWCG1,Sell,339323577640
434,2021_12_06-20:57:12,BBG000BCWCG1,Sell,339329274040
435,2021_12_06-21:04:29,BBG000BCWCG1,Sell,339335189590
436,2021_12_06-21:11:50,BBG000BCWCG1,Sell,339341409030
437,2021_12_06-21:19:00,BBG000BCWCG1,Sell,339347493570
438,2021_12_06-21:26:17,BBG000BCWCG1,Sell,339352878570
439,2021_12_06-21:33:23,BBG000BCWCG1,Sell,339359075430
440,2021_12_06-21:40:42,BBG000BCWCG1,Sell,339364899030
441,2021_12_06-21:47:49,BBG000BCWCG1,Sell,339371367050
442,2021_12_06-21:49:07,BBG000BCWCG1,Sell,339372518260
443,2021_12_06-21:55:09,BBG000BCWCG1,Sell,339377728380
444,2021_12_06-21:56:27,BBG000BCWCG1,Sell,339378884610
445,2021_12_06-22:02:31,BBG000BCWCG1,Sell,339382678180
446,2021_12_06-22:03:49,BBG000BCWCG1,Buy,339382715120
447,2021_12_06-22:03:49,BBG000BCWCG1,Sell,339383314940
448,2021_12_06-22:09:52,BBG000BCWCG1,Sell,339386353690
449,2021_12_06-22:16:48,BBG000BCWCG1,Sell,339392191090
450,2021_12_06-22:24:04,BBG000BCWCG1,Sell,339397930490
451,2021_12_06-22:31:10,BBG000BCWCG1,Sell,339404733230
452,2021_12_06-22:38:22,BBG000BCWCG1,Sell,339412129530
453,2021_12_06-22:45:37,BBG000BCWCG1,Sell,339418930010
454,2021_12_06-22:52:43,BBG000BCWCG1,Sell,339426215370
455,2021_12_06-22:59:56,BBG000BCWCG1,Sell,339435525120
456,2021_12_06-23:08:23,BBG000BCWCG1,ReallSell,11111
457,2021_12_07-21:29:39,BBG000HXJB21,Buy,339945621840
458,2021_12_07-21:29:41,BBG000HXJB21,Sell,339946343910
459,2021_12_07-21:30:03,BBG000HXJB21,Sell,339946604250
460,2021_12_07-21:36:13,BBG000HXJB21,Sell,339950661810
461,2021_12_07-21:42:27,BBG000HXJB21,Sell,339955221290
462,2021_12_07-21:48:53,BBG000HXJB21,Sell,339959652810
463,2021_12_07-21:55:08,BBG000HXJB21,Sell,339963647140
464,2021_12_07-22:01:34,BBG000HXJB21,Sell,339967284700
465,2021_12_07-22:07:54,BBG000HXJB21,Sell,339969889750
466,2021_12_07-22:14:18,BBG000HXJB21,Sell,339974496520
467,2021_12_07-22:20:34,BBG000HXJB21,Sell,339979094150
468,2021_12_07-22:26:55,BBG000HXJB21,Sell,339984788220
469,2021_12_07-22:33:18,BBG000HXJB21,Sell,339990790800
470,2021_12_07-22:39:34,BBG000HXJB21,Sell,339997181690
471,2021_12_07-22:45:50,BBG000HXJB21,Sell,340002327470
472,2021_12_07-22:52:12,BBG000HXJB21,Sell,340008388830
473,2021_12_07-22:58:32,BBG000HXJB21,Sell,340017844240
474,2021_12_07-23:04:53,BBG000HXJB21,Sell,340020872710
475,2021_12_08-12:54:15,BBG000HXJB21,Sell,340156377600
476,2021_12_08-17:33:36,BBG000HXJB21,ReallSell,11111
477,2021_12_09-19:19:33,BBG000C17X76,Buy,340959193710
478,2021_12_09-19:19:35,BBG000C17X76,Sell,340960071990
479,2021_12_09-19:23:09,BBG000C17X76,Sell,340962531420
480,2021_12_09-19:29:11,BBG000C17X76,ReallSell,11111
481,2021_12_09-19:31:41,BBG000C17X76,Buy,340966883100
482,2021_12_09-19:31:43,BBG000C17X76,Sell,340967624120
483,2021_12_09-19:58:35,BBG000C17X76,ReallSell,11111
484,2021_12_09-21:26:06,BBG000CVWGS6,Buy,341045238340
485,2021_12_09-21:26:08,BBG000CVWGS6,Sell,341046217170
486,2021_12_09-21:29:03,BBG000CVWGS6,Sell,341048370690
487,2021_12_09-21:35:06,BBG000CVWGS6,Sell,341053143660
488,2021_12_09-21:41:08,BBG000CVWGS6,Sell,341057251400
489,2021_12_09-21:47:12,BBG000CVWGS6,Sell,341061516340
490,2021_12_09-21:53:15,BBG000CVWGS6,Sell,341065677690
491,2021_12_09-21:59:18,BBG000CVWGS6,Sell,341069925660
492,2021_12_09-22:05:20,BBG000CVWGS6,Sell,341072869220
493,2021_12_09-22:11:23,BBG000CVWGS6,Sell,341076368070
494,2021_12_09-22:17:26,BBG000CVWGS6,Sell,341081493300
495,2021_12_09-22:23:29,BBG000CVWGS6,Sell,341086422100
496,2021_12_09-22:29:32,BBG000CVWGS6,Sell,341091835250
497,2021_12_09-22:35:34,BBG000CVWGS6,Sell,341097470370
498,2021_12_09-22:41:37,BBG000CVWGS6,Sell,341102780240
499,2021_12_09-22:47:40,BBG000CVWGS6,Sell,341106662320
500,2021_12_09-22:54:12,BBG000CVWGS6,ReallSell,11111
501,2021_12_14-21:57:50,BBG000BSJK37,Buy,R29270242
502,2021_12_14-21:57:52,BBG000BSJK37,Sell,342817149990
503,2021_12_14-21:58:40,BBG000BSJK37,Sell,342817628020
504,2021_12_14-22:04:43,BBG000BSJK37,Sell,342820427640
505,2021_12_14-22:10:45,BBG000BSJK37,Sell,342823294410
506,2021_12_14-22:16:48,BBG000BSJK37,Sell,342827897690
507,2021_12_14-22:22:51,BBG000BSJK37,Sell,342832438950
508,2021_12_14-22:28:54,BBG000BSJK37,Sell,342836959310
509,2021_12_14-22:34:57,BBG000BSJK37,Sell,342842731680
510,2021_12_14-22:40:59,BBG000BSJK37,Sell,342848413080
511,2021_12_14-22:47:02,BBG000BSJK37,Sell,342852963440
512,2021_12_14-22:53:05,BBG000BSJK37,Sell,342859106570
513,2021_12_14-22:59:09,BBG000BSJK37,Sell,342866766440
514,2021_12_15-10:43:50,BBG000BSJK37,Sell,342935107140
515,2021_12_15-16:57:25,BBG000BSJK37,Sell,343120023460
516,2021_12_15-17:03:34,BBG000BSJK37,Sell,343130982310
517,2021_12_15-17:09:38,BBG000BSJK37,Sell,343140140180
518,2021_12_15-17:15:41,BBG000BSJK37,Sell,343149831960
519,2021_12_15-17:21:43,BBG000BSJK37,Sell,343158580180
520,2021_12_15-17:27:46,BBG000BSJK37,Sell,343166510900
521,2021_12_15-17:33:50,BBG000BSJK37,Sell,343174266880
522,2021_12_15-17:39:53,BBG000BSJK37,Sell,343181305970
523,2021_12_15-17:45:55,BBG000BSJK37,Sell,343188190040
524,2021_12_15-17:51:58,BBG000BSJK37,Sell,343194896330
525,2021_12_15-17:58:01,BBG000BSJK37,Sell,343201797070
526,2021_12_15-18:04:04,BBG000BSJK37,Sell,343208364750
527,2021_12_15-18:10:07,BBG000BSJK37,Sell,343214762270
528,2021_12_15-18:16:10,BBG000BSJK37,Sell,343221333170
529,2021_12_15-18:22:13,BBG000BSJK37,Sell,343227246110
530,2021_12_15-18:28:16,BBG000BSJK37,Sell,343232804690
531,2021_12_15-18:34:19,BBG000BSJK37,Sell,343238974880
532,2021_12_15-18:40:22,BBG000BSJK37,Sell,343244739250
533,2021_12_15-19:51:40,BBG000BSJK37,Sell,343304573520
534,2021_12_15-19:57:43,BBG000BSJK37,Sell,343308631890
535,2021_12_15-20:03:46,BBG000BSJK37,Sell,343312807010
536,2021_12_15-20:09:48,BBG000BSJK37,Sell,343316934040
537,2021_12_15-20:15:51,BBG000BSJK37,Sell,343321439320
538,2021_12_15-20:21:54,BBG000BSJK37,Sell,343325426640
539,2021_12_15-21:20:48,BBG000BSJK37,Sell,343397016800
540,2021_12_15-21:26:57,BBG000BSJK37,Sell,343406771950
541,2021_12_15-21:33:01,BBG000BSJK37,Sell,343417651390
542,2021_12_15-21:39:04,BBG000BSJK37,Sell,343429353020
543,2021_12_15-21:45:09,BBG000BSJK37,Sell,343440544680
544,2021_12_15-21:51:17,BBG000BSJK37,Sell,343451495050
545,2021_12_15-21:57:19,BBG000BSJK37,Sell,343463985570
546,2021_12_15-22:03:22,BBG000BSJK37,Sell,343470505550
547,2021_12_15-22:04:37,BBG000BSJK37,Buy,343470574180
548,2021_12_15-22:04:37,BBG000BSJK37,Sell,343471653280
549,2021_12_15-22:10:39,BBG000BSJK37,Sell,343478010550
550,2021_12_15-22:11:54,BBG000BSJK37,Buy,343478220790
551,2021_12_15-22:11:54,BBG000BSJK37,Sell,343479935970
552,2021_12_15-22:17:56,BBG000BSJK37,Sell,343490675970
553,2021_12_15-22:23:59,BBG000BSJK37,Sell,343501687090
554,2021_12_15-22:30:01,BBG000BSJK37,Sell,343511509550
555,2021_12_15-22:36:05,BBG000BSJK37,Sell,343521715050
556,2021_12_15-22:42:07,BBG000BSJK37,Sell,343530648540
557,2021_12_15-22:48:10,BBG000BSJK37,Sell,343538268490
558,2021_12_15-22:54:13,BBG000BSJK37,Sell,343547921270
559,2021_12_15-23:00:16,BBG000BSJK37,Sell,343557264610
560,2021_12_16-07:21:34,BBG000BSJK37,Sell,343566174990
561,2021_12_16-07:26:15,BBG000BSJK37,ReallSell,11111
562,2021_12_17-19:14:40,BBG000DZJVH0,Buy,344730163560
563,2021_12_17-19:14:43,BBG000DZJVH0,Sell,344731714840
564,2021_12_17-19:17:08,BBG000DZJVH0,Sell,344734617300
565,2021_12_17-19:23:11,BBG000DZJVH0,Sell,344741302870
566,2021_12_17-19:29:14,BBG000DZJVH0,Sell,344747116250
567,2021_12_17-19:35:17,BBG000DZJVH0,Sell,344754336870
568,2021_12_17-19:41:20,BBG000DZJVH0,Sell,344760419280
569,2021_12_17-19:47:23,BBG000DZJVH0,Sell,344766103250
570,2021_12_17-19:53:26,BBG000DZJVH0,Sell,344772035340
571,2021_12_17-19:59:28,BBG000DZJVH0,ReallSell,11111
572,2021_12_17-21:56:50,BBG000DZJVH0,Buy,344880792300
573,2021_12_17-21:56:53,BBG000DZJVH0,Sell,344882162570
574,2021_12_17-21:57:29,BBG000DZJVH0,Sell,344882738060
575,2021_12_17-22:03:30,BBG000DZJVH0,ReallSell,11111
576,2021_12_20-18:38:54,BBG000CL9VN6,Buy,345438739200
577,2021_12_20-18:38:56,BBG000CL9VN6,Sell,345439980640
578,2021_12_20-18:40:19,BBG000CL9VN6,Sell,345441427470
579,2021_12_20-18:46:30,BBG000CL9VN6,Sell,345448781560
580,2021_12_20-18:52:44,BBG000CL9VN6,Sell,345455888390
581,2021_12_20-18:58:59,BBG000CL9VN6,ReallSell,11111
582,2021_12_20-19:59:06,BBG000CL9VN6,Buy,345501255930
583,2021_12_20-19:59:08,BBG000CL9VN6,Sell,345519625070
584,2021_12_20-20:17:13,BBG000CL9VN6,Sell,R30158769
585,2021_12_20-20:23:56,BBG000CL9VN6,ReallSell,11111
586,2021_12_21-17:39:33,BBG001R3MNY9,Buy,R30327255
587,2021_12_21-17:39:35,BBG001R3MNY9,Sell,346046201570
588,2021_12_21-17:39:52,BBG001R3MNY9,Sell,346046565590
589,2021_12_21-17:45:54,BBG001R3MNY9,ReallSell,11111
590,2021_12_22-19:24:06,BBG0018SLC07,Buy,346731391960
591,2021_12_22-19:24:08,BBG0018SLC07,Sell,346732204140
592,2021_12_22-20:25:04,BBG0018SLC07,ReallSell,11111
593,2021_12_22-20:51:51,BBG000H8TVT2,Buy,346793501850
594,2021_12_22-20:51:53,BBG000H8TVT2,Sell,346794106300
595,2021_12_22-20:55:09,BBG000H8TVT2,Sell,346796122180
596,2021_12_22-21:01:11,BBG000H8TVT2,Sell,346800365720
597,2021_12_22-21:07:14,BBG000H8TVT2,Sell,346805341440
598,2021_12_22-21:13:16,BBG000H8TVT2,Sell,346809832070
599,2021_12_22-21:19:18,BBG000H8TVT2,Sell,346813564760
600,2021_12_22-21:25:21,BBG000H8TVT2,Sell,346817625410
601,2021_12_22-21:31:23,BBG000H8TVT2,Sell,346823203190
602,2021_12_22-21:37:32,BBG000H8TVT2,Sell,346827982350
603,2021_12_22-21:43:35,BBG000H8TVT2,Sell,346832046050
604,2021_12_22-21:49:38,BBG000H8TVT2,Sell,346835743550
605,2021_12_22-21:55:40,BBG000H8TVT2,Sell,346839964240
606,2021_12_22-22:02:08,BBG000H8TVT2,Sell,346843495450
607,2021_12_22-22:08:18,BBG000H8TVT2,Sell,346846498640
608,2021_12_22-22:14:20,BBG000H8TVT2,Sell,346850061530
609,2021_12_22-22:20:23,BBG000H8TVT2,Sell,346854375340
610,2021_12_22-22:26:25,BBG000H8TVT2,Sell,346858475280
611,2021_12_22-22:32:28,BBG000H8TVT2,Sell,346863066430
612,2021_12_22-22:38:30,BBG000H8TVT2,Sell,346867284090
613,2021_12_22-22:44:33,BBG000H8TVT2,Sell,346870410540
614,2021_12_22-22:50:47,BBG000H8TVT2,Sell,346874967080
615,2021_12_22-22:56:50,BBG000H8TVT2,Sell,346880576930
616,2021_12_22-23:02:52,BBG000H8TVT2,Sell,346884107280
617,2021_12_23-09:34:40,BBG000H8TVT2,Sell,346909971200
618,2021_12_23-12:17:17,BBG000H8TVT2,ReallSell,11111
619,2021_12_28-18:56:01,BBG000FSMWC3,Buy,348207801530
620,2021_12_28-18:56:04,BBG000FSMWC3,Sell,348208466530
621,2021_12_28-18:56:08,BBG000FSMWC3,Sell,348208493580
622,2021_12_28-19:02:10,BBG000FSMWC3,Sell,348211931430
623,2021_12_28-19:08:13,BBG000FSMWC3,Sell,348215355000
624,2021_12_28-19:14:16,BBG000FSMWC3,Sell,348218623510
625,2021_12_28-19:20:19,BBG000FSMWC3,Sell,348221823150
626,2021_12_28-19:26:21,BBG000FSMWC3,Sell,348224957000
627,2021_12_28-19:32:24,BBG000FSMWC3,Sell,348229785280
628,2021_12_28-19:38:27,BBG000FSMWC3,Sell,348234511820
629,2021_12_28-19:44:29,BBG000FSMWC3,Sell,348238121270
630,2021_12_28-19:50:32,BBG000FSMWC3,Sell,348241778290
631,2021_12_28-19:56:34,BBG000FSMWC3,Sell,348245359980
632,2021_12_28-20:02:37,BBG000FSMWC3,Sell,348248983840
633,2021_12_28-20:45:33,BBG000FSMWC3,ReallSell,11111
634,2021_12_31-21:20:22,BBG000BN2DC2,Buy,349417014310
635,2021_12_31-21:20:24,BBG000BN2DC2,Sell,349417435870
636,2021_12_31-21:24:08,BBG000BN2DC2,Sell,349418612250
637,2021_12_31-21:30:11,BBG000BN2DC2,Sell,349420554480
638,2021_12_31-21:36:13,BBG000BN2DC2,Sell,349422469620
639,2021_12_31-21:42:16,BBG000BN2DC2,Sell,349424350470
640,2021_12_31-21:48:19,BBG000BN2DC2,Sell,349426071010
641,2021_12_31-21:54:21,BBG000BN2DC2,Sell,349427847480
642,2021_12_31-22:00:24,BBG000BN2DC2,Sell,349429470500
643,2021_12_31-22:06:26,BBG000BN2DC2,ReallSell,11111
644,2022_01_05-21:18:24,BBG000C43RR5,Buy,351173809060
645,2022_01_05-21:50:43,BBG000C43RR5,Sell,351173809060
646,2022_01_05-21:55:43,BBG000C43RR5,ReallSell,11111
647,2022_01_05-22:00:25,BBG000C43RR5,Buy,351173809060
648,2022_01_05-22:04:18,BBG000C43RR5,Sell,351303381720
649,2022_01_05-22:07:21,BBG000C43RR5,Sell,351306694730
650,2022_01_05-22:15:54,BBG000C43RR5,Sell,351319947090
651,2022_01_05-22:30:33,BBG000C43RR5,Sell,351344471460
652,2022_01_05-22:54:49,BBG000C43RR5,Sell,351378435870
653,2022_01_06-10:03:15,BBG000C43RR5,Sell,351442969360
654,2022_01_06-10:18:36,BBG000C43RR5,Sell,351459085850
655,2022_01_06-11:52:35,BBG000C43RR5,Sell,351540143350
656,2022_01_06-11:54:58,BBG000C43RR5,Sell,351541551860
657,2022_01_06-11:59:24,BBG000C43RR5,Sell,351544588500
658,2022_01_06-12:12:43,BBG000C43RR5,Sell,351554801340
659,2022_01_06-12:37:37,BBG000C43RR5,Sell,351573381560
660,2022_01_06-12:38:34,BBG000C43RR5,Sell,351573905570
661,2022_01_06-12:50:37,BBG000C43RR5,Sell,351581341460
662,2022_01_06-13:00:18,BBG000C43RR5,Sell,351587691400
663,2022_01_06-13:52:57,BBG000C43RR5,Sell,351621104090
664,2022_01_06-15:39:10,BBG000C43RR5,Sell,351668724850
665,2022_01_06-15:46:52,BBG000C43RR5,Sell,351671839990
666,2022_01_06-15:47:24,BBG000C43RR5,Sell,351672151980
667,2022_01_06-15:49:46,BBG000C43RR5,Sell,351673138670
668,2022_01_06-16:45:49,BBG000C43RR5,ReallSell,11111
669,2022_01_11-17:53:33,BBG000R8ZVD1,Buy,353999981040
670,2022_01_11-17:53:36,BBG000R8ZVD1,Sell,354001331730
671,2022_01_11-17:54:11,BBG000R8ZVD1,Sell,354002177090
672,2022_01_11-18:00:52,BBG000R8ZVD1,ReallSell,11111
673,2022_01_12-17:47:55,BBG000BSBZH7,Buy,354706457750
674,2022_01_12-17:47:57,BBG000BSBZH7,Sell,354709977480
675,2022_01_12-17:48:17,BBG000BSBZH7,Sell,354710738770
676,2022_01_12-17:54:58,BBG000BSBZH7,Sell,354729993610
677,2022_01_12-18:01:50,BBG000BSBZH7,Sell,354746292450
678,2022_01_12-18:08:36,BBG000BSBZH7,Sell,354774329460
679,2022_01_12-18:15:13,BBG000BSBZH7,Sell,354793772800
680,2022_01_12-18:16:16,BBG000BSBZH7,Buy,354793925080
681,2022_01_12-18:16:16,BBG000BSBZH7,Sell,354796691340
682,2022_01_12-18:22:18,BBG000BSBZH7,Sell,354813481470
683,2022_01_12-18:28:44,BBG000BSBZH7,Sell,354831044210
684,2022_01_12-18:35:24,BBG000BSBZH7,Sell,354849618050
685,2022_01_12-18:42:00,BBG000BSBZH7,Sell,354867147250
686,2022_01_12-18:48:46,BBG000BSBZH7,Sell,354881842220
687,2022_01_12-18:55:24,BBG000BSBZH7,Sell,354892952100
688,2022_01_12-19:02:08,BBG000BSBZH7,Sell,354899256260
689,2022_01_12-19:08:49,BBG000BSBZH7,Sell,354912032140
690,2022_01_12-19:15:27,BBG000BSBZH7,Sell,354928657650
691,2022_01_12-19:21:54,BBG000BSBZH7,Sell,354939380780
692,2022_01_12-19:25:19,BBG000BSBZH7,Sell,354947381240
693,2022_01_12-20:53:30,BBG000BSBZH7,ReallSell,11111
694,2022_01_12-21:21:02,BBG000VPGNR2,Buy,355265711110
695,2022_01_12-21:21:04,BBG000VPGNR2,Sell,355272096680
696,2022_01_12-21:21:38,BBG000VPGNR2,Sell,355275128760
697,2022_01_12-21:28:36,BBG000VPGNR2,Sell,355290804530
698,2022_01_12-21:35:29,BBG000VPGNR2,Sell,355307641680
699,2022_01_12-21:42:25,BBG000VPGNR2,Sell,355333985550
700,2022_01_12-21:49:23,BBG000VPGNR2,Sell,355342651900
701,2022_01_12-21:56:15,BBG000VPGNR2,Sell,355364541250
702,2022_01_12-22:03:25,BBG000VPGNR2,Sell,355387607090
703,2022_01_12-22:10:09,BBG000VPGNR2,Sell,355397309070
704,2022_01_12-22:16:50,BBG000VPGNR2,Sell,355402209870
705,2022_01_12-22:23:39,BBG000VPGNR2,Sell,355407086150
706,2022_01_12-22:30:18,BBG000VPGNR2,Sell,355412620390
707,2022_01_12-22:37:10,BBG000VPGNR2,Sell,355419518070
708,2022_01_12-22:43:43,BBG000VPGNR2,Sell,355425842510
709,2022_01_12-22:50:31,BBG000VPGNR2,Sell,355432656680
710,2022_01_12-22:57:22,BBG000VPGNR2,Sell,355440653620
711,2022_01_12-23:04:05,BBG000VPGNR2,Sell,355444715770
712,2022_01_13-09:36:49,BBG000VPGNR2,Sell,355476147210
713,2022_01_13-17:30:42,BBG000VPGNR2,Sell,355780568480
714,2022_01_13-17:57:10,BBG000VPGNR2,Sell,355824383760
715,2022_01_13-18:03:39,BBG000VPGNR2,Sell,355833929030
716,2022_01_13-18:10:02,BBG000VPGNR2,ReallSell,11111
717,2022_01_13-19:28:08,BBG000R8ZVD1,Buy,355934894660
718,2022_01_13-19:28:11,BBG000R8ZVD1,Sell,355936208750
719,2022_01_13-19:28:29,BBG000R8ZVD1,Sell,355936534500
720,2022_01_13-19:34:55,BBG000R8ZVD1,Sell,355945227510
721,2022_01_13-19:41:20,BBG000R8ZVD1,Sell,355952527100
722,2022_01_13-19:47:37,BBG000R8ZVD1,Sell,355959434060
723,2022_01_13-19:53:58,BBG000R8ZVD1,Sell,355966858780
724,2022_01_13-20:00:16,BBG000R8ZVD1,Sell,355973791460
725,2022_01_13-20:06:38,BBG000R8ZVD1,Sell,355982449060
726,2022_01_13-20:13:01,BBG000R8ZVD1,Sell,355988393630
727,2022_01_13-20:19:15,BBG000R8ZVD1,Sell,355994702100
728,2022_01_13-20:25:30,BBG000R8ZVD1,Sell,356000866190
729,2022_01_13-20:31:56,BBG000R8ZVD1,Sell,356007265650
730,2022_01_13-20:38:17,BBG000R8ZVD1,Sell,356013130690
731,2022_01_13-20:44:50,BBG000R8ZVD1,Sell,356018539770
732,2022_01_13-20:51:16,BBG000R8ZVD1,Sell,356024012080
733,2022_01_13-20:57:43,BBG000R8ZVD1,Sell,356028988820
734,2022_01_13-21:03:58,BBG000R8ZVD1,Sell,356034911460
735,2022_01_13-21:10:19,BBG000R8ZVD1,Sell,356039871360
736,2022_01_13-21:16:48,BBG000R8ZVD1,Sell,356045302160
737,2022_01_13-21:23:15,BBG000R8ZVD1,Sell,356051626790
738,2022_01_13-21:29:36,BBG000R8ZVD1,Sell,356056713440
739,2022_01_13-21:35:55,BBG000R8ZVD1,Sell,356063812210
740,2022_01_13-21:42:17,BBG000R8ZVD1,Sell,356070185510
741,2022_01_13-21:48:41,BBG000R8ZVD1,Sell,356076680430
742,2022_01_13-21:55:04,BBG000R8ZVD1,Sell,356083013220
743,2022_01_13-22:01:34,BBG000R8ZVD1,Sell,356088364250
744,2022_01_13-22:07:54,BBG000R8ZVD1,Sell,356093393150
745,2022_01_13-22:14:17,BBG000R8ZVD1,Sell,356098902020
746,2022_01_14-10:20:04,BBG000R8ZVD1,Sell,356223151630
747,2022_01_14-11:12:43,BBG000R8ZVD1,Sell,356265900280
748,2022_01_14-16:25:34,BBG000R8ZVD1,Sell,356463944360
749,2022_01_14-17:33:46,BBG000R8ZVD1,Sell,356602467410
750,2022_01_14-17:40:23,BBG000R8ZVD1,Sell,356614440230
751,2022_01_14-17:47:11,BBG000R8ZVD1,Sell,356625641150
752,2022_01_14-17:53:51,BBG000R8ZVD1,Sell,356636480740
753,2022_01_14-18:00:36,BBG000R8ZVD1,Sell,356646237140
754,2022_01_14-18:07:24,BBG000R8ZVD1,Sell,356657670500
755,2022_01_14-18:14:17,BBG000R8ZVD1,Sell,356667374660
756,2022_01_14-18:21:09,BBG000R8ZVD1,Sell,356676954940
757,2022_01_14-18:27:53,BBG000R8ZVD1,Sell,356686566520
758,2022_01_14-18:34:42,BBG000R8ZVD1,Sell,356696808390
759,2022_01_14-18:41:07,BBG000R8ZVD1,Sell,356705360130
760,2022_01_14-18:47:47,BBG000R8ZVD1,Sell,356713819710
761,2022_01_14-18:54:28,BBG000R8ZVD1,Sell,356721011600
762,2022_01_14-19:01:18,BBG000R8ZVD1,Sell,356728721680
763,2022_01_14-19:07:58,BBG000R8ZVD1,Sell,356735397190
764,2022_01_14-19:14:37,BBG000R8ZVD1,Sell,356742067090
765,2022_01_14-19:21:24,BBG000R8ZVD1,Sell,356748276310
766,2022_01_14-19:28:14,BBG000R8ZVD1,Sell,356754196040
767,2022_01_14-19:34:51,BBG000R8ZVD1,Sell,356760292190
768,2022_01_14-19:41:31,BBG000R8ZVD1,Sell,356766658610
769,2022_01_14-19:48:19,BBG000R8ZVD1,Sell,356772887030
770,2022_01_14-19:55:16,BBG000R8ZVD1,Sell,356779786900
771,2022_01_14-20:02:08,BBG000R8ZVD1,Sell,356787249770
772,2022_01_14-20:08:54,BBG000R8ZVD1,Sell,356793428320
773,2022_01_14-20:15:42,BBG000R8ZVD1,Sell,356800935750
774,2022_01_14-20:22:36,BBG000R8ZVD1,Sell,356807761460
775,2022_01_14-20:29:25,BBG000R8ZVD1,Sell,356814214000
776,2022_01_14-20:36:02,BBG000R8ZVD1,Sell,356821032440
777,2022_01_14-20:42:46,BBG000R8ZVD1,Sell,356827506460
778,2022_01_14-20:49:40,BBG000R8ZVD1,Sell,356834639380
779,2022_01_14-20:56:22,BBG000R8ZVD1,Sell,356841202080
780,2022_01_14-21:03:01,BBG000R8ZVD1,Sell,356848474680
781,2022_01_14-21:09:41,BBG000R8ZVD1,Sell,356855491890
782,2022_01_18-10:13:55,BBG000R8ZVD1,Sell,357087780790
783,2022_01_19-13:01:20,BBG000R8ZVD1,Sell,357993380000
784,2022_01_19-16:49:03,BBG000R8ZVD1,Sell,358131446630
785,2022_01_19-16:56:54,BBG000R8ZVD1,Sell,358146889120
786,2022_01_19-17:04:45,BBG000R8ZVD1,Sell,358162967750
787,2022_01_19-17:12:45,BBG000R8ZVD1,Sell,358175883420
788,2022_01_19-17:20:41,BBG000R8ZVD1,Sell,358189091700
789,2022_01_19-17:28:36,BBG000R8ZVD1,Sell,358202005910
790,2022_01_19-17:36:23,BBG000R8ZVD1,Sell,358214245080
791,2022_01_19-17:44:18,BBG000R8ZVD1,Sell,358227462310
792,2022_01_19-17:52:04,BBG000R8ZVD1,Sell,358240361170
793,2022_01_19-17:59:52,BBG000R8ZVD1,Sell,358253356370
794,2022_01_19-18:07:40,BBG000R8ZVD1,Sell,358266125900
795,2022_01_19-18:15:27,BBG000R8ZVD1,Sell,358278171690
796,2022_01_19-18:23:24,BBG000R8ZVD1,Sell,358291094490
797,2022_01_19-18:31:11,BBG000R8ZVD1,Sell,358303862920
798,2022_01_19-18:38:48,BBG000R8ZVD1,Sell,358314740910
799,2022_01_19-18:46:39,BBG000R8ZVD1,Sell,358326668010
