c,figi,h,interval,l,o,time,v
110.84,BBG000BVMGF2,110.84,1min,110.84,110.84,2021-12-08 07:10:00+00:00,2
110.81,BBG000BVMGF2,110.81,1min,110.81,110.81,2021-12-08 07:29:00+00:00,1
110.81,BBG000BVMGF2,110.81,1min,110.81,110.81,2021-12-08 07:31:00+00:00,1
110.49,BBG000BVMGF2,110.49,1min,110.49,110.49,2021-12-08 07:34:00+00:00,1
109.98,BBG000BVMGF2,110.49,1min,109.98,110.49,2021-12-08 07:36:00+00:00,2
110.63,BBG000BVMGF2,110.63,1min,110.63,110.63,2021-12-08 07:44:00+00:00,1
110.85,BBG000BVMGF2,110.85,1min,110.85,110.85,2021-12-08 07:52:00+00:00,1
110.19,BBG000BVMGF2,110.19,1min,110.19,110.19,2021-12-08 09:08:00+00:00,1
110.58,BBG000BVMGF2,110.58,1min,110.58,110.58,2021-12-08 09:21:00+00:00,1
110.59,BBG000BVMGF2,110.59,1min,110.59,110.59,2021-12-08 09:28:00+00:00,1
110.64,BBG000BVMGF2,110.64,1min,110.64,110.64,2021-12-08 10:08:00+00:00,1
110.4,BBG000BVMGF2,110.4,1min,110.4,110.4,2021-12-08 10:15:00+00:00,1
110.4,BBG000BVMGF2,110.4,1min,110.4,110.4,2021-12-08 10:25:00+00:00,5
110.67,BBG000BVMGF2,110.67,1min,110.4,110.4,2021-12-08 10:46:00+00:00,2
111.01,BBG000BVMGF2,111.01,1min,111.01,111.01,2021-12-08 12:18:00+00:00,1
110.72,BBG000BVMGF2,110.72,1min,110.72,110.72,2021-12-08 13:12:00+00:00,1
110.78,BBG000BVMGF2,110.78,1min,110.78,110.78,2021-12-08 13:29:00+00:00,1
110.76,BBG000BVMGF2,110.76,1min,110.76,110.76,2021-12-08 13:34:00+00:00,1
111.2,BBG000BVMGF2,111.2,1min,111.2,111.2,2021-12-08 14:29:00+00:00,1
110.12,BBG000BVMGF2,110.48,1min,110.05,110.48,2021-12-08 14:30:00+00:00,711
110.05,BBG000BVMGF2,110.29,1min,110.05,110.12,2021-12-08 14:31:00+00:00,236
110.33,BBG000BVMGF2,110.33,1min,110.18,110.18,2021-12-08 14:33:00+00:00,729
110.13,BBG000BVMGF2,110.18,1min,110.13,110.17,2021-12-08 14:34:00+00:00,122
110.09,BBG000BVMGF2,110.13,1min,110.09,110.13,2021-12-08 14:35:00+00:00,118
110.23,BBG000BVMGF2,110.38,1min,110.23,110.33,2021-12-08 14:36:00+00:00,811
110.48,BBG000BVMGF2,110.48,1min,110.37,110.37,2021-12-08 14:37:00+00:00,219
110.39,BBG000BVMGF2,110.39,1min,110.39,110.39,2021-12-08 14:38:00+00:00,1
110.27,BBG000BVMGF2,110.27,1min,110.27,110.27,2021-12-08 14:39:00+00:00,8
110.44,BBG000BVMGF2,110.46,1min,110.44,110.45,2021-12-08 14:40:00+00:00,258
110.16,BBG000BVMGF2,110.47,1min,110.16,110.38,2021-12-08 14:41:00+00:00,732
110.24,BBG000BVMGF2,110.32,1min,110.16,110.16,2021-12-08 14:42:00+00:00,23
110.07,BBG000BVMGF2,110.2,1min,110.06,110.2,2021-12-08 14:43:00+00:00,152
110.23,BBG000BVMGF2,110.23,1min,110.18,110.18,2021-12-08 14:44:00+00:00,558
109.9,BBG000BVMGF2,110.1,1min,109.9,110.1,2021-12-08 14:45:00+00:00,403
109.93,BBG000BVMGF2,110.04,1min,109.87,110.04,2021-12-08 14:46:00+00:00,505
109.9,BBG000BVMGF2,109.95,1min,109.79,109.95,2021-12-08 14:47:00+00:00,265
109.77,BBG000BVMGF2,109.9,1min,109.77,109.9,2021-12-08 14:48:00+00:00,96
