c,figi,h,interval,l,o,time,v
109.57,BBG000BVMGF2,109.57,1min,109.57,109.57,2021-12-06 07:37:00+00:00,1
109.53,BBG000BVMGF2,109.53,1min,109.52,109.52,2021-12-06 07:53:00+00:00,4
109.56,BBG000BVMGF2,109.56,1min,109.56,109.56,2021-12-06 08:00:00+00:00,1
109.66,BBG000BVMGF2,109.66,1min,109.66,109.66,2021-12-06 08:13:00+00:00,1
109.06,BBG000BVMGF2,109.06,1min,109.06,109.06,2021-12-06 08:16:00+00:00,1
109.04,BBG000BVMGF2,109.04,1min,109.04,109.04,2021-12-06 08:18:00+00:00,1
109.15,BBG000BVMGF2,109.15,1min,109.14,109.14,2021-12-06 08:19:00+00:00,2
109.05,BBG000BVMGF2,109.05,1min,109.05,109.05,2021-12-06 08:25:00+00:00,1
108.97,BBG000BVMGF2,109.04,1min,108.97,109.04,2021-12-06 08:27:00+00:00,4
108.98,BBG000BVMGF2,108.98,1min,108.98,108.98,2021-12-06 08:29:00+00:00,1
108.98,BBG000BVMGF2,108.98,1min,108.98,108.98,2021-12-06 08:30:00+00:00,2
108.97,BBG000BVMGF2,108.97,1min,108.97,108.97,2021-12-06 09:04:00+00:00,1
108.98,BBG000BVMGF2,108.98,1min,108.98,108.98,2021-12-06 09:05:00+00:00,1
108.98,BBG000BVMGF2,108.98,1min,108.98,108.98,2021-12-06 09:10:00+00:00,1
108.98,BBG000BVMGF2,108.98,1min,108.98,108.98,2021-12-06 09:14:00+00:00,1
108.98,BBG000BVMGF2,108.98,1min,108.98,108.98,2021-12-06 09:15:00+00:00,1
108.88,BBG000BVMGF2,108.88,1min,108.88,108.88,2021-12-06 09:16:00+00:00,1
108.98,BBG000BVMGF2,108.98,1min,108.98,108.98,2021-12-06 09:17:00+00:00,2
109.5,BBG000BVMGF2,109.5,1min,109.5,109.5,2021-12-06 09:18:00+00:00,1
109.53,BBG000BVMGF2,109.53,1min,109.53,109.53,2021-12-06 09:24:00+00:00,1
109.53,BBG000BVMGF2,109.53,1min,109.53,109.53,2021-12-06 09:26:00+00:00,1
