year,ticker,initBalance,finalBalance,income,orderCnt
2015,NVDA,7.949999999999999,7.949999999999999,0.0,0
2019,ICE,111.58500000000001,120.35000000000001,7.854998431688841,3
2020,BAC,53.010000000000005,48.57000000000001,-8.375778155065078,1
2019,AMZN,2241.69,2512.625,12.086193898353486,6
2013,AGN,129.87,129.87,0.0,0
2019,PM,102.255,129.73,26.86910175541537,19
2017,FDX,279.85515,333.88015,19.304629555682666,7
2012,STZ,31.44,31.44,0.0,0
2015,AAPL,41.77125,36.49250000000002,-12.637280426130374,124
2014,HUM,154.14000000000001,154.14000000000001,0.0,0
2019,NKE,110.625,128.13000000000002,15.823728813559342,5
2019,AXP,143.02499999999998,157.90999999999997,10.40727145603914,5
2018,WMB,46.005,45.855000000000004,-0.3260515161395432,2
2013,VZ,66.735,66.735,0.0,0
2012,ICE,36.72,36.72,0.0,0
2019,BMY,77.145,90.22499999999998,16.95508458098385,3
2020,TSLA,125.43900000000001,734.084,485.21193568188517,3
2017,TGT,108.99,121.29500000000003,11.29002660794572,21
2018,LLY,126.69,154.51999999999998,21.96700607782776,3
2016,MU,20.745,26.055000000000007,25.596529284164887,5
2014,WFC,67.725,68.13499999999999,0.6053894425987352,1
2012,MYL,32.94,32.94,0.0,0
2017,AVGO,267.435,312.40999999999997,16.817170527417872,8
2018,PFE,54.57000000000001,57.430000000000014,5.240974894630753,13
2015,WMB,67.245,67.245,0.0,0
2014,T,52.86,52.86,0.0,0
2013,MRK,62.79,67.83,8.026755852842797,1
2019,T,42.75,48.679999999999986,13.87134502923972,26
2016,SO,69.63,66.50999999999999,-4.480827229642401,1
2014,STZ,105.30000000000001,108.96000000000001,3.475783475783473,1
2012,FDX,128.20499999999998,128.745,0.42120042120043877,4
2013,TGT,87.855,87.855,0.0,0
2018,BMY,92.1,83.035,-9.842562432138976,1
2020,MYL,29.79,23.894999999999996,-19.788519637462244,1
2017,CME,174.24,201.785,15.808654729109264,3
2013,LMT,140.685,140.685,0.0,0
2016,LLY,125.10000000000001,125.10000000000001,0.0,0
2018,MSFT,129.1875,137.9875,6.811804547653622,1
2018,GE,210.95999999999998,203.38599999999994,-3.5902540766022213,28
2020,AXP,186.57,179.61999999999998,-3.7251433778206575,5
2015,WMT,129.405,129.405,0.0,0
2012,T,45.69,45.62,-0.1532063908951642,1
2012,NKE,36.51375,36.51375,0.0,0
2013,GOOGL,540.885,540.885,0.0,0
2018,DAL,84.435,77.025,-8.775981524249417,4
2015,TSLA,66.86099999999999,68.22099999999999,2.0340706839562728,1
2014,GILD,112.8075,112.8075,0.0,0
2015,MMM,247.065,247.065,0.0,0
2013,VALE,25.2333,25.2333,0.0,0
2020,MRK,137.23499999999999,137.035,-0.14573541734978335,10
2013,PM,127.05000000000001,127.05000000000001,0.0,0
2018,AGN,246.75,180.91500000000005,-26.680851063829763,16
2014,ADP,105.49575,105.49575,0.0,0
2016,WMB,38.28,44.955,17.43730407523509,5
2014,JWN,92.505,92.505,0.0,0
2016,DAL,74.13,75.93499999999997,2.4349116417104852,4
2013,AMGN,131.04,131.04,0.0,0
2017,MU,34.05,48.10999999999999,41.29221732745961,3
2013,CME,76.94999999999999,76.94999999999999,0.0,0
2019,CMCSA,49.995,59.38,18.771877187718772,11
2017,JWN,72.36,76.02,5.058043117744603,11
2014,MU,32.519999999999996,43.339999999999996,33.271832718327175,1
2019,FMC,109.05000000000001,117.26,7.52865657955067,8
2016,MSFT,81.48,91.60000000000001,12.420225822287676,1
2015,AMGN,240.24,245.49,2.185314685314694,2
2019,BBY,79.33500000000001,97.86500000000002,23.356652171172883,4
2018,VZ,79.74,78.12,-2.0316027088036037,3
2020,VALE,19.845,19.845,0.0,0
2012,MMM,125.64000000000001,125.64000000000001,0.0,0
2015,DD,85.1823,85.1823,0.0,0
2016,TSLA,69.21000000000001,75.56,9.17497471463659,13
2020,BIDU,190.32,182.25,-4.240226986128619,2
2020,AGN,287.15999999999997,283.78,-1.17704415656776,1
2015,BIIB,473.68500000000006,419.37050000000005,-11.466375333818888,2
2012,SBUX,35.1375,35.1375,0.0,0
2020,CMCSA,67.365,68.85000000000001,2.204408817635283,10
2015,FCX,35.025000000000006,35.025000000000006,0.0,0
2015,ADBE,109.05000000000001,119.37000000000002,9.463548830811547,7
2019,UBER,68.25,64.83,-5.010989010989007,106
2020,HSY,218.54999999999998,219.435,0.4049416609471592,1
2020,CME,302.025,274.92499999999995,-8.972767155036848,1
2019,WMT,139.10999999999999,161.925,16.40069010135865,10
2015,MA,130.02,130.02,0.0,0
2014,INTC,38.67,38.67,0.0,0
2014,VALE,18.19485,18.19485,0.0,0
2020,ADP,256.79999999999995,255.06499999999994,-0.6756230529595086,1
2019,NOC,362.76,429.9800000000001,18.530157680008855,5
2019,MRK,114.58500000000001,130.89000000000004,14.229611205655218,11
2016,JNJ,152.565,147.15999999999997,-3.5427522695244846,3
2012,PM,118.74,118.74,0.0,0
2016,MMM,222.75,222.495,-0.11447811447811773,2
2020,T,59.385000000000005,50.004999999999995,-15.79523448682329,11
2014,COP,105.405,91.645,-13.054409183625069,1
2018,NKE,94.275,96.83,2.710156457173156,1
2015,INTC,55.005,55.005,0.0,0
2020,CAT,221.91,220.5,-0.6353927267811201,4
2013,IBM,292.35,272.865,-6.664956387891223,5
2014,VZ,74.69999999999999,74.69999999999999,0.0,0
2018,URBN,53.400000000000006,53.710000000000015,0.580524344569298,8
2020,MMM,265.65,262.06499999999994,-1.3495200451722411,1
2020,NFLX,485.355,694.49,43.08907912764883,39
2018,CMG,436.34999999999997,605.795,38.83235934456286,3
2019,AVGO,373.65,453.18499999999995,21.285962799411195,11
2020,JNJ,218.64,230.70499999999996,5.518203439443823,3
2015,FMC,86.69999999999999,86.69999999999999,0.0,0
2014,DD,79.91805,79.91805,0.0,0
2019,HD,256.35,285.665,11.43553735127756,4
2013,PFE,38.295,41.25,7.716412064238142,2
2017,HD,202.64999999999998,234.63999999999996,15.78583765112262,1
2012,MRK,56.82000000000001,56.82000000000001,0.0,0
2013,BA,114.82499999999999,114.82499999999999,0.0,0
2017,BBY,65.25,73.685,12.927203065134108,4
2016,COST,239.715,239.945,0.09594727071731768,2
2016,HUM,266.505,292.45000000000005,9.735277011688353,13
2019,ORCL,67.89,77.20500000000001,13.720724701723384,10
2013,GM,44.115,53.7525,21.84631077864671,1
2012,TSLA,8.685,8.685,0.0,0
2014,XOM,150.89999999999998,150.89999999999998,0.0,0
2020,SLB,60.36,42.655,-29.33233929754803,3
2018,NOC,461.02500000000003,399.54,-13.3365869529852,1
2014,BBY,59.625,66.72999999999999,11.916142557651966,1
2014,NWSA,27.75,27.75,0.0,0
2020,NVDA,88.5,92.55624999999999,4.583333333333314,6
2019,HSY,159.195,195.23499999999999,22.63890197556455,7
2018,AZO,1074.81,1200.9050000000002,11.731840976544717,7
2016,INTC,50.82000000000001,53.515,5.303030303030297,2
2020,MU,81.44999999999999,99.53,22.19766728054023,1
2015,STZ,148.065,172.98,16.827069192584347,1
2018,AMZN,1758.0,1810.8149999999998,3.004266211604076,4
2016,AA,31.9809,30.987999999999996,-3.104665597278384,2
2015,JNJ,158.25,158.25,0.0,0
2013,SBUX,40.9425,40.9425,0.0,0
2012,MA,56.755500000000005,56.755500000000005,0.0,0
2020,ANF,31.125,31.125,0.0,0
2013,DIS,76.19999999999999,88.75,16.469816272965886,1
2012,CSCO,27.825000000000003,28.0244,0.7166217430368107,1
2012,GE,218.76,218.76,0.0,0
2012,HUM,133.815,133.815,0.0,0
2012,CMG,515.55,490.2949999999999,-4.898651925128519,1
2019,LLY,171.3,193.88,13.18155283129012,7
2020,HUM,551.25,609.11,10.496145124716548,3
2013,DAL,19.049999999999997,19.049999999999997,0.0,0
2013,BAC,18.75,18.75,0.0,0
2018,GE,210.95999999999998,203.3849999999999,-3.5907281001138074,28
2014,PFE,45.705,43.974999999999994,-3.7851438573460285,5
2015,DAL,74.88,81.22999999999999,8.480235042735032,1
2014,AAPL,29.768587500000002,37.36269999999998,25.510489874603493,79
2017,CMCSA,52.2525,56.0525,7.272379311994655,7
2014,MMM,207.75,207.75,0.0,0
2016,HD,195.16500000000002,204.20000000000005,4.629416135065227,1
2017,BIDU,249.45000000000002,310.2250000000001,24.363599919823642,8
2019,XOM,102.47999999999999,103.95499999999998,1.4393052302888378,11
2015,ADP,124.47,124.47,0.0,0
2015,CMCSA,43.5,42.925000000000004,-1.3218390804597675,4
2014,SBUX,59.025000000000006,59.025000000000006,0.0,0
2017,DIS,157.95,162.54999999999995,2.912314023425111,15
2019,KO,71.85,76.15,5.984690327070297,5
2015,AMZN,468.87,760.71,62.24326572397467,1
2013,XOM,131.685,131.685,0.0,0
2019,MS,58.5,59.07999999999999,0.9914529914529737,20
2017,FMC,85.845,109.815,27.922418312074086,1
2016,AAPL,38.47875,43.704999999999956,13.582171978039725,185
2019,MMM,281.54999999999995,274.3399999999999,-2.560824009944966,5
2012,FCX,57.405,57.405,0.0,0
2019,C,76.725,94.27,22.867383512544805,8
2017,SO,73.725,74.32,0.8070532383859046,1
2017,STZ,232.64999999999998,290.215,24.7431764453041,1
2012,TSLA,8.682,8.682,0.0,0
2015,MSFT,69.99,69.99,0.0,0
2019,CVX,161.04,161.85000000000002,0.5029806259314569,21
2020,JWN,61.08,52.155,-14.611984282907656,3
2014,BAC,23.535,23.535,0.0,0
2020,GOOGL,2020.47,2320.955,14.872034724593775,3
2012,WFC,41.910000000000004,41.910000000000004,0.0,0
2013,T,51.585,51.585,0.0,0
2020,HD,327.915,327.915,0.0,0
2017,BAC,33.900000000000006,39.58,16.755162241887888,7
2015,BAC,26.985,26.849999999999998,-0.5002779321845594,1
2013,NFLX,20.401500000000002,20.401500000000002,0.0,0
2020,FCX,19.875,33.7,69.55974842767296,1
2016,VZ,68.505,65.41499999999999,-4.510619662798348,3
2018,FCX,29.25,23.240000000000002,-20.547008547008545,7
2018,CAT,237.45000000000002,204.22499999999997,-13.99241945672776,8
2019,LMT,384.97499999999997,519.815,35.025651016299804,5
2013,HD,95.355,95.355,0.0,0
2017,AMGN,221.79000000000002,243.37500000000003,9.732179088326802,9
2013,PGR,32.175,32.175,0.0,0
2012,BIDU,180.14999999999998,153.23499999999999,-14.940327504857066,1
2019,CME,285.9,299.78999999999996,4.8583420776495245,3
2014,MRK,74.82000000000001,73.33500000000001,-1.9847634322373722,3
2016,NVDA,13.087499999999999,13.087499999999999,0.0,0
2017,AGN,321.225,266.5,-17.03634524087478,17
2016,JWN,73.94999999999999,84.96499999999997,14.89519945909396,3
2016,IBM,203.39999999999998,248.40999999999988,22.12881022615531,18
2015,GE,304.08,341.5199999999999,12.312549329123897,5
2016,GM,50.175000000000004,52.69500000000001,5.0224215246636845,10
2014,LLY,76.455,76.455,0.0,0
2018,VALE,18.9375,18.6084,-1.7378217821782158,1
2012,COST,126.42,126.42,0.0,0
2018,AA,81.9,55.22500000000001,-32.57020757020757,1
2020,BA,491.68500000000006,465.83000000000004,-5.258447990074956,4
2015,CSCO,41.79,38.82,-7.106963388370417,5
2012,CMCSA,18.21,18.21,0.0,0
2020,BX,97.39500000000001,97.39500000000001,0.0,0
2020,SO,95.73,93.63,-2.1936696960200663,1
2014,AMGN,171.54,183.38,6.902180249504482,1
2018,BLK,778.17,623.5400000000001,-19.87097934898543,20
2016,PM,130.27499999999998,122.83499999999997,-5.710995970063337,5
2014,AMZN,598.2,598.2,0.0,0
2017,XOM,136.41,135.95,-0.3372186789824809,3
2012,PGR,29.714999999999996,29.714999999999996,0.0,0
2019,AA,39.33,39.93,1.525553012967194,2
2016,MRK,78.15,82.345,5.367882277671129,3
2020,BIIB,446.93999999999994,409.44499999999994,-8.38926925314361,5
2018,ICE,106.155,109.57,3.2169940181809693,3
2014,BMY,78.78,78.78,0.0,0
2016,MS,46.05,51.919999999999995,12.747014115092298,18
2018,HUM,374.04,384.9700000000001,2.922147363918313,5
2012,GILD,31.095,31.095,0.0,0
2014,BA,204.14999999999998,201.92,-1.0923340680871831,1
2019,JNJ,193.965,193.85999999999993,-0.05413347768930521,10
2014,BIIB,386.08949999999993,386.08949999999993,0.0,0
2012,MCD,151.995,151.995,0.0,0
2020,GS,345.81,371.66999999999996,7.478094907608195,11
2015,SO,73.785,73.785,0.0,0
2018,DD,147.79500000000002,147.79500000000002,0.0,0
2017,TSLA,64.458,65.83600000000001,2.1378261813894426,3
2016,JPM,95.92500000000001,106.31000000000003,10.82616627573627,22
2012,AVGO,44.22,44.22,0.0,0
2015,GOOGL,798.9000000000001,888.0550000000002,11.159719614469907,1
2014,PG,121.995,121.995,0.0,0
2012,VZ,60.42,60.42,0.0,0
2017,VALE,10.89405,12.5527,15.225283526328596,3
2018,PGR,84.69,90.87,7.297201558625588,3
2015,HD,157.74,157.74,0.0,0
2018,NWSA,24.450000000000003,24.450000000000003,0.0,0
2012,UAL,28.845,28.845,0.0,0
2016,XOM,116.25,123.77000000000001,6.468817204301075,3
2015,AA,53.31255,45.59725,-14.471826990080189,1
2012,DAL,12.345,12.345,0.0,0
2015,AGN,390.405,418.66499999999996,7.238636800245899,4
2018,JNJ,209.49,178.20000000000002,-14.936273807818992,5
2020,INTC,90.15,77.73500000000001,-13.771491957848028,3
2016,CAT,100.32,118.05499999999999,17.678429027113225,10
2017,BMY,88.17,95.935,8.80685040263127,2
2012,PFE,32.79,32.79,0.0,0
2012,NOC,89.13,89.13,0.0,0
2017,EFX,177.885,176.38,-0.8460522247519435,6
2016,ADBE,137.655,151.41500000000002,9.996004504013683,5
2018,MMM,353.67,333.5300000000001,-5.69457403794496,6
2013,CMG,456.39,456.39,0.0,0
2016,GE,366.6,380.40000000000003,3.7643207855973913,5
2013,MCD,134.10000000000002,134.10000000000002,0.0,0
2019,ADBE,335.805,434.68000000000006,29.444171468560654,11
2018,STZ,343.5,310.49,-9.609898107714699,7
2016,NWSA,19.68,19.68,0.0,0
2016,AMGN,238.5,241.40500000000003,1.2180293501048425,3
2018,UAL,101.85000000000001,101.85000000000001,0.0,0
2013,SLB,106.19999999999999,106.19999999999999,0.0,0
2019,EFX,138.675,157.65,13.68307193077338,5
2019,COP,92.265,96.72000000000001,4.828483173467731,11
2015,MS,59.25,57.809999999999995,-2.430379746835456,10
2016,NFLX,163.5,172.73000000000002,5.645259938837938,22
2017,BIIB,394.9035,433.61350000000004,9.802394762264726,6
2019,CMG,640.8149999999999,986.245,53.90479311501761,7
2016,DIS,154.68,171.135,10.638091543832417,7
2014,WMB,57.585,57.585,0.0,0
2020,GE,134.39999999999998,128.6,-4.315476190476176,1
2012,NFLX,15.600000000000001,15.600000000000001,0.0,0
2018,MU,62.31,45.65000000000001,-26.73728133525917,14
2013,HUM,104.60999999999999,127.03999999999999,21.441544785393376,1
2012,VALE,24.819750000000003,24.819750000000003,0.0,0
2019,BIIB,444.945,492.88,10.773241636606784,11
2017,AAPL,43.425,56.45687499999999,30.010074841681046,219
2018,NVDA,73.42500000000001,48.965,-33.31290432414028,6
2017,ADP,153.57,157.895,2.816305267955997,9
2016,ADP,124.39500000000001,124.39500000000001,0.0,0
2015,SBUX,62.474999999999994,62.474999999999994,0.0,0
2020,BKR,38.82,37.2,-4.173106646058727,3
2014,CME,116.94,116.94,0.0,0
2014,SPGI,116.16,116.16,0.0,0
2016,CSCO,39.585,47.489999999999995,19.969685486926863,13
2019,TGT,98.94,153.905,55.553871032949274,15
2020,KO,83.25,81.59,-1.9939939939939961,1
2020,GM,54.824999999999996,54.910000000000004,0.15503875968994407,8
2013,COST,150.89999999999998,150.89999999999998,0.0,0
2017,BLK,576.9300000000001,687.8800000000001,19.231102560102613,21
2016,PG,117.53999999999999,122.425,4.1560319891101045,1
2012,HSY,93.15,93.15,0.0,0
2012,BLK,275.475,275.475,0.0,0
2012,GM,31.244999999999997,31.244999999999997,0.0,0
2014,UAL,56.550000000000004,56.550000000000004,0.0,0
2019,UAL,122.78999999999999,121.86499999999998,-0.7533186741591464,3
2014,HSY,145.77,144.94000000000003,-0.5693901351444026,2
2013,CSCO,30.18,29.842499999999998,-1.1182902584493064,3
2012,XOM,128.95499999999998,128.95499999999998,0.0,0
2020,NWSA,21.435,25.684999999999995,19.827385117797974,1
2020,NKE,152.37,148.97000000000003,-2.2314103826212346,2
2018,WFC,92.1,81.93,-11.04234527687295,3
2012,CAT,139.155,139.155,0.0,0
2016,BIIB,414.966,435.63550000000004,4.981010492425895,1
2015,XOM,138.375,131.14499999999998,-5.2249322493225066,1
2018,MRK,84.885,100.27999999999999,18.136302055722425,3
2015,KO,63.39,63.39,0.0,0
2019,BKR,33.18,36.185,9.056660638939135,1
2017,URBN,43.230000000000004,78.42000000000002,81.40180430256768,4
2017,CSCO,45.555,52.99,16.320930743057843,10
2018,PG,137.88,150.32999999999998,9.029590948650991,5
2013,BIIB,205.47899999999998,205.47899999999998,0.0,0
2017,HSY,155.76,161.495,3.681946584488969,3
2014,CSCO,33.255,33.255,0.0,0
2018,JWN,73.14,71.81,-1.8184304074377877,4
2019,WFC,68.655,67.565,-1.5876483868618436,6
2015,DIS,142.365,136.125,-4.383099778737758,1
2014,AAPL,29.775000000000002,37.27500000000002,25.188916876574368,79
2018,SBUX,86.92500000000001,84.35000000000002,-2.9623238423928626,7
2014,DAL,40.89,40.89,0.0,0
2014,CAT,135.615,139.365,2.765180842827135,7
2017,MRK,88.725,91.68,3.33051563820797,7
2016,NVDA,13.049999999999999,13.049999999999999,0.0,0
2019,JWN,69.6,81.90499999999999,17.67959770114942,14
2014,C,78.44999999999999,82.74499999999998,5.474824729126809,4
2013,CMCSA,28.875,28.875,0.0,0
2013,ORCL,52.199999999999996,56.80499999999999,8.821839080459768,1
2015,AVGO,151.395,151.395,0.0,0
2020,AMZN,2794.11,4186.76,49.842346936949525,1
2016,GILD,149.655,149.555,-0.0668203534796703,2
2018,IBM,231.75,197.00999999999993,-14.99029126213594,29
2020,NLOK,38.535000000000004,43.825,13.727779940313994,2
2012,LLY,62.925000000000004,62.925000000000004,0.0,0
2019,PFE,65.115,57.329999999999984,-11.95577055977887,10
2013,MSFT,40.875,40.875,0.0,0
2017,GS,364.04999999999995,394.005,8.228265348166474,30
2020,BLK,756.6899999999999,968.8499999999999,28.037901914918933,5
2018,T,59.400000000000006,54.785,-7.769360269360277,13
2016,TGT,107.76,106.52499999999999,-1.1460653303637827,13
2012,TGT,77.83500000000001,77.83500000000001,0.0,0
2017,GE,380.04,360.76,-5.073150194716362,6
2019,GM,50.07000000000001,52.15500000000001,4.1641701617735265,32
2019,AGN,200.895,255.795,27.32770850444261,15
2013,MS,30.24015,30.70015,1.521156475745002,2
2012,CVX,163.10999999999999,163.10999999999999,0.0,0
2015,TGT,114.16499999999999,114.04,-0.10949064949852527,14
2017,AAPL,43.425,56.664999999999985,30.489349453079996,219
2020,VZ,92.78999999999999,92.72999999999999,-0.06466214031685524,2
2015,SLB,127.215,127.215,0.0,0
2018,BBY,102.39000000000001,82.89500000000001,-19.039945307158902,1
2016,FDX,219.615,248.02499999999995,12.936274844614417,6
2013,AZO,535.5,535.5,0.0,0
2015,ICE,67.17,67.17,0.0,0
2020,PFE,58.83,57.769999999999996,-1.8018018018018012,7
2014,MCD,145.215,145.215,0.0,0
2020,WMT,179.39999999999998,179.39999999999998,0.0,0
2016,SBUX,88.155,88.375,0.24956043332767308,3
2017,PGR,53.61,66.155,23.400484984144754,9
2020,AAPL,109.695,168.24499999999998,53.37526778795751,59
2015,FDX,260.67,242.38000000000002,-7.016534315417957,10
2015,HUM,217.42499999999998,217.42499999999998,0.0,0
2017,JPM,131.01,134.08249999999998,2.345240821311336,32
2013,MA,75.94500000000001,75.94500000000001,0.0,0
2017,WMT,103.85999999999999,111.30999999999997,7.173117658386289,1
2018,AMGN,263.025,290.16499999999996,10.3184107974527,5
2015,BBY,58.755,58.755,0.0,0
2012,DD,49.204499999999996,49.204499999999996,0.0,0
2015,CME,133.82999999999998,133.82999999999998,0.0,0
2018,NFLX,294.15,543.21,84.67108618052018,58
2020,ADBE,494.71500000000003,653.8050000000001,32.15790909917834,1
2018,MS,79.14,72.10499999999999,-8.889310083396524,30
2016,ORCL,54.150000000000006,53.32000000000001,-1.5327793167128334,5
2019,GILD,93.30000000000001,93.13000000000004,-0.18220793140403657,8
2013,NWSA,22.919999999999998,22.919999999999998,0.0,0
2012,AA,30.324,30.324,0.0,0
2019,SO,65.82000000000001,73.51500000000001,11.690975387420252,26
2013,GS,196.95000000000002,203.59,3.3714140644833606,2
2017,VZ,80.94,88.39,9.204348900420072,1
2020,MS,76.92,94.155,22.40639625585024,7
2020,COST,442.5,442.5,0.0,0
2017,COP,76.23,84.30000000000001,10.586383313656043,3
2016,STZ,211.95000000000002,211.10500000000002,-0.39867893371078367,1
2016,AZO,1099.5,1130.575,2.826284674852218,1
2017,LLY,110.91,111.72499999999998,0.7348300423766858,3
2020,DAL,88.08,70.59,-19.85694822888283,1
2013,ADP,76.40115,76.40115,0.0,0
2020,IBM,201.84,195.82999999999996,-2.9776060245739444,11
2017,AZO,1193.3700000000001,1319.27,10.549955168975231,3
2017,IBM,250.5,256.38499999999993,2.349301397205579,21
2013,TSLA,10.5,10.5,0.0,0
2019,AAPL,58.668749999999996,96.47874999999993,64.44657505060181,207
2014,FMC,112.905,112.905,0.0,0
2018,FDX,376.245,327.83,-12.867945088971283,10
2013,AVGO,48.644999999999996,48.644999999999996,0.0,0
2013,WMT,103.39500000000001,103.39500000000001,0.0,0
2012,SLB,105.60000000000001,105.60000000000001,0.0,0
2013,SPGI,83.44500000000001,83.44500000000001,0.0,0
2019,GE,89.88,111.79999999999997,24.388072986203795,12
2013,AA,29.8308,32.98094999999999,10.560058731244197,1
2014,GS,265.42499999999995,294.54999999999995,10.972967881699162,5
2015,MCD,141.195,141.195,0.0,0
2013,NVDA,4.71,4.71,0.0,0
2019,BLK,581.895,726.49,24.84898478247794,43
2019,MYL,40.38,29.179999999999996,-27.736503219415567,10
2020,FDX,227.055,326.03000000000003,43.59075994803021,1
2017,AMZN,1136.8799999999999,1463.94,28.768207726409145,5
2017,GOOGL,1200.93,1381.5150000000003,15.037096250405952,3
2019,VZ,84.27,89.94999999999999,6.740239705707836,1
2012,JPM,51.900000000000006,51.900000000000006,0.0,0
2012,GOOGL,490.179,490.179,0.0,0
2019,SBUX,95.67,119.605,25.018292045573332,3
2012,WMB,41.325,41.325,0.0,0
2017,DAL,74.05499999999999,78.47999999999999,5.975288636823976,4
2019,AMGN,285.915,332.3349999999999,16.235594494867314,9
2014,TGT,95.295,98.93500000000002,3.8197177186631137,4
2018,KO,68.865,68.41499999999999,-0.6534524068830336,5
2016,WMT,90.75,93.18500000000002,2.683195592286509,4
2019,NFLX,402.72,569.45,41.40097338100915,51
2018,TSLA,93.6,98.169,4.881410256410263,5
2015,BIDU,344.19,340.26,-1.1418112089253043,2
2015,C,81.53999999999999,81.195,-0.4231052244297331,11
2016,HSY,132.24,128.28000000000003,-2.994555353901987,6
2018,FMC,143.07,119.37499999999999,-16.56182288390299,1
2016,CVX,134.29500000000002,140.445,4.579470568524499,18
2018,GM,61.86,63.794999999999995,3.1280310378273555,24
2017,SLB,127.28999999999999,130.445,2.4785921910597892,8
2015,VALE,10.443750000000001,10.443750000000001,0.0,0
2020,MA,448.665,497.49,10.882284109524917,5
2016,NKE,91.66499999999999,76.55499999999999,-16.48393607156494,3
2016,BAC,24.674999999999997,27.769999999999996,12.543059777102329,4
2013,GE,259.20000000000005,287.72,11.003086419753075,1
2019,HUM,425.40000000000003,383.33,-9.889515749882477,11
2014,BLK,473.07,504.345,6.611072357156459,1
2017,MYL,57.72,56.97999999999999,-1.2820512820512988,4
2014,NKE,59.625,59.625,0.0,0
2012,BA,112.05000000000001,112.05000000000001,0.0,0
2018,INTC,69.57000000000001,71.375,2.5945091274974743,1
2019,MCD,265.32,275.235,3.7369968340117623,6
2020,JPM,210.495,198.885,-5.515570441103122,17
2015,IBM,241.965,231.66000000000003,-4.258880416589179,13
2020,PM,128.04,126.91,-0.8825367072789732,3
2012,EFX,59.085,59.085,0.0,0
2019,STZ,240.29999999999998,259.775,8.104452767374099,6
2013,DD,57.5934,57.5934,0.0,0
2016,CMG,703.05,705.0950000000001,0.29087547116139945,10
2020,LLY,197.745,226.94000000000003,14.76396369061166,1
2019,INTC,70.245,66.74000000000001,-4.989678980710366,11
2017,MMM,268.245,310.0,15.565993774348087,1
2020,ICE,139.07999999999998,139.07999999999998,0.0,4
2016,LMT,321.0,328.85,2.445482866043619,1
2018,NVDA,73.4175,48.9675,-33.30268668914087,6
2013,MYL,41.76,41.76,0.0,0
2018,JPM,161.445,161.90000000000003,0.28182972529347694,34
2019,FDX,238.64999999999998,242.05499999999998,1.4267756128221123,16
2013,HSY,109.28999999999999,120.80999999999999,10.540763107329127,1
2020,BMY,97.35000000000001,95.41,-1.9928094504365816,3
2016,MA,143.055,152.355,6.500996120373273,3
2019,PGR,90.44999999999999,106.015,17.20840243228305,5
2017,NVDA,39.150000000000006,39.150000000000006,0.0,0
2014,FCX,56.535,56.535,0.0,0
2015,PG,136.26,136.26,0.0,0
2017,LMT,376.79999999999995,442.5199999999999,17.4416135881104,3
2015,LLY,104.655,104.655,0.0,0
2016,PGR,47.099999999999994,46.55500000000001,-1.157112526539251,5
2019,AAPL,58.665,95.33000000000001,62.498934628824685,207
2016,BBY,44.76,53.370000000000005,19.235924932975877,3
2018,PM,158.73,151.32,-4.668304668304671,12
2015,GS,292.95000000000005,277.4150000000001,-5.302952722307552,8
2015,MYL,84.81,84.81,0.0,0
2016,T,52.199999999999996,59.07,13.160919540229884,11
