c,figi,h,interval,l,o,time,v
197.54,BBG000JG0547,197.54,1min,197.54,197.54,2022-02-22 07:02:00+00:00,1
196.66,BBG000JG0547,196.66,1min,196.66,196.66,2022-02-22 07:08:00+00:00,5
197.46,BBG000JG0547,197.46,1min,197.46,197.46,2022-02-22 07:16:00+00:00,1
196.53,BBG000JG0547,196.53,1min,196.53,196.53,2022-02-22 07:18:00+00:00,1
196.48,BBG000JG0547,196.48,1min,196.48,196.48,2022-02-22 07:23:00+00:00,2
196.48,BBG000JG0547,196.48,1min,196.48,196.48,2022-02-22 07:27:00+00:00,2
196.21,BBG000JG0547,196.21,1min,196.21,196.21,2022-02-22 07:44:00+00:00,1
196.21,BBG000JG0547,196.3,1min,196.21,196.3,2022-02-22 07:46:00+00:00,3
197.26,BBG000JG0547,197.26,1min,197.26,197.26,2022-02-22 10:04:00+00:00,1
197.64,BBG000JG0547,197.64,1min,197.64,197.64,2022-02-22 10:15:00+00:00,1
198.36,BBG000JG0547,198.36,1min,198.36,198.36,2022-02-22 10:29:00+00:00,1
200.29,BBG000JG0547,200.29,1min,200.29,200.29,2022-02-22 12:56:00+00:00,10
200.29,BBG000JG0547,200.29,1min,200.29,200.29,2022-02-22 13:22:00+00:00,111
200.39,BBG000JG0547,200.39,1min,200.39,200.39,2022-02-22 14:15:00+00:00,1
201.27,BBG000JG0547,201.27,1min,201.27,201.27,2022-02-22 14:21:00+00:00,1
200.39,BBG000JG0547,200.39,1min,200.39,200.39,2022-02-22 14:23:00+00:00,100
200.39,BBG000JG0547,200.39,1min,200.39,200.39,2022-02-22 14:28:00+00:00,1274
199.99,BBG000JG0547,200.45,1min,199.48,200.45,2022-02-22 14:30:00+00:00,31882
199.32,BBG000JG0547,200.04,1min,199.32,200.02,2022-02-22 14:31:00+00:00,1107
199.25,BBG000JG0547,199.6,1min,198.98,199.59,2022-02-22 14:32:00+00:00,2070
199.16,BBG000JG0547,199.27,1min,199.01,199.22,2022-02-22 14:33:00+00:00,417
199.13,BBG000JG0547,199.28,1min,198.86,199.11,2022-02-22 14:34:00+00:00,2005
199.03,BBG000JG0547,199.2,1min,198.99,199.03,2022-02-22 14:35:00+00:00,955
199.55,BBG000JG0547,199.68,1min,199.07,199.07,2022-02-22 14:36:00+00:00,667
199.76,BBG000JG0547,199.84,1min,199.47,199.52,2022-02-22 14:37:00+00:00,280
199.9,BBG000JG0547,199.9,1min,199.69,199.9,2022-02-22 14:38:00+00:00,436
200.03,BBG000JG0547,200.05,1min,199.88,199.92,2022-02-22 14:39:00+00:00,641
199.84,BBG000JG0547,200.1,1min,199.58,200.1,2022-02-22 14:40:00+00:00,395
199.89,BBG000JG0547,199.89,1min,199.4,199.76,2022-02-22 14:41:00+00:00,1559
200.21,BBG000JG0547,200.41,1min,199.9,199.9,2022-02-22 14:42:00+00:00,1563
200.41,BBG000JG0547,200.61,1min,200.24,200.47,2022-02-22 14:43:00+00:00,334
200.08,BBG000JG0547,200.52,1min,200.08,200.52,2022-02-22 14:44:00+00:00,465
200.14,BBG000JG0547,200.14,1min,199.73,199.92,2022-02-22 14:45:00+00:00,636
200.35,BBG000JG0547,200.35,1min,200.21,200.27,2022-02-22 14:46:00+00:00,601
200.86,BBG000JG0547,200.86,1min,200.39,200.53,2022-02-22 14:47:00+00:00,1102
200.95,BBG000JG0547,200.95,1min,200.67,200.83,2022-02-22 14:48:00+00:00,460
201.3,BBG000JG0547,201.33,1min,200.95,200.95,2022-02-22 14:49:00+00:00,2821
201.36,BBG000JG0547,201.36,1min,201.07,201.19,2022-02-22 14:50:00+00:00,1503
201.55,BBG000JG0547,201.55,1min,201.28,201.38,2022-02-22 14:51:00+00:00,359
201.69,BBG000JG0547,201.75,1min,201.42,201.56,2022-02-22 14:52:00+00:00,849
202.33,BBG000JG0547,202.42,1min,201.65,201.75,2022-02-22 14:53:00+00:00,1643
202.2,BBG000JG0547,202.61,1min,202.2,202.35,2022-02-22 14:54:00+00:00,1974
202.3,BBG000JG0547,202.3,1min,202.17,202.18,2022-02-22 14:55:00+00:00,1034
201.87,BBG000JG0547,202.37,1min,201.86,202.34,2022-02-22 14:56:00+00:00,735
201.8,BBG000JG0547,201.82,1min,201.62,201.71,2022-02-22 14:57:00+00:00,654
201.82,BBG000JG0547,201.91,1min,201.71,201.81,2022-02-22 14:58:00+00:00,634
201.91,BBG000JG0547,201.99,1min,201.76,201.8,2022-02-22 14:59:00+00:00,2565
201.77,BBG000JG0547,201.98,1min,201.5,201.95,2022-02-22 15:00:00+00:00,3191
201.58,BBG000JG0547,201.76,1min,201.58,201.7,2022-02-22 15:01:00+00:00,1345
201.5,BBG000JG0547,201.71,1min,201.5,201.66,2022-02-22 15:02:00+00:00,440
201.9,BBG000JG0547,201.9,1min,201.46,201.53,2022-02-22 15:03:00+00:00,453
201.62,BBG000JG0547,201.91,1min,201.62,201.91,2022-02-22 15:04:00+00:00,1247
201.62,BBG000JG0547,201.66,1min,201.49,201.66,2022-02-22 15:05:00+00:00,2086
201.82,BBG000JG0547,201.82,1min,201.54,201.65,2022-02-22 15:06:00+00:00,527
201.74,BBG000JG0547,201.82,1min,201.58,201.82,2022-02-22 15:07:00+00:00,972
201.75,BBG000JG0547,201.78,1min,201.57,201.66,2022-02-22 15:08:00+00:00,1062
201.65,BBG000JG0547,201.75,1min,201.65,201.67,2022-02-22 15:09:00+00:00,249
201.51,BBG000JG0547,201.55,1min,201.44,201.52,2022-02-22 15:10:00+00:00,645
201.31,BBG000JG0547,201.48,1min,201.15,201.48,2022-02-22 15:11:00+00:00,724
201.71,BBG000JG0547,201.71,1min,201.32,201.32,2022-02-22 15:12:00+00:00,1116
201.7,BBG000JG0547,201.8,1min,201.66,201.71,2022-02-22 15:13:00+00:00,192
201.63,BBG000JG0547,201.7,1min,201.54,201.64,2022-02-22 15:14:00+00:00,829
201.5,BBG000JG0547,201.75,1min,201.37,201.71,2022-02-22 15:15:00+00:00,961
201.54,BBG000JG0547,201.54,1min,201.49,201.5,2022-02-22 15:16:00+00:00,119
201.17,BBG000JG0547,201.33,1min,201.17,201.33,2022-02-22 15:17:00+00:00,87
201.14,BBG000JG0547,201.23,1min,201.13,201.13,2022-02-22 15:18:00+00:00,1305
201.05,BBG000JG0547,201.13,1min,201.05,201.13,2022-02-22 15:19:00+00:00,387
201.03,BBG000JG0547,201.16,1min,200.99,200.99,2022-02-22 15:20:00+00:00,451
200.94,BBG000JG0547,201.06,1min,200.89,201.06,2022-02-22 15:21:00+00:00,408
201.17,BBG000JG0547,201.18,1min,201.03,201.03,2022-02-22 15:22:00+00:00,1271
201.02,BBG000JG0547,201.19,1min,201,201.18,2022-02-22 15:23:00+00:00,732
200.8,BBG000JG0547,200.92,1min,200.8,200.92,2022-02-22 15:24:00+00:00,396
200.9,BBG000JG0547,200.9,1min,200.81,200.81,2022-02-22 15:25:00+00:00,912
200.91,BBG000JG0547,201.06,1min,200.87,200.94,2022-02-22 15:26:00+00:00,721
200.92,BBG000JG0547,200.92,1min,200.7,200.86,2022-02-22 15:27:00+00:00,540
201.04,BBG000JG0547,201.17,1min,200.94,200.98,2022-02-22 15:28:00+00:00,386
201.34,BBG000JG0547,201.44,1min,201.07,201.08,2022-02-22 15:29:00+00:00,2272
201.23,BBG000JG0547,201.46,1min,201.13,201.34,2022-02-22 15:30:00+00:00,1206
201.39,BBG000JG0547,201.4,1min,201.25,201.29,2022-02-22 15:31:00+00:00,565
200.93,BBG000JG0547,201.4,1min,200.93,201.38,2022-02-22 15:32:00+00:00,392
200.93,BBG000JG0547,201.05,1min,200.85,201.05,2022-02-22 15:33:00+00:00,247
200.83,BBG000JG0547,200.87,1min,200.74,200.84,2022-02-22 15:34:00+00:00,787
200.86,BBG000JG0547,200.87,1min,200.74,200.87,2022-02-22 15:35:00+00:00,659
200.8,BBG000JG0547,200.88,1min,200.72,200.76,2022-02-22 15:36:00+00:00,637
200.9,BBG000JG0547,200.9,1min,200.67,200.81,2022-02-22 15:37:00+00:00,1087
201.05,BBG000JG0547,201.05,1min,200.9,200.9,2022-02-22 15:38:00+00:00,249
200.87,BBG000JG0547,201.18,1min,200.73,201.13,2022-02-22 15:39:00+00:00,1498
201.11,BBG000JG0547,201.11,1min,200.84,200.84,2022-02-22 15:40:00+00:00,1085
200.92,BBG000JG0547,201.11,1min,200.9,201.1,2022-02-22 15:41:00+00:00,375
200.86,BBG000JG0547,200.97,1min,200.86,200.97,2022-02-22 15:42:00+00:00,207
200.79,BBG000JG0547,200.9,1min,200.77,200.9,2022-02-22 15:43:00+00:00,997
200.8,BBG000JG0547,200.92,1min,200.72,200.77,2022-02-22 15:44:00+00:00,958
200.65,BBG000JG0547,200.76,1min,200.65,200.73,2022-02-22 15:45:00+00:00,614
200.65,BBG000JG0547,200.74,1min,200.6,200.68,2022-02-22 15:46:00+00:00,239
200.44,BBG000JG0547,200.64,1min,200.38,200.64,2022-02-22 15:47:00+00:00,342
200.53,BBG000JG0547,200.56,1min,200.39,200.39,2022-02-22 15:48:00+00:00,348
