c,figi,h,interval,l,o,time,v
201.61,BBG000JG0547,201.79,1min,201.61,201.73,2022-02-17 16:19:00+00:00,142
201.53,BBG000JG0547,201.64,1min,201.52,201.64,2022-02-17 16:20:00+00:00,284
201.68,BBG000JG0547,201.7,1min,201.54,201.54,2022-02-17 16:21:00+00:00,332
201.67,BBG000JG0547,201.75,1min,201.62,201.63,2022-02-17 16:22:00+00:00,1564
201.7,BBG000JG0547,201.7,1min,201.62,201.68,2022-02-17 16:23:00+00:00,95
201.46,BBG000JG0547,201.57,1min,201.46,201.57,2022-02-17 16:24:00+00:00,1903
201.44,BBG000JG0547,201.57,1min,201.42,201.42,2022-02-17 16:25:00+00:00,197
201.52,BBG000JG0547,201.63,1min,201.44,201.46,2022-02-17 16:26:00+00:00,970
201.61,BBG000JG0547,201.65,1min,201.6,201.6,2022-02-17 16:27:00+00:00,326
201.71,BBG000JG0547,201.71,1min,201.59,201.6,2022-02-17 16:28:00+00:00,877
201.6,BBG000JG0547,201.74,1min,201.5,201.72,2022-02-17 16:29:00+00:00,2397
201.45,BBG000JG0547,201.59,1min,201.41,201.5,2022-02-17 16:30:00+00:00,550
201.45,BBG000JG0547,201.47,1min,201.42,201.46,2022-02-17 16:31:00+00:00,270
201.5,BBG000JG0547,201.56,1min,201.44,201.45,2022-02-17 16:32:00+00:00,1192
201.45,BBG000JG0547,201.5,1min,201.36,201.5,2022-02-17 16:33:00+00:00,591
201.43,BBG000JG0547,201.44,1min,201.38,201.44,2022-02-17 16:34:00+00:00,820
201.56,BBG000JG0547,201.56,1min,201.48,201.48,2022-02-17 16:35:00+00:00,1554
201.58,BBG000JG0547,201.6,1min,201.58,201.6,2022-02-17 16:36:00+00:00,121
201.76,BBG000JG0547,201.76,1min,201.58,201.66,2022-02-17 16:37:00+00:00,222
201.66,BBG000JG0547,201.73,1min,201.65,201.73,2022-02-17 16:38:00+00:00,809
201.56,BBG000JG0547,201.67,1min,201.49,201.66,2022-02-17 16:39:00+00:00,808
201.74,BBG000JG0547,201.74,1min,201.59,201.59,2022-02-17 16:40:00+00:00,325
201.64,BBG000JG0547,201.73,1min,201.64,201.73,2022-02-17 16:41:00+00:00,259
201.67,BBG000JG0547,201.69,1min,201.6,201.66,2022-02-17 16:42:00+00:00,237
201.65,BBG000JG0547,201.75,1min,201.65,201.75,2022-02-17 16:43:00+00:00,125
201.62,BBG000JG0547,201.68,1min,201.6,201.68,2022-02-17 16:44:00+00:00,258
201.65,BBG000JG0547,201.65,1min,201.53,201.6,2022-02-17 16:45:00+00:00,424
201.72,BBG000JG0547,201.75,1min,201.66,201.66,2022-02-17 16:46:00+00:00,896
201.88,BBG000JG0547,201.88,1min,201.71,201.71,2022-02-17 16:47:00+00:00,799
201.92,BBG000JG0547,201.94,1min,201.86,201.94,2022-02-17 16:48:00+00:00,354
202.21,BBG000JG0547,202.21,1min,202,202,2022-02-17 16:49:00+00:00,673
202.24,BBG000JG0547,202.24,1min,202.16,202.16,2022-02-17 16:50:00+00:00,134
202.19,BBG000JG0547,202.28,1min,202.12,202.27,2022-02-17 16:51:00+00:00,779
202.17,BBG000JG0547,202.17,1min,202.17,202.17,2022-02-17 16:52:00+00:00,29
202.1,BBG000JG0547,202.13,1min,202.03,202.09,2022-02-17 16:53:00+00:00,239
202.11,BBG000JG0547,202.14,1min,202.11,202.14,2022-02-17 16:54:00+00:00,53
202.09,BBG000JG0547,202.09,1min,202.09,202.09,2022-02-17 16:55:00+00:00,68
202.13,BBG000JG0547,202.19,1min,202.09,202.12,2022-02-17 16:56:00+00:00,450
202.06,BBG000JG0547,202.09,1min,201.99,202.09,2022-02-17 16:57:00+00:00,1236
202.1,BBG000JG0547,202.12,1min,202.02,202.03,2022-02-17 16:58:00+00:00,390
202,BBG000JG0547,202.09,1min,202,202.03,2022-02-17 16:59:00+00:00,324
201.84,BBG000JG0547,201.88,1min,201.83,201.83,2022-02-17 17:00:00+00:00,20
201.92,BBG000JG0547,201.98,1min,201.87,201.87,2022-02-17 17:01:00+00:00,843
202.02,BBG000JG0547,202.07,1min,202.01,202.03,2022-02-17 17:02:00+00:00,1598
202.1,BBG000JG0547,202.1,1min,202.07,202.07,2022-02-17 17:03:00+00:00,101
202.2,BBG000JG0547,202.23,1min,202.07,202.07,2022-02-17 17:05:00+00:00,1029
202.19,BBG000JG0547,202.2,1min,202.17,202.18,2022-02-17 17:06:00+00:00,88
202.18,BBG000JG0547,202.18,1min,202.11,202.14,2022-02-17 17:07:00+00:00,229
202.04,BBG000JG0547,202.12,1min,202.04,202.1,2022-02-17 17:08:00+00:00,931
201.91,BBG000JG0547,202.04,1min,201.91,202.04,2022-02-17 17:09:00+00:00,261
201.82,BBG000JG0547,201.96,1min,201.82,201.96,2022-02-17 17:10:00+00:00,522
201.68,BBG000JG0547,201.81,1min,201.67,201.81,2022-02-17 17:11:00+00:00,608
201.6,BBG000JG0547,201.65,1min,201.56,201.65,2022-02-17 17:12:00+00:00,444
201.66,BBG000JG0547,201.67,1min,201.66,201.66,2022-02-17 17:13:00+00:00,213
201.55,BBG000JG0547,201.66,1min,201.55,201.66,2022-02-17 17:14:00+00:00,14
201.6,BBG000JG0547,201.64,1min,201.54,201.56,2022-02-17 17:15:00+00:00,1173
201.65,BBG000JG0547,201.66,1min,201.59,201.63,2022-02-17 17:16:00+00:00,426
201.64,BBG000JG0547,201.67,1min,201.6,201.61,2022-02-17 17:17:00+00:00,1016
201.6,BBG000JG0547,201.6,1min,201.6,201.6,2022-02-17 17:18:00+00:00,1
201.75,BBG000JG0547,201.75,1min,201.68,201.68,2022-02-17 17:19:00+00:00,73
201.87,BBG000JG0547,201.87,1min,201.71,201.75,2022-02-17 17:20:00+00:00,522
201.96,BBG000JG0547,201.96,1min,201.89,201.91,2022-02-17 17:21:00+00:00,546
201.96,BBG000JG0547,201.96,1min,201.96,201.96,2022-02-17 17:22:00+00:00,13
201.94,BBG000JG0547,201.94,1min,201.91,201.93,2022-02-17 17:23:00+00:00,365
201.98,BBG000JG0547,202.01,1min,201.92,201.92,2022-02-17 17:24:00+00:00,763
201.95,BBG000JG0547,202.01,1min,201.9,201.9,2022-02-17 17:25:00+00:00,619
201.93,BBG000JG0547,202.02,1min,201.93,201.95,2022-02-17 17:26:00+00:00,842
201.97,BBG000JG0547,201.97,1min,201.96,201.96,2022-02-17 17:27:00+00:00,126
202.03,BBG000JG0547,202.08,1min,201.99,201.99,2022-02-17 17:28:00+00:00,836
202,BBG000JG0547,202.07,1min,202,202.04,2022-02-17 17:29:00+00:00,298
202.03,BBG000JG0547,202.03,1min,201.96,201.99,2022-02-17 17:30:00+00:00,98
202.03,BBG000JG0547,202.03,1min,201.9,201.92,2022-02-17 17:31:00+00:00,730
202.16,BBG000JG0547,202.22,1min,202.06,202.06,2022-02-17 17:32:00+00:00,749
202.1,BBG000JG0547,202.12,1min,202.07,202.12,2022-02-17 17:33:00+00:00,115
202.06,BBG000JG0547,202.07,1min,202,202.07,2022-02-17 17:34:00+00:00,181
202.15,BBG000JG0547,202.15,1min,202.07,202.07,2022-02-17 17:35:00+00:00,190
202.14,BBG000JG0547,202.14,1min,202.12,202.12,2022-02-17 17:36:00+00:00,19
202.18,BBG000JG0547,202.19,1min,202.11,202.12,2022-02-17 17:37:00+00:00,625
202.09,BBG000JG0547,202.14,1min,202.09,202.14,2022-02-17 17:38:00+00:00,1031
202.05,BBG000JG0547,202.12,1min,202.05,202.09,2022-02-17 17:39:00+00:00,136
202.08,BBG000JG0547,202.08,1min,202.04,202.04,2022-02-17 17:40:00+00:00,115
202.14,BBG000JG0547,202.14,1min,202.04,202.04,2022-02-17 17:41:00+00:00,280
202.14,BBG000JG0547,202.17,1min,202.1,202.1,2022-02-17 17:42:00+00:00,381
202.22,BBG000JG0547,202.22,1min,202.16,202.16,2022-02-17 17:43:00+00:00,282
202.2,BBG000JG0547,202.22,1min,202.11,202.19,2022-02-17 17:44:00+00:00,790
202.25,BBG000JG0547,202.25,1min,202.18,202.18,2022-02-17 17:45:00+00:00,435
202.2,BBG000JG0547,202.27,1min,202.2,202.27,2022-02-17 17:46:00+00:00,560
202.21,BBG000JG0547,202.25,1min,202.21,202.25,2022-02-17 17:47:00+00:00,121
202,BBG000JG0547,202.16,1min,201.97,202.16,2022-02-17 17:48:00+00:00,646
202.11,BBG000JG0547,202.11,1min,202.05,202.05,2022-02-17 17:49:00+00:00,181
202.11,BBG000JG0547,202.11,1min,202.06,202.08,2022-02-17 17:50:00+00:00,425
202.18,BBG000JG0547,202.18,1min,202.08,202.09,2022-02-17 17:51:00+00:00,582
202.26,BBG000JG0547,202.26,1min,202.17,202.17,2022-02-17 17:52:00+00:00,191
202.25,BBG000JG0547,202.25,1min,202.25,202.25,2022-02-17 17:53:00+00:00,10
202.2,BBG000JG0547,202.24,1min,202.17,202.24,2022-02-17 17:54:00+00:00,955
202.21,BBG000JG0547,202.25,1min,202.19,202.19,2022-02-17 17:55:00+00:00,242
202.17,BBG000JG0547,202.18,1min,202.12,202.17,2022-02-17 17:56:00+00:00,1698
202.07,BBG000JG0547,202.14,1min,202.07,202.14,2022-02-17 17:57:00+00:00,76
202.06,BBG000JG0547,202.08,1min,202.03,202.06,2022-02-17 17:58:00+00:00,465
202.04,BBG000JG0547,202.05,1min,202.01,202.05,2022-02-17 17:59:00+00:00,216
202.06,BBG000JG0547,202.08,1min,202.03,202.06,2022-02-17 18:00:00+00:00,360
202.06,BBG000JG0547,202.08,1min,202.05,202.05,2022-02-17 18:01:00+00:00,35
202.14,BBG000JG0547,202.19,1min,202.04,202.08,2022-02-17 18:02:00+00:00,1027
202.06,BBG000JG0547,202.15,1min,202.05,202.15,2022-02-17 18:03:00+00:00,347
201.88,BBG000JG0547,202,1min,201.87,202,2022-02-17 18:04:00+00:00,694
201.96,BBG000JG0547,201.96,1min,201.89,201.92,2022-02-17 18:05:00+00:00,540
202.03,BBG000JG0547,202.04,1min,201.96,201.98,2022-02-17 18:06:00+00:00,260
202.05,BBG000JG0547,202.05,1min,202.05,202.05,2022-02-17 18:07:00+00:00,2
202,BBG000JG0547,202.04,1min,202,202.04,2022-02-17 18:08:00+00:00,226
201.95,BBG000JG0547,202.06,1min,201.95,202.01,2022-02-17 18:09:00+00:00,601
201.97,BBG000JG0547,202.04,1min,201.94,202.04,2022-02-17 18:10:00+00:00,289
201.75,BBG000JG0547,201.93,1min,201.75,201.93,2022-02-17 18:11:00+00:00,529
201.95,BBG000JG0547,201.95,1min,201.77,201.77,2022-02-17 18:12:00+00:00,1024
201.99,BBG000JG0547,202.05,1min,201.95,201.95,2022-02-17 18:13:00+00:00,658
201.95,BBG000JG0547,201.97,1min,201.95,201.97,2022-02-17 18:14:00+00:00,173
202.16,BBG000JG0547,202.16,1min,201.99,201.99,2022-02-17 18:15:00+00:00,443
202.13,BBG000JG0547,202.22,1min,202.13,202.22,2022-02-17 18:16:00+00:00,202
202.08,BBG000JG0547,202.16,1min,202.08,202.16,2022-02-17 18:17:00+00:00,222
202.12,BBG000JG0547,202.12,1min,202.08,202.11,2022-02-17 18:18:00+00:00,214
202.15,BBG000JG0547,202.15,1min,202.09,202.14,2022-02-17 18:19:00+00:00,690
202.17,BBG000JG0547,202.17,1min,202.14,202.15,2022-02-17 18:20:00+00:00,328
202.09,BBG000JG0547,202.24,1min,202.08,202.19,2022-02-17 18:21:00+00:00,1120
202.07,BBG000JG0547,202.11,1min,202.06,202.11,2022-02-17 18:22:00+00:00,89
202.08,BBG000JG0547,202.13,1min,202.06,202.06,2022-02-17 18:23:00+00:00,638
202.07,BBG000JG0547,202.14,1min,202.07,202.07,2022-02-17 18:24:00+00:00,254
201.99,BBG000JG0547,202.04,1min,201.99,202.03,2022-02-17 18:25:00+00:00,136
201.97,BBG000JG0547,201.99,1min,201.91,201.98,2022-02-17 18:26:00+00:00,498
201.96,BBG000JG0547,202.01,1min,201.93,201.98,2022-02-17 18:27:00+00:00,694
202.04,BBG000JG0547,202.06,1min,201.89,201.91,2022-02-17 18:28:00+00:00,1113
202.01,BBG000JG0547,202.01,1min,202.01,202.01,2022-02-17 18:29:00+00:00,20
201.96,BBG000JG0547,201.96,1min,201.92,201.94,2022-02-17 18:30:00+00:00,161
202.15,BBG000JG0547,202.15,1min,202,202,2022-02-17 18:31:00+00:00,641
202.11,BBG000JG0547,202.12,1min,202.08,202.12,2022-02-17 18:32:00+00:00,292
202.18,BBG000JG0547,202.18,1min,202.08,202.11,2022-02-17 18:33:00+00:00,973
202.01,BBG000JG0547,202.15,1min,202.01,202.15,2022-02-17 18:34:00+00:00,374
202.1,BBG000JG0547,202.11,1min,201.99,201.99,2022-02-17 18:35:00+00:00,291
202.23,BBG000JG0547,202.23,1min,202.08,202.1,2022-02-17 18:36:00+00:00,665
202.13,BBG000JG0547,202.21,1min,202.13,202.21,2022-02-17 18:37:00+00:00,205
202.14,BBG000JG0547,202.14,1min,202.09,202.12,2022-02-17 18:38:00+00:00,144
202.11,BBG000JG0547,202.11,1min,202.07,202.1,2022-02-17 18:39:00+00:00,236
202.02,BBG000JG0547,202.08,1min,201.97,202.06,2022-02-17 18:40:00+00:00,109
202.09,BBG000JG0547,202.09,1min,202,202.02,2022-02-17 18:41:00+00:00,968
201.96,BBG000JG0547,202.07,1min,201.96,202.07,2022-02-17 18:42:00+00:00,132
201.86,BBG000JG0547,201.97,1min,201.86,201.97,2022-02-17 18:43:00+00:00,176
201.88,BBG000JG0547,201.88,1min,201.86,201.87,2022-02-17 18:44:00+00:00,260
201.93,BBG000JG0547,201.97,1min,201.91,201.91,2022-02-17 18:45:00+00:00,279
201.9,BBG000JG0547,201.9,1min,201.9,201.9,2022-02-17 18:46:00+00:00,101
201.82,BBG000JG0547,201.93,1min,201.82,201.87,2022-02-17 18:47:00+00:00,914
201.83,BBG000JG0547,201.83,1min,201.82,201.82,2022-02-17 18:48:00+00:00,102
201.8,BBG000JG0547,201.8,1min,201.73,201.76,2022-02-17 18:49:00+00:00,558
201.92,BBG000JG0547,201.92,1min,201.8,201.8,2022-02-17 18:50:00+00:00,880
201.96,BBG000JG0547,201.99,1min,201.89,201.9,2022-02-17 18:51:00+00:00,690
201.96,BBG000JG0547,201.96,1min,201.92,201.93,2022-02-17 18:52:00+00:00,103
201.95,BBG000JG0547,201.95,1min,201.88,201.92,2022-02-17 18:53:00+00:00,610
201.89,BBG000JG0547,201.91,1min,201.89,201.91,2022-02-17 18:54:00+00:00,67
201.85,BBG000JG0547,201.9,1min,201.84,201.9,2022-02-17 18:55:00+00:00,386
201.85,BBG000JG0547,201.85,1min,201.81,201.82,2022-02-17 18:56:00+00:00,482
201.96,BBG000JG0547,201.96,1min,201.81,201.82,2022-02-17 18:57:00+00:00,708
202.03,BBG000JG0547,202.03,1min,201.94,201.98,2022-02-17 18:58:00+00:00,199
201.92,BBG000JG0547,202.05,1min,201.92,202.05,2022-02-17 18:59:00+00:00,353
201.76,BBG000JG0547,201.91,1min,201.76,201.91,2022-02-17 19:00:00+00:00,70
201.7,BBG000JG0547,201.81,1min,201.7,201.75,2022-02-17 19:01:00+00:00,520
201.73,BBG000JG0547,201.73,1min,201.67,201.71,2022-02-17 19:02:00+00:00,40
201.75,BBG000JG0547,201.78,1min,201.71,201.72,2022-02-17 19:03:00+00:00,1204
201.72,BBG000JG0547,201.72,1min,201.71,201.71,2022-02-17 19:04:00+00:00,18
201.78,BBG000JG0547,201.78,1min,201.71,201.71,2022-02-17 19:05:00+00:00,471
201.66,BBG000JG0547,201.74,1min,201.66,201.74,2022-02-17 19:06:00+00:00,363
201.71,BBG000JG0547,201.74,1min,201.68,201.7,2022-02-17 19:07:00+00:00,373
201.71,BBG000JG0547,201.73,1min,201.69,201.73,2022-02-17 19:08:00+00:00,51
201.59,BBG000JG0547,201.68,1min,201.56,201.68,2022-02-17 19:09:00+00:00,366
201.6,BBG000JG0547,201.64,1min,201.58,201.59,2022-02-17 19:10:00+00:00,554
201.6,BBG000JG0547,201.67,1min,201.56,201.59,2022-02-17 19:11:00+00:00,1372
201.62,BBG000JG0547,201.62,1min,201.58,201.58,2022-02-17 19:12:00+00:00,780
201.67,BBG000JG0547,201.67,1min,201.61,201.61,2022-02-17 19:13:00+00:00,29
201.77,BBG000JG0547,201.77,1min,201.62,201.66,2022-02-17 19:14:00+00:00,804
201.71,BBG000JG0547,201.72,1min,201.71,201.72,2022-02-17 19:15:00+00:00,109
201.8,BBG000JG0547,201.8,1min,201.72,201.73,2022-02-17 19:16:00+00:00,170
201.83,BBG000JG0547,201.87,1min,201.82,201.82,2022-02-17 19:17:00+00:00,221
201.76,BBG000JG0547,201.85,1min,201.76,201.85,2022-02-17 19:18:00+00:00,144
201.66,BBG000JG0547,201.74,1min,201.66,201.74,2022-02-17 19:19:00+00:00,282
201.64,BBG000JG0547,201.65,1min,201.6,201.65,2022-02-17 19:20:00+00:00,268
201.62,BBG000JG0547,201.62,1min,201.55,201.58,2022-02-17 19:21:00+00:00,374
201.52,BBG000JG0547,201.6,1min,201.52,201.6,2022-02-17 19:22:00+00:00,160
201.48,BBG000JG0547,201.49,1min,201.43,201.48,2022-02-17 19:23:00+00:00,288
