c,figi,h,interval,l,o,time,v
201.09,BBG000JG0547,201.09,1min,201.09,201.09,2022-02-23 10:20:00+00:00,1
200.39,BBG000JG0547,200.39,1min,200.39,200.39,2022-02-23 12:54:00+00:00,1
200.55,BBG000JG0547,200.55,1min,200.55,200.55,2022-02-23 12:57:00+00:00,1
199.9,BBG000JG0547,199.93,1min,199.9,199.93,2022-02-23 13:01:00+00:00,10
198.18,BBG000JG0547,198.86,1min,198.18,198.86,2022-02-23 14:25:00+00:00,21
200.41,BBG000JG0547,200.41,1min,200.41,200.41,2022-02-23 14:27:00+00:00,58
200.41,BBG000JG0547,200.52,1min,200.41,200.52,2022-02-23 14:28:00+00:00,61
201.37,BBG000JG0547,201.57,1min,200.58,200.99,2022-02-23 14:30:00+00:00,18642
201.45,BBG000JG0547,201.75,1min,201.13,201.37,2022-02-23 14:31:00+00:00,1852
201.6,BBG000JG0547,201.72,1min,201.03,201.45,2022-02-23 14:32:00+00:00,787
201.72,BBG000JG0547,201.98,1min,201.47,201.61,2022-02-23 14:33:00+00:00,947
201.66,BBG000JG0547,201.71,1min,201.38,201.71,2022-02-23 14:34:00+00:00,2966
200.74,BBG000JG0547,201.55,1min,200.74,201.55,2022-02-23 14:35:00+00:00,4741
200.43,BBG000JG0547,200.73,1min,200.33,200.73,2022-02-23 14:36:00+00:00,1899
200.38,BBG000JG0547,200.65,1min,200.38,200.54,2022-02-23 14:37:00+00:00,1419
200.57,BBG000JG0547,200.71,1min,200.51,200.51,2022-02-23 14:38:00+00:00,492
200.95,BBG000JG0547,200.95,1min,200.72,200.83,2022-02-23 14:39:00+00:00,2587
200.86,BBG000JG0547,201.06,1min,200.86,200.95,2022-02-23 14:40:00+00:00,1377
200.99,BBG000JG0547,201.17,1min,200.98,201.17,2022-02-23 14:41:00+00:00,742
200.69,BBG000JG0547,200.8,1min,200.62,200.77,2022-02-23 14:42:00+00:00,717
200.75,BBG000JG0547,200.82,1min,200.66,200.67,2022-02-23 14:43:00+00:00,715
200.59,BBG000JG0547,200.83,1min,200.59,200.83,2022-02-23 14:44:00+00:00,672
200.72,BBG000JG0547,200.73,1min,200.66,200.7,2022-02-23 14:45:00+00:00,556
200.51,BBG000JG0547,200.71,1min,200.51,200.71,2022-02-23 14:46:00+00:00,536
200.56,BBG000JG0547,200.6,1min,200.41,200.5,2022-02-23 14:47:00+00:00,635
200.73,BBG000JG0547,200.76,1min,200.57,200.57,2022-02-23 14:48:00+00:00,187
200.45,BBG000JG0547,200.98,1min,200.45,200.75,2022-02-23 14:49:00+00:00,2379
200.25,BBG000JG0547,200.48,1min,200.23,200.42,2022-02-23 14:50:00+00:00,2845
200.35,BBG000JG0547,200.48,1min,200.2,200.2,2022-02-23 14:51:00+00:00,1598
