c,figi,h,interval,l,o,time,v
307.4,BBG000C101X4,308.16,1min,307.11,307.11,2021-12-03 15:12:00+00:00,687
307.14,BBG000C101X4,307.4,1min,307.14,307.4,2021-12-03 15:13:00+00:00,32
307.48,BBG000C101X4,307.48,1min,307.48,307.48,2021-12-03 15:14:00+00:00,5
307.76,BBG000C101X4,307.76,1min,307.76,307.76,2021-12-03 15:15:00+00:00,19
309.02,BBG000C101X4,309.02,1min,307.75,307.75,2021-12-03 15:16:00+00:00,511
308.38,BBG000C101X4,308.38,1min,308.38,308.38,2021-12-03 15:17:00+00:00,2
308.5,BBG000C101X4,308.5,1min,308.5,308.5,2021-12-03 15:19:00+00:00,4
308.48,BBG000C101X4,308.5,1min,308.48,308.48,2021-12-03 15:20:00+00:00,19
307.85,BBG000C101X4,307.86,1min,307.85,307.86,2021-12-03 15:21:00+00:00,10
308.47,BBG000C101X4,308.47,1min,307.5,307.5,2021-12-03 15:22:00+00:00,211
307.76,BBG000C101X4,307.76,1min,307.76,307.76,2021-12-03 15:24:00+00:00,2
306.98,BBG000C101X4,308.02,1min,306.98,308.02,2021-12-03 15:25:00+00:00,338
307.32,BBG000C101X4,307.96,1min,307.32,307.36,2021-12-03 15:26:00+00:00,915
307.48,BBG000C101X4,307.48,1min,307.48,307.48,2021-12-03 15:27:00+00:00,4
308.49,BBG000C101X4,308.68,1min,307.83,307.83,2021-12-03 15:28:00+00:00,163
308.06,BBG000C101X4,308.07,1min,308.06,308.07,2021-12-03 15:29:00+00:00,4
306.73,BBG000C101X4,308.07,1min,306.73,308.07,2021-12-03 15:30:00+00:00,234
306.64,BBG000C101X4,306.64,1min,306.64,306.64,2021-12-03 15:32:00+00:00,3
306.51,BBG000C101X4,306.98,1min,306.51,306.98,2021-12-03 15:33:00+00:00,10
306.24,BBG000C101X4,306.98,1min,305.79,306.98,2021-12-03 15:34:00+00:00,607
305.99,BBG000C101X4,306.6,1min,305.99,306.6,2021-12-03 15:36:00+00:00,5
307.26,BBG000C101X4,307.26,1min,306.1,306.1,2021-12-03 15:37:00+00:00,169
307.46,BBG000C101X4,307.46,1min,307.27,307.27,2021-12-03 15:38:00+00:00,68
307.38,BBG000C101X4,307.53,1min,307.22,307.52,2021-12-03 15:39:00+00:00,19
307.61,BBG000C101X4,307.61,1min,307.54,307.54,2021-12-03 15:40:00+00:00,42
306.63,BBG000C101X4,306.98,1min,306.58,306.98,2021-12-03 15:41:00+00:00,349
306.18,BBG000C101X4,306.18,1min,306.18,306.18,2021-12-03 15:42:00+00:00,1
306.35,BBG000C101X4,306.58,1min,306.16,306.16,2021-12-03 15:43:00+00:00,189
305.83,BBG000C101X4,305.99,1min,305.6,305.98,2021-12-03 15:44:00+00:00,372
306.46,BBG000C101X4,306.46,1min,305.91,305.91,2021-12-03 15:45:00+00:00,428
306.27,BBG000C101X4,306.61,1min,306.11,306.11,2021-12-03 15:47:00+00:00,385
305.38,BBG000C101X4,305.91,1min,305.38,305.91,2021-12-03 15:48:00+00:00,176
304.68,BBG000C101X4,305.22,1min,304.68,305,2021-12-03 15:49:00+00:00,106
304.74,BBG000C101X4,304.74,1min,304.68,304.68,2021-12-03 15:50:00+00:00,99
303.89,BBG000C101X4,304.79,1min,303.89,304.68,2021-12-03 15:51:00+00:00,94
305.29,BBG000C101X4,305.29,1min,304.76,304.89,2021-12-03 15:52:00+00:00,566
305.09,BBG000C101X4,305.09,1min,304.59,304.91,2021-12-03 15:53:00+00:00,133
305.41,BBG000C101X4,305.41,1min,305.31,305.31,2021-12-03 15:54:00+00:00,19
304.39,BBG000C101X4,305.21,1min,304.38,305.01,2021-12-03 15:55:00+00:00,650
304.36,BBG000C101X4,305.26,1min,304.36,305.26,2021-12-03 15:56:00+00:00,36
305.55,BBG000C101X4,305.55,1min,304.54,305.02,2021-12-03 15:57:00+00:00,33
305.25,BBG000C101X4,305.25,1min,305.17,305.25,2021-12-03 15:59:00+00:00,6
304.25,BBG000C101X4,304.92,1min,304.25,304.78,2021-12-03 16:00:00+00:00,128
304.54,BBG000C101X4,304.79,1min,304.28,304.79,2021-12-03 16:01:00+00:00,120
304.8,BBG000C101X4,304.8,1min,304.54,304.55,2021-12-03 16:03:00+00:00,23
304.93,BBG000C101X4,305.08,1min,304.72,305.08,2021-12-03 16:04:00+00:00,61
303.32,BBG000C101X4,304.58,1min,303.32,304.4,2021-12-03 16:05:00+00:00,236
303.07,BBG000C101X4,303.63,1min,303.07,303.59,2021-12-03 16:06:00+00:00,158
303.71,BBG000C101X4,303.76,1min,303.36,303.65,2021-12-03 16:07:00+00:00,364
303.22,BBG000C101X4,303.48,1min,303.22,303.41,2021-12-03 16:08:00+00:00,350
303.18,BBG000C101X4,303.55,1min,302.96,303.16,2021-12-03 16:09:00+00:00,645
303.09,BBG000C101X4,303.18,1min,303.09,303.18,2021-12-03 16:10:00+00:00,15
303.07,BBG000C101X4,303.42,1min,302.56,303.04,2021-12-03 16:11:00+00:00,841
302.61,BBG000C101X4,302.98,1min,302.61,302.98,2021-12-03 16:12:00+00:00,6
302.5,BBG000C101X4,302.54,1min,302.5,302.54,2021-12-03 16:14:00+00:00,37
302.89,BBG000C101X4,303.03,1min,302.54,302.54,2021-12-03 16:15:00+00:00,40
302.27,BBG000C101X4,302.49,1min,301.83,302.49,2021-12-03 16:16:00+00:00,409
302.12,BBG000C101X4,302.12,1min,302.06,302.06,2021-12-03 16:17:00+00:00,433
301.34,BBG000C101X4,301.93,1min,301.34,301.93,2021-12-03 16:18:00+00:00,6
302.12,BBG000C101X4,302.45,1min,302.02,302.02,2021-12-03 16:19:00+00:00,265
302.46,BBG000C101X4,302.83,1min,302.41,302.41,2021-12-03 16:20:00+00:00,559
303.03,BBG000C101X4,303.03,1min,302.51,302.83,2021-12-03 16:21:00+00:00,129
302.84,BBG000C101X4,302.94,1min,302.51,302.52,2021-12-03 16:22:00+00:00,203
302.82,BBG000C101X4,302.84,1min,302.54,302.84,2021-12-03 16:23:00+00:00,107
302.56,BBG000C101X4,302.82,1min,302.49,302.82,2021-12-03 16:24:00+00:00,347
302.18,BBG000C101X4,302.53,1min,302.13,302.53,2021-12-03 16:25:00+00:00,280
302.32,BBG000C101X4,302.41,1min,302.13,302.14,2021-12-03 16:26:00+00:00,375
302.57,BBG000C101X4,302.57,1min,302,302.17,2021-12-03 16:27:00+00:00,354
302.47,BBG000C101X4,302.84,1min,302.46,302.68,2021-12-03 16:28:00+00:00,262
302.21,BBG000C101X4,302.47,1min,302.21,302.47,2021-12-03 16:29:00+00:00,234
302.28,BBG000C101X4,302.28,1min,301.9,301.91,2021-12-03 16:31:00+00:00,12
302.64,BBG000C101X4,302.64,1min,302.35,302.35,2021-12-03 16:32:00+00:00,2
302.5,BBG000C101X4,302.68,1min,302.36,302.36,2021-12-03 16:33:00+00:00,33
302.08,BBG000C101X4,302.59,1min,302.08,302.11,2021-12-03 16:34:00+00:00,146
301.94,BBG000C101X4,302.36,1min,301.94,302.36,2021-12-03 16:35:00+00:00,285
301.92,BBG000C101X4,302.4,1min,301.61,301.65,2021-12-03 16:36:00+00:00,973
301.11,BBG000C101X4,301.64,1min,301.11,301.64,2021-12-03 16:37:00+00:00,87
301.07,BBG000C101X4,301.75,1min,301.07,301.75,2021-12-03 16:39:00+00:00,60
301.37,BBG000C101X4,301.37,1min,301.07,301.36,2021-12-03 16:40:00+00:00,8
300.85,BBG000C101X4,301.01,1min,300.6,301.01,2021-12-03 16:41:00+00:00,201
300.44,BBG000C101X4,301.07,1min,300.44,300.5,2021-12-03 16:42:00+00:00,440
300.64,BBG000C101X4,300.64,1min,300.08,300.29,2021-12-03 16:43:00+00:00,171
300.34,BBG000C101X4,300.34,1min,300.34,300.34,2021-12-03 16:44:00+00:00,1
300.03,BBG000C101X4,300.03,1min,299.12,300.01,2021-12-03 16:45:00+00:00,329
300.55,BBG000C101X4,300.56,1min,299.86,299.86,2021-12-03 16:46:00+00:00,427
300.29,BBG000C101X4,300.29,1min,299.99,299.99,2021-12-03 16:47:00+00:00,16
299.49,BBG000C101X4,299.84,1min,299.49,299.84,2021-12-03 16:48:00+00:00,107
299.93,BBG000C101X4,300.39,1min,299.93,300.13,2021-12-03 16:49:00+00:00,116
299,BBG000C101X4,300.01,1min,299,299.59,2021-12-03 16:50:00+00:00,37
299.21,BBG000C101X4,299.48,1min,298.78,299,2021-12-03 16:51:00+00:00,409
299.85,BBG000C101X4,299.85,1min,299.7,299.7,2021-12-03 16:52:00+00:00,10
299.8,BBG000C101X4,299.8,1min,299.8,299.8,2021-12-03 16:53:00+00:00,3
299.78,BBG000C101X4,299.78,1min,299.78,299.78,2021-12-03 16:54:00+00:00,4
299.64,BBG000C101X4,299.64,1min,299.6,299.6,2021-12-03 16:55:00+00:00,103
299.01,BBG000C101X4,299.36,1min,299.01,299.36,2021-12-03 16:56:00+00:00,240
298.45,BBG000C101X4,298.45,1min,298.45,298.45,2021-12-03 16:57:00+00:00,5
297.67,BBG000C101X4,298.47,1min,297.44,298.47,2021-12-03 16:58:00+00:00,150
297.55,BBG000C101X4,297.55,1min,297.55,297.55,2021-12-03 17:00:00+00:00,1
297.46,BBG000C101X4,297.46,1min,297.46,297.46,2021-12-03 17:01:00+00:00,4
297.1,BBG000C101X4,297.46,1min,297.1,297.46,2021-12-03 17:02:00+00:00,40
297.86,BBG000C101X4,298.04,1min,297.61,297.75,2021-12-03 17:03:00+00:00,111
298.07,BBG000C101X4,298.41,1min,297.82,297.82,2021-12-03 17:04:00+00:00,323
298.39,BBG000C101X4,298.55,1min,298.07,298.07,2021-12-03 17:05:00+00:00,130
298.95,BBG000C101X4,298.95,1min,298.4,298.4,2021-12-03 17:06:00+00:00,48
298.69,BBG000C101X4,298.69,1min,298.69,298.69,2021-12-03 17:07:00+00:00,3
298.18,BBG000C101X4,298.25,1min,298.18,298.25,2021-12-03 17:08:00+00:00,115
298.58,BBG000C101X4,298.59,1min,298.58,298.59,2021-12-03 17:10:00+00:00,24
298.6,BBG000C101X4,298.6,1min,298.6,298.6,2021-12-03 17:11:00+00:00,4
298.68,BBG000C101X4,298.68,1min,298.68,298.68,2021-12-03 17:12:00+00:00,4
298.52,BBG000C101X4,298.84,1min,298.52,298.68,2021-12-03 17:13:00+00:00,42
299.2,BBG000C101X4,299.3,1min,298.44,298.8,2021-12-03 17:15:00+00:00,705
299.39,BBG000C101X4,299.51,1min,299.19,299.19,2021-12-03 17:16:00+00:00,128
299.34,BBG000C101X4,299.34,1min,299.22,299.22,2021-12-03 17:17:00+00:00,3
299.42,BBG000C101X4,299.6,1min,299.42,299.55,2021-12-03 17:18:00+00:00,12
299.46,BBG000C101X4,299.46,1min,299.43,299.43,2021-12-03 17:19:00+00:00,10
299.96,BBG000C101X4,299.96,1min,299.61,299.61,2021-12-03 17:21:00+00:00,128
299.92,BBG000C101X4,300.14,1min,299.92,299.97,2021-12-03 17:22:00+00:00,221
300.21,BBG000C101X4,300.21,1min,300.06,300.06,2021-12-03 17:23:00+00:00,16
300.26,BBG000C101X4,300.26,1min,299.85,299.91,2021-12-03 17:24:00+00:00,24
300.28,BBG000C101X4,300.28,1min,300.26,300.26,2021-12-03 17:26:00+00:00,3
300.5,BBG000C101X4,300.59,1min,300.28,300.28,2021-12-03 17:27:00+00:00,203
300.65,BBG000C101X4,300.78,1min,300.56,300.56,2021-12-03 17:28:00+00:00,293
300.86,BBG000C101X4,300.97,1min,300.74,300.79,2021-12-03 17:29:00+00:00,22
299.67,BBG000C101X4,300.54,1min,299.67,300.54,2021-12-03 17:30:00+00:00,549
299.68,BBG000C101X4,300.04,1min,299.68,299.78,2021-12-03 17:31:00+00:00,205
298.65,BBG000C101X4,299.68,1min,298.65,299.68,2021-12-03 17:32:00+00:00,328
298.27,BBG000C101X4,298.82,1min,298.27,298.66,2021-12-03 17:33:00+00:00,431
298.11,BBG000C101X4,298.43,1min,297.94,298.06,2021-12-03 17:34:00+00:00,755
297.92,BBG000C101X4,298.26,1min,297.66,298.24,2021-12-03 17:35:00+00:00,2229
298.07,BBG000C101X4,298.56,1min,297.72,297.96,2021-12-03 17:36:00+00:00,2802
299.3,BBG000C101X4,299.3,1min,297.97,298.03,2021-12-03 17:37:00+00:00,2048
299.83,BBG000C101X4,299.97,1min,299.28,299.31,2021-12-03 17:38:00+00:00,555
300.37,BBG000C101X4,300.37,1min,299.44,299.61,2021-12-03 17:39:00+00:00,920
300.35,BBG000C101X4,300.35,1min,299.96,299.96,2021-12-03 17:40:00+00:00,314
300.12,BBG000C101X4,300.59,1min,300.12,300.2,2021-12-03 17:41:00+00:00,610
300.56,BBG000C101X4,300.7,1min,300.19,300.19,2021-12-03 17:42:00+00:00,662
300.67,BBG000C101X4,300.88,1min,300.66,300.71,2021-12-03 17:43:00+00:00,273
299.43,BBG000C101X4,300.38,1min,299.43,300.38,2021-12-03 17:44:00+00:00,630
299.31,BBG000C101X4,299.38,1min,299.31,299.38,2021-12-03 17:45:00+00:00,5
299.56,BBG000C101X4,299.56,1min,299.17,299.17,2021-12-03 17:47:00+00:00,10
298.32,BBG000C101X4,299.05,1min,298.32,299.05,2021-12-03 17:48:00+00:00,161
298.94,BBG000C101X4,299.62,1min,298.71,298.71,2021-12-03 17:49:00+00:00,863
299.14,BBG000C101X4,299.14,1min,298.88,298.98,2021-12-03 17:50:00+00:00,5
298.72,BBG000C101X4,298.92,1min,298.72,298.92,2021-12-03 17:51:00+00:00,281
298.38,BBG000C101X4,298.53,1min,298.38,298.53,2021-12-03 17:52:00+00:00,1022
298.56,BBG000C101X4,298.81,1min,298.56,298.81,2021-12-03 17:54:00+00:00,2
297.91,BBG000C101X4,298.76,1min,297.91,298.17,2021-12-03 17:55:00+00:00,21
298.2,BBG000C101X4,298.2,1min,298.2,298.2,2021-12-03 17:56:00+00:00,1
298.05,BBG000C101X4,298.15,1min,298.05,298.15,2021-12-03 17:57:00+00:00,3
298.91,BBG000C101X4,298.91,1min,298.2,298.34,2021-12-03 17:58:00+00:00,373
299.42,BBG000C101X4,299.43,1min,298.98,298.98,2021-12-03 17:59:00+00:00,114
299.43,BBG000C101X4,299.43,1min,299.41,299.41,2021-12-03 18:00:00+00:00,200
299.04,BBG000C101X4,299.04,1min,298.86,299.04,2021-12-03 18:01:00+00:00,79
298.84,BBG000C101X4,299.13,1min,298.82,299.13,2021-12-03 18:03:00+00:00,242
299.37,BBG000C101X4,299.54,1min,298.9,298.9,2021-12-03 18:05:00+00:00,109
299.38,BBG000C101X4,299.38,1min,299.38,299.38,2021-12-03 18:06:00+00:00,1
299.47,BBG000C101X4,299.64,1min,299.4,299.4,2021-12-03 18:07:00+00:00,29
299.29,BBG000C101X4,299.68,1min,298.93,299.67,2021-12-03 18:09:00+00:00,864
299.14,BBG000C101X4,299.34,1min,299.14,299.34,2021-12-03 18:10:00+00:00,29
298.88,BBG000C101X4,299.21,1min,298.88,299.21,2021-12-03 18:11:00+00:00,426
298.87,BBG000C101X4,299.27,1min,298.87,299.06,2021-12-03 18:13:00+00:00,164
298.54,BBG000C101X4,298.86,1min,298.54,298.86,2021-12-03 18:14:00+00:00,138
299.3,BBG000C101X4,299.3,1min,298.5,298.5,2021-12-03 18:15:00+00:00,203
299.31,BBG000C101X4,299.75,1min,299.31,299.61,2021-12-03 18:16:00+00:00,68
299.19,BBG000C101X4,299.65,1min,299.18,299.4,2021-12-03 18:17:00+00:00,326
299.53,BBG000C101X4,299.85,1min,299.17,299.19,2021-12-03 18:18:00+00:00,1764
299.18,BBG000C101X4,299.86,1min,299.18,299.86,2021-12-03 18:19:00+00:00,654
299.54,BBG000C101X4,299.54,1min,299.3,299.3,2021-12-03 18:20:00+00:00,186
299.5,BBG000C101X4,299.5,1min,299.24,299.24,2021-12-03 18:21:00+00:00,9
299.45,BBG000C101X4,299.45,1min,299.45,299.45,2021-12-03 18:22:00+00:00,2
299.71,BBG000C101X4,299.71,1min,299.48,299.48,2021-12-03 18:23:00+00:00,116
299.7,BBG000C101X4,299.77,1min,299.7,299.75,2021-12-03 18:24:00+00:00,42
299.59,BBG000C101X4,299.7,1min,299.18,299.7,2021-12-03 18:25:00+00:00,805
299.08,BBG000C101X4,299.36,1min,299.05,299.36,2021-12-03 18:26:00+00:00,458
299.07,BBG000C101X4,299.3,1min,299.07,299.17,2021-12-03 18:27:00+00:00,742
298.93,BBG000C101X4,299.19,1min,298.93,299.19,2021-12-03 18:28:00+00:00,471
299.17,BBG000C101X4,299.19,1min,298.67,298.67,2021-12-03 18:29:00+00:00,5
298.35,BBG000C101X4,298.36,1min,298.35,298.36,2021-12-03 18:30:00+00:00,2
297.55,BBG000C101X4,298.28,1min,297.55,298.28,2021-12-03 18:31:00+00:00,287
297.01,BBG000C101X4,297.11,1min,297.01,297.11,2021-12-03 18:32:00+00:00,15
296.83,BBG000C101X4,297.01,1min,296.83,297.01,2021-12-03 18:33:00+00:00,387
297.05,BBG000C101X4,297.2,1min,297.05,297.12,2021-12-03 18:34:00+00:00,72
297.09,BBG000C101X4,297.09,1min,296.81,296.91,2021-12-03 18:35:00+00:00,195
297.05,BBG000C101X4,297.05,1min,297.05,297.05,2021-12-03 18:36:00+00:00,17
297.37,BBG000C101X4,297.55,1min,297.28,297.28,2021-12-03 18:37:00+00:00,359
297.77,BBG000C101X4,297.79,1min,296.96,297.36,2021-12-03 18:38:00+00:00,300
297.86,BBG000C101X4,297.86,1min,297.8,297.8,2021-12-03 18:39:00+00:00,27
297.76,BBG000C101X4,298.09,1min,297.75,297.87,2021-12-03 18:40:00+00:00,43
297.06,BBG000C101X4,297.76,1min,296.94,297.76,2021-12-03 18:41:00+00:00,240
297.39,BBG000C101X4,297.39,1min,297.39,297.39,2021-12-03 18:42:00+00:00,6
297.47,BBG000C101X4,297.47,1min,297.45,297.45,2021-12-03 18:43:00+00:00,201
297.29,BBG000C101X4,297.46,1min,297.29,297.46,2021-12-03 18:45:00+00:00,10
297.37,BBG000C101X4,297.48,1min,297.37,297.48,2021-12-03 18:46:00+00:00,139
296.53,BBG000C101X4,297.35,1min,296.53,297.22,2021-12-03 18:47:00+00:00,396
296.65,BBG000C101X4,296.65,1min,296.23,296.23,2021-12-03 18:48:00+00:00,372
296.7,BBG000C101X4,296.76,1min,296.7,296.76,2021-12-03 18:51:00+00:00,113
296.9,BBG000C101X4,296.9,1min,296.87,296.87,2021-12-03 18:52:00+00:00,7
297.1,BBG000C101X4,297.1,1min,297.08,297.08,2021-12-03 18:53:00+00:00,2
296.84,BBG000C101X4,296.84,1min,296.84,296.84,2021-12-03 18:54:00+00:00,1
295.9,BBG000C101X4,296.56,1min,295.9,296.56,2021-12-03 18:55:00+00:00,627
296.13,BBG000C101X4,296.13,1min,296.13,296.13,2021-12-03 18:56:00+00:00,3
296.68,BBG000C101X4,296.68,1min,296.16,296.18,2021-12-03 18:57:00+00:00,32
296.48,BBG000C101X4,296.48,1min,296.48,296.48,2021-12-03 18:58:00+00:00,1
296.3,BBG000C101X4,296.41,1min,296.03,296.21,2021-12-03 18:59:00+00:00,18
296,BBG000C101X4,296.18,1min,295.73,295.78,2021-12-03 19:00:00+00:00,256
295.85,BBG000C101X4,296.2,1min,295.6,296.2,2021-12-03 19:01:00+00:00,396
296.02,BBG000C101X4,296.39,1min,295.8,295.8,2021-12-03 19:02:00+00:00,248
296.38,BBG000C101X4,296.39,1min,296.38,296.39,2021-12-03 19:03:00+00:00,7
296.89,BBG000C101X4,297.09,1min,296.01,296.01,2021-12-03 19:04:00+00:00,149
296.93,BBG000C101X4,296.93,1min,296.93,296.93,2021-12-03 19:05:00+00:00,6
296.94,BBG000C101X4,297.12,1min,296.94,297.12,2021-12-03 19:06:00+00:00,2
296.93,BBG000C101X4,297.11,1min,296.88,296.91,2021-12-03 19:07:00+00:00,123
296.79,BBG000C101X4,296.79,1min,296.79,296.79,2021-12-03 19:08:00+00:00,1
296.58,BBG000C101X4,296.85,1min,296.58,296.85,2021-12-03 19:09:00+00:00,56
296.79,BBG000C101X4,296.79,1min,296.79,296.79,2021-12-03 19:11:00+00:00,7
297.15,BBG000C101X4,297.15,1min,296.92,296.92,2021-12-03 19:12:00+00:00,17
297.22,BBG000C101X4,297.32,1min,296.93,296.93,2021-12-03 19:13:00+00:00,194
297.16,BBG000C101X4,297.16,1min,296.95,296.97,2021-12-03 19:14:00+00:00,6
297.24,BBG000C101X4,297.34,1min,297.09,297.15,2021-12-03 19:15:00+00:00,41
296.96,BBG000C101X4,297.34,1min,296.79,297.34,2021-12-03 19:16:00+00:00,170
296.88,BBG000C101X4,297.43,1min,296.88,297.28,2021-12-03 19:17:00+00:00,159
296.41,BBG000C101X4,296.62,1min,296.41,296.62,2021-12-03 19:18:00+00:00,333
296.17,BBG000C101X4,296.28,1min,296.17,296.28,2021-12-03 19:20:00+00:00,101
296.21,BBG000C101X4,296.21,1min,296.21,296.21,2021-12-03 19:21:00+00:00,6
297.41,BBG000C101X4,297.41,1min,296.83,296.85,2021-12-03 19:22:00+00:00,235
298.18,BBG000C101X4,298.18,1min,297.54,297.54,2021-12-03 19:23:00+00:00,110
298.42,BBG000C101X4,298.42,1min,298.19,298.19,2021-12-03 19:24:00+00:00,30
298.48,BBG000C101X4,298.8,1min,298.43,298.43,2021-12-03 19:25:00+00:00,52
298.57,BBG000C101X4,298.57,1min,298.26,298.27,2021-12-03 19:26:00+00:00,19
298.47,BBG000C101X4,298.47,1min,298.25,298.25,2021-12-03 19:27:00+00:00,7
298.58,BBG000C101X4,298.58,1min,298.13,298.13,2021-12-03 19:28:00+00:00,21
298.64,BBG000C101X4,298.64,1min,298.57,298.57,2021-12-03 19:29:00+00:00,7
298.33,BBG000C101X4,298.34,1min,298.33,298.34,2021-12-03 19:30:00+00:00,149
298.4,BBG000C101X4,298.46,1min,298.26,298.27,2021-12-03 19:31:00+00:00,21
298.48,BBG000C101X4,298.48,1min,298.19,298.19,2021-12-03 19:34:00+00:00,30
298.78,BBG000C101X4,299.07,1min,298.67,298.76,2021-12-03 19:35:00+00:00,738
299.43,BBG000C101X4,299.43,1min,299.09,299.09,2021-12-03 19:36:00+00:00,237
299.03,BBG000C101X4,299.44,1min,299.03,299.18,2021-12-03 19:37:00+00:00,33
297.94,BBG000C101X4,298.88,1min,297.93,298.88,2021-12-03 19:38:00+00:00,112
297.51,BBG000C101X4,297.73,1min,297.51,297.73,2021-12-03 19:39:00+00:00,50
298.05,BBG000C101X4,298.05,1min,298.05,298.05,2021-12-03 19:40:00+00:00,5
298.28,BBG000C101X4,298.28,1min,298.1,298.1,2021-12-03 19:41:00+00:00,6
298.63,BBG000C101X4,298.63,1min,298.57,298.57,2021-12-03 19:42:00+00:00,126
299.14,BBG000C101X4,299.16,1min,298.79,298.79,2021-12-03 19:43:00+00:00,450
299.32,BBG000C101X4,299.32,1min,299.19,299.24,2021-12-03 19:45:00+00:00,19
299.01,BBG000C101X4,299.38,1min,299.01,299.33,2021-12-03 19:46:00+00:00,44
299.5,BBG000C101X4,299.57,1min,299.39,299.39,2021-12-03 19:47:00+00:00,74
299.74,BBG000C101X4,299.75,1min,299.43,299.58,2021-12-03 19:48:00+00:00,372
299.16,BBG000C101X4,299.76,1min,299.16,299.76,2021-12-03 19:49:00+00:00,274
298.86,BBG000C101X4,299.01,1min,298.86,299.01,2021-12-03 19:50:00+00:00,26
298.96,BBG000C101X4,299.36,1min,298.96,299.17,2021-12-03 19:51:00+00:00,969
299.1,BBG000C101X4,299.1,1min,298.65,298.81,2021-12-03 19:53:00+00:00,238
298.46,BBG000C101X4,298.62,1min,298.46,298.62,2021-12-03 19:54:00+00:00,36
298.18,BBG000C101X4,298.4,1min,298.18,298.4,2021-12-03 19:55:00+00:00,263
298.82,BBG000C101X4,298.82,1min,298.51,298.51,2021-12-03 19:56:00+00:00,8
298.65,BBG000C101X4,298.65,1min,298.65,298.65,2021-12-03 19:57:00+00:00,5
298.82,BBG000C101X4,298.82,1min,298.82,298.82,2021-12-03 19:58:00+00:00,5
298.01,BBG000C101X4,298.29,1min,298.01,298.29,2021-12-03 19:59:00+00:00,27
297.16,BBG000C101X4,297.75,1min,297.16,297.75,2021-12-03 20:00:00+00:00,215
296.81,BBG000C101X4,296.84,1min,296.81,296.84,2021-12-03 20:01:00+00:00,35
296.5,BBG000C101X4,296.5,1min,296.5,296.5,2021-12-03 20:02:00+00:00,72
297.18,BBG000C101X4,297.32,1min,296.86,296.86,2021-12-03 20:03:00+00:00,180
297.82,BBG000C101X4,297.82,1min,297.82,297.82,2021-12-03 20:04:00+00:00,24
