c,figi,h,interval,l,o,time,v
316.82,BBG000C101X4,317.26,1min,316.82,317.26,2021-12-01 16:38:00+00:00,111
317.13,BBG000C101X4,317.13,1min,317.03,317.03,2021-12-01 16:39:00+00:00,313
317.3,BBG000C101X4,317.49,1min,317.26,317.26,2021-12-01 16:41:00+00:00,205
317.49,BBG000C101X4,317.49,1min,317.49,317.49,2021-12-01 16:42:00+00:00,1
317.58,BBG000C101X4,317.58,1min,317.29,317.29,2021-12-01 16:43:00+00:00,77
317.29,BBG000C101X4,317.29,1min,317.29,317.29,2021-12-01 16:44:00+00:00,4
316.24,BBG000C101X4,317.26,1min,316.24,317.14,2021-12-01 16:45:00+00:00,178
316.08,BBG000C101X4,316.11,1min,316.08,316.11,2021-12-01 16:47:00+00:00,10
317.16,BBG000C101X4,317.16,1min,316.51,316.51,2021-12-01 16:49:00+00:00,393
316.33,BBG000C101X4,316.71,1min,316.33,316.71,2021-12-01 16:50:00+00:00,135
315.71,BBG000C101X4,316.12,1min,315.71,315.93,2021-12-01 16:51:00+00:00,182
316.21,BBG000C101X4,316.21,1min,316.2,316.2,2021-12-01 16:52:00+00:00,406
316.13,BBG000C101X4,316.13,1min,316.13,316.13,2021-12-01 16:53:00+00:00,1
315.81,BBG000C101X4,316.03,1min,315.81,316.03,2021-12-01 16:54:00+00:00,7
315.89,BBG000C101X4,315.89,1min,315.43,315.7,2021-12-01 16:55:00+00:00,332
315.86,BBG000C101X4,315.86,1min,315.86,315.86,2021-12-01 16:56:00+00:00,1
315.27,BBG000C101X4,315.55,1min,315.27,315.55,2021-12-01 16:57:00+00:00,203
315.05,BBG000C101X4,315.1,1min,315.05,315.1,2021-12-01 16:58:00+00:00,108
315,BBG000C101X4,315.04,1min,315,315.04,2021-12-01 16:59:00+00:00,25
314.95,BBG000C101X4,315.38,1min,314.95,314.97,2021-12-01 17:00:00+00:00,4
315.64,BBG000C101X4,315.64,1min,315.2,315.37,2021-12-01 17:01:00+00:00,250
315.89,BBG000C101X4,315.9,1min,315.53,315.53,2021-12-01 17:02:00+00:00,202
315.71,BBG000C101X4,315.85,1min,315.66,315.75,2021-12-01 17:03:00+00:00,23
315.45,BBG000C101X4,315.45,1min,315.45,315.45,2021-12-01 17:04:00+00:00,5
315.46,BBG000C101X4,315.81,1min,315.46,315.81,2021-12-01 17:05:00+00:00,2
316.23,BBG000C101X4,316.23,1min,315.77,315.79,2021-12-01 17:06:00+00:00,701
316.08,BBG000C101X4,316.55,1min,316.02,316.23,2021-12-01 17:07:00+00:00,44
316.19,BBG000C101X4,316.19,1min,316.19,316.19,2021-12-01 17:08:00+00:00,2
316.17,BBG000C101X4,316.38,1min,316.17,316.37,2021-12-01 17:09:00+00:00,143
316.18,BBG000C101X4,316.18,1min,316.02,316.02,2021-12-01 17:10:00+00:00,108
316.17,BBG000C101X4,316.33,1min,316.17,316.18,2021-12-01 17:11:00+00:00,6
315.9,BBG000C101X4,316.33,1min,315.9,316.33,2021-12-01 17:12:00+00:00,23
316.26,BBG000C101X4,316.26,1min,316.06,316.06,2021-12-01 17:13:00+00:00,15
315.8,BBG000C101X4,316.27,1min,315.67,316.26,2021-12-01 17:14:00+00:00,264
315.69,BBG000C101X4,315.69,1min,315.69,315.69,2021-12-01 17:15:00+00:00,1
316.15,BBG000C101X4,316.37,1min,315.7,315.7,2021-12-01 17:16:00+00:00,254
316.5,BBG000C101X4,316.5,1min,316.5,316.5,2021-12-01 17:17:00+00:00,1
316.52,BBG000C101X4,316.52,1min,316.52,316.52,2021-12-01 17:18:00+00:00,2
316.24,BBG000C101X4,316.24,1min,316.24,316.24,2021-12-01 17:19:00+00:00,1
316.53,BBG000C101X4,316.53,1min,316.37,316.52,2021-12-01 17:20:00+00:00,11
316.37,BBG000C101X4,316.93,1min,316.37,316.78,2021-12-01 17:21:00+00:00,88
316.18,BBG000C101X4,316.18,1min,316.18,316.18,2021-12-01 17:22:00+00:00,5
316.42,BBG000C101X4,316.42,1min,315.92,316.41,2021-12-01 17:23:00+00:00,37
316.5,BBG000C101X4,316.5,1min,316.36,316.36,2021-12-01 17:24:00+00:00,212
316.1,BBG000C101X4,316.57,1min,316.1,316.57,2021-12-01 17:25:00+00:00,35
315.34,BBG000C101X4,316.15,1min,315.34,316.15,2021-12-01 17:26:00+00:00,128
315.23,BBG000C101X4,315.33,1min,315.23,315.33,2021-12-01 17:27:00+00:00,9
314.81,BBG000C101X4,315.16,1min,314.81,315.13,2021-12-01 17:28:00+00:00,12
314.85,BBG000C101X4,314.85,1min,314.85,314.85,2021-12-01 17:29:00+00:00,1
314.83,BBG000C101X4,314.83,1min,314.77,314.77,2021-12-01 17:30:00+00:00,8
315.34,BBG000C101X4,315.34,1min,314.5,314.7,2021-12-01 17:31:00+00:00,945
315.35,BBG000C101X4,315.35,1min,315.34,315.34,2021-12-01 17:32:00+00:00,109
315.83,BBG000C101X4,315.83,1min,315.56,315.56,2021-12-01 17:33:00+00:00,47
316.27,BBG000C101X4,316.27,1min,315.83,315.83,2021-12-01 17:34:00+00:00,272
315.82,BBG000C101X4,316.33,1min,315.82,316.33,2021-12-01 17:35:00+00:00,315
315.82,BBG000C101X4,315.82,1min,315.82,315.82,2021-12-01 17:37:00+00:00,2
315.82,BBG000C101X4,315.82,1min,315.82,315.82,2021-12-01 17:38:00+00:00,1
316.35,BBG000C101X4,316.35,1min,315.82,315.82,2021-12-01 17:39:00+00:00,6
316.35,BBG000C101X4,316.35,1min,316.35,316.35,2021-12-01 17:41:00+00:00,2
316.83,BBG000C101X4,316.83,1min,316.35,316.35,2021-12-01 17:42:00+00:00,276
316.87,BBG000C101X4,316.87,1min,316.83,316.83,2021-12-01 17:43:00+00:00,12
316.15,BBG000C101X4,316.87,1min,316.15,316.87,2021-12-01 17:44:00+00:00,189
315.64,BBG000C101X4,316.1,1min,315.55,316.01,2021-12-01 17:45:00+00:00,155
316.24,BBG000C101X4,316.24,1min,316.1,316.1,2021-12-01 17:46:00+00:00,176
316.42,BBG000C101X4,316.42,1min,316.42,316.42,2021-12-01 17:48:00+00:00,11
316.17,BBG000C101X4,316.17,1min,316.16,316.16,2021-12-01 17:49:00+00:00,4
315.84,BBG000C101X4,315.85,1min,315.84,315.85,2021-12-01 17:50:00+00:00,7
316.29,BBG000C101X4,316.29,1min,316.06,316.06,2021-12-01 17:51:00+00:00,8
315.85,BBG000C101X4,315.87,1min,315.85,315.87,2021-12-01 17:53:00+00:00,131
315.39,BBG000C101X4,315.94,1min,315.39,315.94,2021-12-01 17:54:00+00:00,55
314.8,BBG000C101X4,315.38,1min,314.57,315.38,2021-12-01 17:55:00+00:00,155
314.8,BBG000C101X4,314.8,1min,314.8,314.8,2021-12-01 17:56:00+00:00,5
314.11,BBG000C101X4,314.56,1min,314.11,314.56,2021-12-01 17:57:00+00:00,123
313.33,BBG000C101X4,313.7,1min,313.33,313.7,2021-12-01 17:59:00+00:00,123
313.81,BBG000C101X4,313.81,1min,313.33,313.33,2021-12-01 18:00:00+00:00,210
314.35,BBG000C101X4,314.51,1min,314.35,314.49,2021-12-01 18:01:00+00:00,406
314.49,BBG000C101X4,314.49,1min,314.2,314.2,2021-12-01 18:02:00+00:00,201
314.46,BBG000C101X4,314.46,1min,314.2,314.42,2021-12-01 18:03:00+00:00,5
314.04,BBG000C101X4,314.11,1min,314.03,314.11,2021-12-01 18:04:00+00:00,13
313.89,BBG000C101X4,313.89,1min,313.7,313.78,2021-12-01 18:05:00+00:00,70
313.64,BBG000C101X4,313.65,1min,313.41,313.65,2021-12-01 18:06:00+00:00,220
313.05,BBG000C101X4,313.33,1min,313.05,313.33,2021-12-01 18:07:00+00:00,14
313.48,BBG000C101X4,313.6,1min,313.17,313.17,2021-12-01 18:08:00+00:00,427
313.78,BBG000C101X4,313.78,1min,313.78,313.78,2021-12-01 18:09:00+00:00,5
313.39,BBG000C101X4,313.6,1min,313.18,313.6,2021-12-01 18:11:00+00:00,10
313.2,BBG000C101X4,313.2,1min,313.2,313.2,2021-12-01 18:12:00+00:00,4
312.43,BBG000C101X4,313.33,1min,312.43,313.33,2021-12-01 18:13:00+00:00,584
312.79,BBG000C101X4,312.79,1min,312.5,312.5,2021-12-01 18:14:00+00:00,460
313.11,BBG000C101X4,313.11,1min,313.1,313.1,2021-12-01 18:15:00+00:00,101
313.21,BBG000C101X4,313.21,1min,312.92,312.92,2021-12-01 18:16:00+00:00,16
312.83,BBG000C101X4,313.08,1min,312.44,313.03,2021-12-01 18:17:00+00:00,143
312.99,BBG000C101X4,312.99,1min,312.83,312.83,2021-12-01 18:18:00+00:00,257
312.08,BBG000C101X4,312.63,1min,312.08,312.55,2021-12-01 18:19:00+00:00,279
312.84,BBG000C101X4,312.84,1min,312.28,312.28,2021-12-01 18:20:00+00:00,32
312.53,BBG000C101X4,312.53,1min,312.39,312.39,2021-12-01 18:21:00+00:00,8
313.03,BBG000C101X4,313.03,1min,312.83,312.83,2021-12-01 18:22:00+00:00,211
312.86,BBG000C101X4,312.9,1min,312.47,312.9,2021-12-01 18:23:00+00:00,29
312.86,BBG000C101X4,312.86,1min,312.86,312.86,2021-12-01 18:24:00+00:00,4
312.8,BBG000C101X4,313.01,1min,312.72,312.72,2021-12-01 18:25:00+00:00,15
313.16,BBG000C101X4,313.16,1min,313.16,313.16,2021-12-01 18:26:00+00:00,1
313.67,BBG000C101X4,313.67,1min,313.18,313.18,2021-12-01 18:27:00+00:00,219
313.41,BBG000C101X4,313.68,1min,313.39,313.68,2021-12-01 18:28:00+00:00,16
313.44,BBG000C101X4,313.44,1min,313.43,313.43,2021-12-01 18:29:00+00:00,2
313.45,BBG000C101X4,313.46,1min,313.2,313.46,2021-12-01 18:30:00+00:00,9
312.43,BBG000C101X4,313.54,1min,312.43,313.54,2021-12-01 18:31:00+00:00,340
312.8,BBG000C101X4,313.08,1min,312.61,312.61,2021-12-01 18:32:00+00:00,266
312.58,BBG000C101X4,312.7,1min,312.58,312.7,2021-12-01 18:33:00+00:00,27
312.96,BBG000C101X4,312.96,1min,312.96,312.96,2021-12-01 18:34:00+00:00,4
312.65,BBG000C101X4,313.19,1min,312.54,313.19,2021-12-01 18:35:00+00:00,331
313.17,BBG000C101X4,313.17,1min,312.61,312.61,2021-12-01 18:36:00+00:00,191
312.9,BBG000C101X4,313.34,1min,312.9,313.19,2021-12-01 18:37:00+00:00,146
313.05,BBG000C101X4,313.53,1min,313.04,313.11,2021-12-01 18:38:00+00:00,114
314.03,BBG000C101X4,314.21,1min,313.65,313.65,2021-12-01 18:39:00+00:00,311
314.39,BBG000C101X4,314.39,1min,314.21,314.21,2021-12-01 18:41:00+00:00,104
312.65,BBG000C101X4,314.46,1min,312.65,314.46,2021-12-01 18:42:00+00:00,572
313.14,BBG000C101X4,313.14,1min,313.14,313.14,2021-12-01 18:43:00+00:00,107
313.7,BBG000C101X4,313.7,1min,313.49,313.49,2021-12-01 18:44:00+00:00,10
312.41,BBG000C101X4,313.66,1min,312.21,313.66,2021-12-01 18:45:00+00:00,227
312.61,BBG000C101X4,312.61,1min,312.61,312.61,2021-12-01 18:46:00+00:00,106
312.12,BBG000C101X4,312.56,1min,311.83,312.56,2021-12-01 18:48:00+00:00,105
311.98,BBG000C101X4,311.98,1min,311.33,311.48,2021-12-01 18:49:00+00:00,6
312.41,BBG000C101X4,312.41,1min,312.22,312.22,2021-12-01 18:50:00+00:00,291
312.58,BBG000C101X4,312.58,1min,312.58,312.58,2021-12-01 18:51:00+00:00,11
313.16,BBG000C101X4,313.16,1min,311.97,312.01,2021-12-01 18:52:00+00:00,216
313.1,BBG000C101X4,313.1,1min,313.1,313.1,2021-12-01 18:53:00+00:00,1
313.53,BBG000C101X4,313.53,1min,313.17,313.17,2021-12-01 18:55:00+00:00,103
313.42,BBG000C101X4,313.78,1min,313.41,313.78,2021-12-01 18:56:00+00:00,27
313.32,BBG000C101X4,313.82,1min,313.18,313.82,2021-12-01 18:57:00+00:00,21
313.13,BBG000C101X4,313.21,1min,313.13,313.21,2021-12-01 18:58:00+00:00,11
313.13,BBG000C101X4,313.4,1min,312.88,313.4,2021-12-01 18:59:00+00:00,257
312.88,BBG000C101X4,312.88,1min,311.98,312.45,2021-12-01 19:00:00+00:00,280
312.23,BBG000C101X4,313.34,1min,311.88,313.34,2021-12-01 19:02:00+00:00,279
311.65,BBG000C101X4,311.71,1min,311.65,311.71,2021-12-01 19:04:00+00:00,41
312.57,BBG000C101X4,313.13,1min,312.57,312.65,2021-12-01 19:05:00+00:00,490
312.18,BBG000C101X4,312.47,1min,312.18,312.47,2021-12-01 19:06:00+00:00,81
312.65,BBG000C101X4,312.78,1min,312.5,312.5,2021-12-01 19:07:00+00:00,85
312.65,BBG000C101X4,312.65,1min,312.65,312.65,2021-12-01 19:08:00+00:00,6
312.31,BBG000C101X4,312.31,1min,312.31,312.31,2021-12-01 19:09:00+00:00,1
312.09,BBG000C101X4,312.29,1min,312.08,312.29,2021-12-01 19:10:00+00:00,20
311.52,BBG000C101X4,312.08,1min,311.52,312.08,2021-12-01 19:11:00+00:00,33
311.31,BBG000C101X4,311.47,1min,311.1,311.47,2021-12-01 19:12:00+00:00,32
311.08,BBG000C101X4,311.45,1min,311.08,311.45,2021-12-01 19:13:00+00:00,35
312.18,BBG000C101X4,312.18,1min,311.76,311.76,2021-12-01 19:14:00+00:00,301
312.71,BBG000C101X4,312.71,1min,312.71,312.71,2021-12-01 19:15:00+00:00,70
311.52,BBG000C101X4,312.14,1min,311.51,312.13,2021-12-01 19:16:00+00:00,309
310.95,BBG000C101X4,311.59,1min,310.95,311.42,2021-12-01 19:17:00+00:00,22
311.13,BBG000C101X4,311.2,1min,311.13,311.19,2021-12-01 19:19:00+00:00,3
311.65,BBG000C101X4,311.65,1min,311.28,311.28,2021-12-01 19:20:00+00:00,136
310.94,BBG000C101X4,311.78,1min,310.94,311.78,2021-12-01 19:21:00+00:00,354
311.84,BBG000C101X4,311.84,1min,311.12,311.59,2021-12-01 19:23:00+00:00,134
311.72,BBG000C101X4,312.07,1min,311.72,312.05,2021-12-01 19:25:00+00:00,44
312.18,BBG000C101X4,312.18,1min,311.82,312.09,2021-12-01 19:26:00+00:00,101
313.39,BBG000C101X4,313.39,1min,312.19,312.19,2021-12-01 19:27:00+00:00,155
313,BBG000C101X4,313.39,1min,313,313.39,2021-12-01 19:28:00+00:00,3
313.41,BBG000C101X4,313.41,1min,313.41,313.41,2021-12-01 19:29:00+00:00,4
313.5,BBG000C101X4,313.54,1min,313.42,313.51,2021-12-01 19:30:00+00:00,93
313.7,BBG000C101X4,313.7,1min,313.7,313.7,2021-12-01 19:31:00+00:00,1
313.6,BBG000C101X4,313.91,1min,313.6,313.72,2021-12-01 19:33:00+00:00,3
313.41,BBG000C101X4,313.41,1min,312.93,313.33,2021-12-01 19:34:00+00:00,474
313.1,BBG000C101X4,313.1,1min,313.1,313.1,2021-12-01 19:35:00+00:00,5
313.56,BBG000C101X4,313.56,1min,313.37,313.37,2021-12-01 19:36:00+00:00,274
312.97,BBG000C101X4,313.05,1min,312.84,313.05,2021-12-01 19:37:00+00:00,56
313.34,BBG000C101X4,313.94,1min,313.26,313.26,2021-12-01 19:39:00+00:00,603
313.06,BBG000C101X4,313.14,1min,312.65,313.14,2021-12-01 19:40:00+00:00,142
312.9,BBG000C101X4,312.9,1min,312.9,312.9,2021-12-01 19:41:00+00:00,6
312.6,BBG000C101X4,312.77,1min,312.6,312.77,2021-12-01 19:43:00+00:00,12
312.6,BBG000C101X4,312.71,1min,312.6,312.7,2021-12-01 19:44:00+00:00,17
312.56,BBG000C101X4,312.56,1min,312.56,312.56,2021-12-01 19:45:00+00:00,16
312.88,BBG000C101X4,312.89,1min,312.73,312.73,2021-12-01 19:46:00+00:00,173
313.1,BBG000C101X4,313.29,1min,313,313.15,2021-12-01 19:47:00+00:00,170
313.1,BBG000C101X4,313.1,1min,312.9,312.9,2021-12-01 19:48:00+00:00,11
313.31,BBG000C101X4,313.31,1min,313.31,313.31,2021-12-01 19:49:00+00:00,1
313.17,BBG000C101X4,313.41,1min,313.17,313.41,2021-12-01 19:50:00+00:00,107
313.3,BBG000C101X4,313.48,1min,313.3,313.44,2021-12-01 19:51:00+00:00,106
312.27,BBG000C101X4,313.01,1min,312.27,313.01,2021-12-01 19:52:00+00:00,180
312.02,BBG000C101X4,312.47,1min,311.75,312.47,2021-12-01 19:53:00+00:00,274
312.08,BBG000C101X4,312.12,1min,311.72,311.72,2021-12-01 19:54:00+00:00,111
312.88,BBG000C101X4,312.88,1min,312.41,312.43,2021-12-01 19:55:00+00:00,532
312.72,BBG000C101X4,313.17,1min,312.72,313.17,2021-12-01 19:56:00+00:00,19
312.77,BBG000C101X4,313.1,1min,312.7,313.1,2021-12-01 19:57:00+00:00,123
312.51,BBG000C101X4,312.59,1min,312.24,312.59,2021-12-01 19:59:00+00:00,86
312.78,BBG000C101X4,312.78,1min,312.45,312.45,2021-12-01 20:00:00+00:00,145
312.46,BBG000C101X4,312.66,1min,312.46,312.66,2021-12-01 20:01:00+00:00,137
311.88,BBG000C101X4,312.67,1min,311.88,312.45,2021-12-01 20:03:00+00:00,226
311.65,BBG000C101X4,311.77,1min,311.65,311.77,2021-12-01 20:04:00+00:00,11
311.5,BBG000C101X4,311.69,1min,311.5,311.62,2021-12-01 20:05:00+00:00,15
311.65,BBG000C101X4,312.03,1min,311.65,312.03,2021-12-01 20:07:00+00:00,3
