c,figi,h,interval,l,o,time,v
317.89,BBG000C101X4,317.89,1min,317.89,317.89,2021-11-30 07:00:00+00:00,1
314.58,BBG000C101X4,315.02,1min,314.58,315.02,2021-11-30 07:48:00+00:00,3
313.71,BBG000C101X4,313.71,1min,313.71,313.71,2021-11-30 07:49:00+00:00,2
313.77,BBG000C101X4,313.77,1min,313.77,313.77,2021-11-30 07:59:00+00:00,2
314.49,BBG000C101X4,314.49,1min,314.49,314.49,2021-11-30 08:40:00+00:00,1
316.49,BBG000C101X4,316.49,1min,316.49,316.49,2021-11-30 08:45:00+00:00,1
315.62,BBG000C101X4,315.62,1min,315.62,315.62,2021-11-30 09:24:00+00:00,2
316.76,BBG000C101X4,316.76,1min,315.63,315.63,2021-11-30 09:33:00+00:00,5
317.89,BBG000C101X4,317.89,1min,317.53,317.53,2021-11-30 09:34:00+00:00,28
318.81,BBG000C101X4,318.81,1min,318.81,318.81,2021-11-30 10:17:00+00:00,2
318.81,BBG000C101X4,318.81,1min,318.81,318.81,2021-11-30 10:18:00+00:00,1
316.28,BBG000C101X4,316.28,1min,316.28,316.28,2021-11-30 11:08:00+00:00,2
316.26,BBG000C101X4,316.26,1min,316.26,316.26,2021-11-30 11:16:00+00:00,1
314.5,BBG000C101X4,314.5,1min,314.5,314.5,2021-11-30 11:17:00+00:00,1
317.65,BBG000C101X4,317.65,1min,317.65,317.65,2021-11-30 12:32:00+00:00,1
317.2,BBG000C101X4,317.2,1min,317.2,317.2,2021-11-30 12:44:00+00:00,2
316.89,BBG000C101X4,316.89,1min,316.89,316.89,2021-11-30 12:51:00+00:00,1
317.01,BBG000C101X4,317.01,1min,317.01,317.01,2021-11-30 12:52:00+00:00,1
319.12,BBG000C101X4,319.12,1min,319.12,319.12,2021-11-30 13:01:00+00:00,2
317.66,BBG000C101X4,317.66,1min,317.66,317.66,2021-11-30 13:52:00+00:00,1
319.12,BBG000C101X4,319.12,1min,319.12,319.12,2021-11-30 14:01:00+00:00,1
319.12,BBG000C101X4,319.12,1min,319.12,319.12,2021-11-30 14:25:00+00:00,12
319.59,BBG000C101X4,319.59,1min,316.83,319.11,2021-11-30 14:30:00+00:00,1566
320.26,BBG000C101X4,320.27,1min,317.27,317.27,2021-11-30 14:33:00+00:00,54
317.25,BBG000C101X4,317.25,1min,317.25,317.25,2021-11-30 14:34:00+00:00,7
319.13,BBG000C101X4,319.13,1min,317.14,317.25,2021-11-30 14:35:00+00:00,109
315,BBG000C101X4,316.93,1min,315,316.93,2021-11-30 14:36:00+00:00,688
314.34,BBG000C101X4,314.34,1min,314.34,314.34,2021-11-30 14:38:00+00:00,106
314.27,BBG000C101X4,314.27,1min,314.27,314.27,2021-11-30 14:39:00+00:00,1
315.1,BBG000C101X4,315.1,1min,314,314.09,2021-11-30 14:40:00+00:00,145
313.69,BBG000C101X4,314.01,1min,313.13,313.69,2021-11-30 14:41:00+00:00,417
314.43,BBG000C101X4,314.69,1min,312.22,313.01,2021-11-30 14:42:00+00:00,1185
315.84,BBG000C101X4,315.84,1min,315.78,315.84,2021-11-30 14:47:00+00:00,226
316.14,BBG000C101X4,316.14,1min,315.81,315.81,2021-11-30 14:49:00+00:00,763
315.53,BBG000C101X4,315.53,1min,315.51,315.51,2021-11-30 14:50:00+00:00,28
316.81,BBG000C101X4,316.81,1min,316.81,316.81,2021-11-30 14:51:00+00:00,1
316.83,BBG000C101X4,316.98,1min,316.33,316.33,2021-11-30 14:52:00+00:00,422
318.42,BBG000C101X4,318.42,1min,318.42,318.42,2021-11-30 14:55:00+00:00,200
318.95,BBG000C101X4,318.95,1min,318.44,318.44,2021-11-30 14:56:00+00:00,25
319.05,BBG000C101X4,319.45,1min,318.48,319.45,2021-11-30 14:57:00+00:00,103
319.05,BBG000C101X4,319.05,1min,319.05,319.05,2021-11-30 14:58:00+00:00,10
318.33,BBG000C101X4,318.51,1min,317.69,318.51,2021-11-30 14:59:00+00:00,370
318.15,BBG000C101X4,319.19,1min,318.1,318.1,2021-11-30 15:00:00+00:00,442
318.11,BBG000C101X4,318.28,1min,318.11,318.15,2021-11-30 15:01:00+00:00,12
318.27,BBG000C101X4,318.27,1min,318.27,318.27,2021-11-30 15:02:00+00:00,1
319.52,BBG000C101X4,319.52,1min,319.52,319.52,2021-11-30 15:04:00+00:00,4
318.2,BBG000C101X4,319.53,1min,318.2,318.85,2021-11-30 15:05:00+00:00,58
319.16,BBG000C101X4,319.81,1min,318.85,318.85,2021-11-30 15:06:00+00:00,103
319.78,BBG000C101X4,319.78,1min,319.78,319.78,2021-11-30 15:08:00+00:00,1
320.48,BBG000C101X4,320.48,1min,319.79,319.79,2021-11-30 15:09:00+00:00,77
319.99,BBG000C101X4,320.48,1min,319.99,320.48,2021-11-30 15:10:00+00:00,1013
319.51,BBG000C101X4,319.87,1min,319.51,319.87,2021-11-30 15:11:00+00:00,307
319.14,BBG000C101X4,319.86,1min,319.14,319.15,2021-11-30 15:13:00+00:00,5
319.45,BBG000C101X4,319.87,1min,319.3,319.45,2021-11-30 15:15:00+00:00,723
319.12,BBG000C101X4,319.56,1min,319.12,319.13,2021-11-30 15:16:00+00:00,902
319.12,BBG000C101X4,319.17,1min,318.72,319.17,2021-11-30 15:19:00+00:00,400
318.81,BBG000C101X4,319.04,1min,318.72,318.72,2021-11-30 15:21:00+00:00,42
318.91,BBG000C101X4,318.91,1min,318.55,318.69,2021-11-30 15:22:00+00:00,30
318.19,BBG000C101X4,318.19,1min,318.19,318.19,2021-11-30 15:23:00+00:00,1
317.85,BBG000C101X4,317.86,1min,317.77,317.86,2021-11-30 15:25:00+00:00,297
318.97,BBG000C101X4,318.97,1min,318.31,318.31,2021-11-30 15:26:00+00:00,449
319.53,BBG000C101X4,319.53,1min,319.53,319.53,2021-11-30 15:29:00+00:00,1
320.3,BBG000C101X4,320.48,1min,319.61,319.61,2021-11-30 15:30:00+00:00,365
321.4,BBG000C101X4,321.4,1min,321.4,321.4,2021-11-30 15:33:00+00:00,1
320.73,BBG000C101X4,321.03,1min,320.73,321.03,2021-11-30 15:35:00+00:00,422
319.88,BBG000C101X4,320.22,1min,319.49,320.21,2021-11-30 15:36:00+00:00,160
318.82,BBG000C101X4,319.66,1min,318.82,319.66,2021-11-30 15:37:00+00:00,273
319.91,BBG000C101X4,319.91,1min,318.01,318.23,2021-11-30 15:38:00+00:00,1582
319.27,BBG000C101X4,319.64,1min,319.14,319.51,2021-11-30 15:40:00+00:00,143
318.98,BBG000C101X4,318.98,1min,318.98,318.98,2021-11-30 15:42:00+00:00,1
319.6,BBG000C101X4,319.73,1min,318.39,318.74,2021-11-30 15:44:00+00:00,901
319.56,BBG000C101X4,319.56,1min,319.56,319.56,2021-11-30 15:47:00+00:00,100
319.95,BBG000C101X4,319.95,1min,319.92,319.92,2021-11-30 15:48:00+00:00,116
319.06,BBG000C101X4,319.23,1min,318.57,319.23,2021-11-30 15:49:00+00:00,1105
318.65,BBG000C101X4,318.65,1min,318.65,318.65,2021-11-30 15:50:00+00:00,100
317.12,BBG000C101X4,318.61,1min,317.12,318.43,2021-11-30 15:53:00+00:00,148
316.89,BBG000C101X4,317.04,1min,316.89,317.04,2021-11-30 15:55:00+00:00,288
316.72,BBG000C101X4,316.72,1min,316.72,316.72,2021-11-30 15:56:00+00:00,1
316.33,BBG000C101X4,316.33,1min,316.33,316.33,2021-11-30 15:57:00+00:00,3
316.33,BBG000C101X4,316.33,1min,316.33,316.33,2021-11-30 15:58:00+00:00,2
316.43,BBG000C101X4,317.38,1min,316.33,316.72,2021-11-30 15:59:00+00:00,40
316.32,BBG000C101X4,316.32,1min,316.32,316.32,2021-11-30 16:00:00+00:00,2
315.62,BBG000C101X4,316.37,1min,315.62,316.32,2021-11-30 16:01:00+00:00,235
315.93,BBG000C101X4,315.93,1min,315.62,315.62,2021-11-30 16:03:00+00:00,504
317.71,BBG000C101X4,317.71,1min,316.78,316.78,2021-11-30 16:04:00+00:00,119
318.95,BBG000C101X4,318.95,1min,318.77,318.77,2021-11-30 16:05:00+00:00,570
318.66,BBG000C101X4,319.75,1min,318.66,319.57,2021-11-30 16:06:00+00:00,558
318.4,BBG000C101X4,318.45,1min,318.4,318.45,2021-11-30 16:07:00+00:00,71
319.28,BBG000C101X4,319.28,1min,319.28,319.28,2021-11-30 16:08:00+00:00,1
318.91,BBG000C101X4,318.91,1min,318.91,318.91,2021-11-30 16:09:00+00:00,1
318.29,BBG000C101X4,319.26,1min,318.28,319.26,2021-11-30 16:10:00+00:00,197
318.88,BBG000C101X4,318.88,1min,318.1,318.1,2021-11-30 16:11:00+00:00,553
319.45,BBG000C101X4,319.45,1min,318.84,318.84,2021-11-30 16:15:00+00:00,293
319.7,BBG000C101X4,319.7,1min,319.7,319.7,2021-11-30 16:16:00+00:00,2
319.59,BBG000C101X4,319.59,1min,319.35,319.35,2021-11-30 16:17:00+00:00,15
318.77,BBG000C101X4,318.93,1min,318.77,318.92,2021-11-30 16:18:00+00:00,738
317.94,BBG000C101X4,318.12,1min,317.94,318.12,2021-11-30 16:19:00+00:00,29
317.64,BBG000C101X4,317.64,1min,317.64,317.64,2021-11-30 16:20:00+00:00,1
317.28,BBG000C101X4,317.42,1min,317.28,317.42,2021-11-30 16:21:00+00:00,8
317.07,BBG000C101X4,317.07,1min,317.07,317.07,2021-11-30 16:23:00+00:00,1
317.63,BBG000C101X4,317.66,1min,317.63,317.66,2021-11-30 16:24:00+00:00,201
317.08,BBG000C101X4,317.08,1min,317.08,317.08,2021-11-30 16:25:00+00:00,1
317.68,BBG000C101X4,317.68,1min,317.39,317.39,2021-11-30 16:26:00+00:00,327
318.21,BBG000C101X4,318.21,1min,317.9,317.9,2021-11-30 16:27:00+00:00,9
318.35,BBG000C101X4,318.35,1min,318.35,318.35,2021-11-30 16:28:00+00:00,2
318,BBG000C101X4,318,1min,317.77,317.79,2021-11-30 16:29:00+00:00,103
317.59,BBG000C101X4,318.36,1min,317.58,318.35,2021-11-30 16:31:00+00:00,132
317.67,BBG000C101X4,317.67,1min,317.07,317.57,2021-11-30 16:33:00+00:00,739
316.6,BBG000C101X4,317.08,1min,316.6,317.08,2021-11-30 16:35:00+00:00,324
316.77,BBG000C101X4,316.77,1min,316.77,316.77,2021-11-30 16:36:00+00:00,1
316.17,BBG000C101X4,316.54,1min,316.01,316.54,2021-11-30 16:37:00+00:00,81
315.83,BBG000C101X4,315.83,1min,315.83,315.83,2021-11-30 16:38:00+00:00,84
316.91,BBG000C101X4,316.91,1min,316.37,316.44,2021-11-30 16:39:00+00:00,1174
316.38,BBG000C101X4,316.54,1min,316.38,316.54,2021-11-30 16:41:00+00:00,181
315.22,BBG000C101X4,315.22,1min,314.76,314.76,2021-11-30 16:43:00+00:00,102
314.75,BBG000C101X4,314.75,1min,314.75,314.75,2021-11-30 16:44:00+00:00,1
313.79,BBG000C101X4,314.77,1min,313.52,314.77,2021-11-30 16:45:00+00:00,196
314,BBG000C101X4,314,1min,313.95,313.95,2021-11-30 16:46:00+00:00,310
313.82,BBG000C101X4,314.46,1min,313.82,314.46,2021-11-30 16:48:00+00:00,27
315.07,BBG000C101X4,315.48,1min,314.42,314.42,2021-11-30 16:49:00+00:00,622
315.11,BBG000C101X4,315.11,1min,315.11,315.11,2021-11-30 16:51:00+00:00,3
314.41,BBG000C101X4,314.87,1min,314.41,314.87,2021-11-30 16:52:00+00:00,58
314.06,BBG000C101X4,314.07,1min,314.06,314.07,2021-11-30 16:54:00+00:00,33
315.37,BBG000C101X4,315.37,1min,314.45,314.59,2021-11-30 16:55:00+00:00,935
315.54,BBG000C101X4,315.54,1min,315.54,315.54,2021-11-30 16:56:00+00:00,2
315.76,BBG000C101X4,315.76,1min,314.71,314.87,2021-11-30 16:57:00+00:00,83
315.78,BBG000C101X4,315.78,1min,315.44,315.44,2021-11-30 16:59:00+00:00,261
315.4,BBG000C101X4,315.53,1min,315.4,315.53,2021-11-30 17:00:00+00:00,496
314,BBG000C101X4,314.56,1min,314,314.56,2021-11-30 17:01:00+00:00,40
314.85,BBG000C101X4,315.01,1min,314.38,314.38,2021-11-30 17:03:00+00:00,535
314.69,BBG000C101X4,314.7,1min,314.69,314.7,2021-11-30 17:04:00+00:00,127
314.83,BBG000C101X4,314.83,1min,314.83,314.83,2021-11-30 17:06:00+00:00,1
314.45,BBG000C101X4,314.62,1min,314.45,314.62,2021-11-30 17:07:00+00:00,172
314.29,BBG000C101X4,314.29,1min,314.29,314.29,2021-11-30 17:09:00+00:00,1
314.12,BBG000C101X4,314.12,1min,313.96,313.97,2021-11-30 17:10:00+00:00,515
313.84,BBG000C101X4,313.93,1min,313.84,313.93,2021-11-30 17:11:00+00:00,5
314.58,BBG000C101X4,314.58,1min,314.27,314.27,2021-11-30 17:12:00+00:00,456
315.41,BBG000C101X4,315.41,1min,314.92,314.92,2021-11-30 17:13:00+00:00,360
315.01,BBG000C101X4,315.17,1min,315.01,315.17,2021-11-30 17:14:00+00:00,246
314.27,BBG000C101X4,314.45,1min,314.27,314.45,2021-11-30 17:15:00+00:00,35
315.16,BBG000C101X4,315.16,1min,314.89,314.89,2021-11-30 17:16:00+00:00,81
315.86,BBG000C101X4,315.86,1min,315.42,315.42,2021-11-30 17:19:00+00:00,217
315.43,BBG000C101X4,315.85,1min,315.43,315.84,2021-11-30 17:20:00+00:00,226
