c,figi,h,interval,l,o,time,v
310.47,BBG000C101X4,310.47,1min,310.47,310.47,2021-12-02 07:24:00+00:00,1
307.44,BBG000C101X4,307.45,1min,307.44,307.45,2021-12-02 07:28:00+00:00,2
308.81,BBG000C101X4,308.81,1min,308.81,308.81,2021-12-02 09:08:00+00:00,1
309.19,BBG000C101X4,309.19,1min,309.19,309.19,2021-12-02 09:09:00+00:00,1
306.5,BBG000C101X4,309.21,1min,306.5,309.21,2021-12-02 12:36:00+00:00,3
308,BBG000C101X4,308,1min,308,308,2021-12-02 12:37:00+00:00,1
308.5,BBG000C101X4,308.5,1min,308.5,308.5,2021-12-02 12:38:00+00:00,3
308.5,BBG000C101X4,308.5,1min,308.5,308.5,2021-12-02 12:39:00+00:00,3
306.08,BBG000C101X4,306.08,1min,306.08,306.08,2021-12-02 13:14:00+00:00,1
308.49,BBG000C101X4,308.49,1min,308.49,308.49,2021-12-02 13:30:00+00:00,1
308.5,BBG000C101X4,308.5,1min,308.5,308.5,2021-12-02 13:52:00+00:00,1
302.7,BBG000C101X4,302.7,1min,302.7,302.7,2021-12-02 14:25:00+00:00,5
306.13,BBG000C101X4,306.15,1min,303.59,305.23,2021-12-02 14:30:00+00:00,1308
306.6,BBG000C101X4,306.6,1min,306.16,306.16,2021-12-02 14:33:00+00:00,125
306.64,BBG000C101X4,306.64,1min,306.64,306.64,2021-12-02 14:35:00+00:00,100
308.59,BBG000C101X4,308.59,1min,307.58,307.58,2021-12-02 14:36:00+00:00,412
307.89,BBG000C101X4,307.89,1min,307.89,307.89,2021-12-02 14:37:00+00:00,2
307.93,BBG000C101X4,307.93,1min,307.93,307.93,2021-12-02 14:38:00+00:00,8
308.5,BBG000C101X4,308.5,1min,308.5,308.5,2021-12-02 14:41:00+00:00,1
309.47,BBG000C101X4,309.47,1min,309.47,309.47,2021-12-02 14:43:00+00:00,3
308.82,BBG000C101X4,309.54,1min,308.82,309.54,2021-12-02 14:44:00+00:00,4
310.0,BBG000C101X4,310.07,1min,308.45,308.45,2021-12-02 14:45:00+00:00,57
312.17,BBG000C101X4,312.19,1min,310.13,310.23,2021-12-02 14:47:00+00:00,565
311.02,BBG000C101X4,311.02,1min,311.02,311.02,2021-12-02 14:51:00+00:00,1
310.38,BBG000C101X4,310.75,1min,310.38,310.75,2021-12-02 14:53:00+00:00,54
310.87,BBG000C101X4,310.87,1min,310.35,310.35,2021-12-02 14:55:00+00:00,11
310.58,BBG000C101X4,310.58,1min,310.18,310.18,2021-12-02 14:56:00+00:00,28
310.7,BBG000C101X4,310.7,1min,310.7,310.7,2021-12-02 14:57:00+00:00,2
310.4,BBG000C101X4,310.72,1min,310.4,310.72,2021-12-02 14:59:00+00:00,25
309.37,BBG000C101X4,310.16,1min,309.37,310.04,2021-12-02 15:00:00+00:00,882
310.82,BBG000C101X4,310.82,1min,309.41,309.68,2021-12-02 15:03:00+00:00,258
310.55,BBG000C101X4,311.61,1min,310.55,311.61,2021-12-02 15:04:00+00:00,67
311.08,BBG000C101X4,311.08,1min,310.73,310.73,2021-12-02 15:05:00+00:00,101
311,BBG000C101X4,311,1min,311,311,2021-12-02 15:06:00+00:00,1
310.82,BBG000C101X4,310.82,1min,310.82,310.82,2021-12-02 15:07:00+00:00,100
310.38,BBG000C101X4,310.39,1min,310.31,310.39,2021-12-02 15:08:00+00:00,40
309.91,BBG000C101X4,310.64,1min,309.35,310.64,2021-12-02 15:09:00+00:00,338
309.68,BBG000C101X4,309.68,1min,309.68,309.68,2021-12-02 15:10:00+00:00,1
309.52,BBG000C101X4,309.52,1min,309.52,309.52,2021-12-02 15:11:00+00:00,4
308.88,BBG000C101X4,309,1min,308.88,308.88,2021-12-02 15:12:00+00:00,3
308.78,BBG000C101X4,309.28,1min,308.78,309.09,2021-12-02 15:13:00+00:00,7
308.29,BBG000C101X4,309,1min,308.29,308.78,2021-12-02 15:15:00+00:00,1252
307.71,BBG000C101X4,307.71,1min,307.71,307.71,2021-12-02 15:19:00+00:00,100
308.37,BBG000C101X4,308.37,1min,307.75,307.75,2021-12-02 15:20:00+00:00,7
308.26,BBG000C101X4,308.26,1min,307.75,307.75,2021-12-02 15:22:00+00:00,13
307.7,BBG000C101X4,307.81,1min,307.7,307.81,2021-12-02 15:23:00+00:00,3
307.7,BBG000C101X4,308.28,1min,307.7,308.28,2021-12-02 15:24:00+00:00,5
307.83,BBG000C101X4,307.84,1min,307.83,307.84,2021-12-02 15:25:00+00:00,2
309.02,BBG000C101X4,309.02,1min,307.44,307.56,2021-12-02 15:26:00+00:00,600
308.43,BBG000C101X4,308.56,1min,308.43,308.56,2021-12-02 15:27:00+00:00,2
308.64,BBG000C101X4,308.64,1min,308.64,308.64,2021-12-02 15:28:00+00:00,5
308.32,BBG000C101X4,308.32,1min,308.32,308.32,2021-12-02 15:29:00+00:00,3
308.03,BBG000C101X4,309,1min,308.03,308.32,2021-12-02 15:30:00+00:00,542
307.91,BBG000C101X4,308.02,1min,307.91,308.02,2021-12-02 15:31:00+00:00,202
306.15,BBG000C101X4,307.14,1min,306.15,307.14,2021-12-02 15:33:00+00:00,485
305.8,BBG000C101X4,305.8,1min,305.8,305.8,2021-12-02 15:35:00+00:00,2
305.48,BBG000C101X4,305.62,1min,305.4,305.4,2021-12-02 15:37:00+00:00,52
305.4,BBG000C101X4,305.4,1min,305.4,305.4,2021-12-02 15:38:00+00:00,20
304.27,BBG000C101X4,305.48,1min,304.27,305.35,2021-12-02 15:39:00+00:00,169
305.21,BBG000C101X4,305.21,1min,304.74,304.74,2021-12-02 15:40:00+00:00,327
305.26,BBG000C101X4,305.26,1min,305.26,305.26,2021-12-02 15:41:00+00:00,1
304.85,BBG000C101X4,305.18,1min,304.82,305.05,2021-12-02 15:42:00+00:00,236
304.82,BBG000C101X4,305.23,1min,304.75,304.75,2021-12-02 15:43:00+00:00,4
305.39,BBG000C101X4,305.39,1min,305.13,305.39,2021-12-02 15:45:00+00:00,5
305.42,BBG000C101X4,305.61,1min,305.42,305.49,2021-12-02 15:46:00+00:00,8
305.12,BBG000C101X4,305.72,1min,305.12,305.69,2021-12-02 15:47:00+00:00,1782
305.8,BBG000C101X4,305.8,1min,305.54,305.54,2021-12-02 15:48:00+00:00,242
305.72,BBG000C101X4,305.72,1min,305.72,305.72,2021-12-02 15:49:00+00:00,2
306.24,BBG000C101X4,306.24,1min,305.7,305.7,2021-12-02 15:50:00+00:00,121
