operationType,price,balance,date
BUY,46.435,15.875,2018-01-04
SELL,42.63,58.505,2018-01-10
BUY,43.555,14.950000000000003,2018-01-25
SELL,48.805,63.755,2018-02-28
BUY,50.915,12.840000000000003,2018-03-05
SELL,51.21,64.05000000000001,2018-04-04
BUY,53.81,10.240000000000009,2018-05-15
SELL,55.605000000000004,65.84500000000001,2018-05-21
BUY,59.485,6.360000000000014,2018-05-23
SELL,40.655,47.015000000000015,2018-11-08
BUY,36.155,10.860000000000014,2018-11-21
SELL,36.07,46.930000000000014,2018-12-12
BUY,32.555,14.375000000000014,2018-12-18
SELL,31.275,45.65000000000001,2018-12-19
