operationType,price,balance,date
BUY,26.545,19.504999999999995,2016-01-19
SELL,21.68,41.184999999999995,2016-02-11
BUY,26.12,15.064999999999994,2016-03-03
SELL,25.21,40.27499999999999,2016-04-01
BUY,24.380000000000003,15.894999999999989,2016-04-06
SELL,25.955,41.84999999999999,2016-04-14
BUY,26.035,15.814999999999987,2016-04-15
SELL,25.955,41.76999999999998,2016-04-18
BUY,26.39,15.379999999999981,2016-05-04
SELL,26.5,41.87999999999998,2016-06-08
BUY,28.07,13.809999999999981,2016-07-19
SELL,28.96,42.76999999999998,2016-07-20
BUY,28.85,13.91999999999998,2016-08-05
SELL,32.075,45.99499999999998,2016-10-03
BUY,32.285,13.709999999999987,2016-10-18
SELL,33.605000000000004,47.31499999999999,2016-10-28
BUY,35.61,11.704999999999991,2016-11-09
SELL,40.215,51.919999999999995,2016-11-18
