operationType,price,balance,date
BUY,176.55,71.13,2019-01-08
SELL,187.65,258.78,2019-01-16
BUY,197.155,61.62499999999997,2019-02-04
SELL,198.275,259.9,2019-02-05
BUY,192.995,66.90499999999997,2019-02-12
SELL,194.06,260.965,2019-02-14
BUY,199.15,61.81499999999997,2019-02-20
SELL,197.965,259.78,2019-02-25
BUY,197.965,61.81499999999997,2019-02-25
SELL,197.285,259.09999999999997,2019-02-28
BUY,197.72500000000002,61.37499999999994,2019-03-04
SELL,193.78500000000003,255.15999999999997,2019-03-07
BUY,196.1,59.059999999999974,2019-03-12
SELL,196.1,255.15999999999997,2019-03-12
BUY,197.24,57.91999999999996,2019-03-13
SELL,197.32999999999998,255.24999999999994,2019-03-14
BUY,202.15,53.09999999999994,2019-03-19
SELL,190.745,243.84499999999994,2019-03-28
BUY,203.265,40.579999999999956,2019-04-11
SELL,204.64499999999998,245.22499999999994,2019-04-15
BUY,205.09,40.134999999999934,2019-05-02
SELL,203.24,243.37499999999994,2019-05-06
BUY,201.78,41.59499999999994,2019-05-10
SELL,196.24,237.83499999999995,2019-05-14
BUY,183.935,53.89999999999995,2019-05-31
SELL,195.04,248.93999999999994,2019-06-11
BUY,196.73,52.20999999999995,2019-06-20
SELL,196.54,248.74999999999994,2019-06-24
BUY,202.745,46.00499999999994,2019-06-28
SELL,206.86,252.86499999999995,2019-07-08
BUY,206.275,46.58999999999995,2019-07-10
SELL,214.06,260.65,2019-07-17
BUY,213.89999999999998,46.75,2019-07-18
SELL,215.25,262.0,2019-08-01
BUY,215.25,46.75,2019-08-01
SELL,203.70999999999998,250.45999999999998,2019-08-05
BUY,219.41500000000002,31.04499999999996,2019-09-13
SELL,198.825,229.86999999999995,2019-10-04
BUY,219.41,10.459999999999951,2019-11-13
SELL,220.45499999999998,230.91499999999994,2019-11-19
BUY,218.265,12.649999999999949,2019-11-21
SELL,222.93,235.57999999999996,2019-11-26
BUY,216.325,19.254999999999967,2019-12-05
SELL,230.325,249.57999999999996,2019-12-19
