operationType,price,balance,date
BUY,74.85,39.000000000000014,2018-01-08
SELL,74.165,113.16500000000002,2018-02-06
BUY,74.88,38.285000000000025,2018-02-07
SELL,77.14,115.42500000000003,2018-02-23
BUY,71.515,43.910000000000025,2018-04-12
SELL,69.685,113.59500000000003,2018-05-24
BUY,69.535,44.06000000000003,2018-09-10
SELL,70.5,114.56000000000003,2018-09-14
BUY,71.75,42.81000000000003,2018-10-02
SELL,71.04,113.85000000000004,2018-10-10
BUY,66.74000000000001,47.11000000000003,2018-11-05
SELL,52.3,99.41000000000003,2018-12-31
