operationType,price,balance,date
BUY,243.595,120.45499999999996,2017-01-06
SELL,241.72,362.17499999999995,2017-01-10
BUY,235.14499999999998,127.02999999999997,2017-01-18
SELL,231.91,358.93999999999994,2017-01-20
BUY,247.78,111.15999999999994,2017-02-14
SELL,248.74,359.9,2017-03-13
BUY,228.26999999999998,131.63,2017-04-06
SELL,228.26999999999998,359.9,2017-04-06
BUY,224.555,135.34499999999997,2017-04-28
SELL,224.17000000000002,359.515,2017-05-10
BUY,214.75,144.765,2017-05-31
SELL,222.76999999999998,367.53499999999997,2017-06-12
BUY,223.77499999999998,143.76,2017-06-13
SELL,228.995,372.755,2017-07-17
BUY,228.995,143.76,2017-07-17
SELL,225.405,369.16499999999996,2017-07-18
BUY,225.405,143.75999999999996,2017-07-18
SELL,220.96,364.71999999999997,2017-07-25
BUY,224.995,139.72499999999997,2017-08-03
SELL,232.45,372.17499999999995,2017-08-08
BUY,217.285,154.88999999999996,2017-09-07
SELL,224.245,379.135,2017-09-12
BUY,226.91500000000002,152.21999999999997,2017-09-18
SELL,240.505,392.72499999999997,2017-10-16
BUY,240.67000000000002,152.05499999999995,2017-10-17
SELL,240.17000000000002,392.22499999999997,2017-10-19
BUY,243.495,148.72999999999996,2017-11-06
SELL,238.155,386.885,2017-11-28
BUY,249.565,137.32,2017-12-05
SELL,256.685,394.005,2017-12-13
