operationType,price,balance,date
BUY,136.79,73.70500000000001,2020-01-13
SELL,136.79,210.495,2020-01-13
BUY,138.33,72.16499999999999,2020-01-14
SELL,138.33,210.495,2020-01-14
BUY,138.33,72.16499999999999,2020-01-14
SELL,136.82,208.98499999999999,2020-01-16
BUY,136.82,72.16499999999999,2020-01-16
SELL,135.025,207.19,2020-01-24
BUY,134.62,72.57,2020-02-04
SELL,136.31,208.88,2020-02-05
BUY,137.695,71.185,2020-02-06
SELL,137.615,208.8,2020-02-10
BUY,137.615,71.185,2020-02-10
SELL,137.615,208.8,2020-02-10
BUY,137.615,71.185,2020-02-10
SELL,138.93,210.115,2020-02-12
BUY,138.93,71.185,2020-02-12
