operationType,price,balance,date
BUY,31.09,13.535,2018-01-17
SELL,32.615,46.150000000000006,2018-03-13
BUY,30.41,15.740000000000006,2018-04-10
SELL,30.520000000000003,46.260000000000005,2018-04-12
BUY,30.365000000000002,15.895000000000003,2018-04-13
SELL,29.884999999999998,45.78,2018-04-19
BUY,29.535,16.245,2018-05-07
SELL,29.435000000000002,45.68000000000001,2018-05-29
BUY,29.365000000000002,16.315000000000005,2018-05-30
SELL,27.450000000000003,43.76500000000001,2018-10-23
BUY,27.64,16.125000000000007,2018-11-01
SELL,27.785,43.91000000000001,2018-11-13
