operationType,price,balance,date
BUY,122.42,80.97999999999998,2016-01-26
SELL,135.0,215.97999999999996,2016-03-02
BUY,142.35000000000002,73.62999999999994,2016-03-15
SELL,152.14,225.76999999999992,2016-04-18
BUY,145.235,80.53499999999991,2016-04-19
SELL,147.51999999999998,228.0549999999999,2016-05-09
BUY,153.04500000000002,75.00999999999988,2016-06-02
SELL,151.44,226.44999999999987,2016-06-14
BUY,151.435,75.01499999999987,2016-07-05
SELL,160.68,235.69499999999988,2016-07-19
BUY,160.68,75.01499999999987,2016-07-19
SELL,160.68,235.69499999999988,2016-07-19
BUY,158.93,76.76499999999987,2016-09-01
SELL,160.915,237.67999999999986,2016-09-07
BUY,155.16,82.51999999999987,2016-09-20
SELL,150.785,233.30499999999986,2016-10-25
BUY,152.44,80.86499999999987,2016-11-03
SELL,167.54500000000002,248.40999999999988,2016-12-20
