operationType,price,balance,date
BUY,112.81,48.22999999999999,2019-01-09
SELL,111.54499999999999,159.77499999999998,2019-01-16
BUY,112.58500000000001,47.18999999999997,2019-01-24
SELL,113.455,160.64499999999998,2019-01-25
BUY,114.24000000000001,46.40499999999997,2019-01-31
SELL,118.33500000000001,164.73999999999998,2019-02-07
BUY,125.195,39.54499999999999,2019-04-02
SELL,123.925,163.46999999999997,2019-04-04
BUY,126.42500000000001,37.04499999999996,2019-04-08
SELL,121.48,158.52499999999998,2019-04-16
BUY,117.735,40.78999999999998,2019-04-29
SELL,120.91499999999999,161.70499999999998,2019-05-13
BUY,124.465,37.23999999999998,2019-07-10
SELL,125.455,162.695,2019-07-23
BUY,126.435,36.25999999999999,2019-07-25
SELL,121.12,157.38,2019-08-02
BUY,121.12,36.25999999999999,2019-08-02
SELL,123.58000000000001,159.84,2019-09-25
BUY,115.655,44.185,2019-10-21
SELL,116.34,160.525,2019-11-01
BUY,119.185,41.34,2019-11-04
