operationType,price,balance,date
BUY,39.505,21.514999999999993,2014-01-15
SELL,34.83,56.34499999999999,2014-02-06
BUY,34.835,21.50999999999999,2014-04-24
SELL,34.16,55.66999999999999,2014-04-30
BUY,35.19,20.47999999999999,2014-06-03
SELL,36.34,56.81999999999999,2014-06-10
BUY,37.620000000000005,19.19999999999999,2014-07-02
SELL,37.625,56.82499999999999,2014-07-16
BUY,30.31,26.51499999999999,2014-10-17
SELL,30.28,56.79499999999999,2014-10-20
BUY,31.439999999999998,25.35499999999999,2014-10-23
SELL,31.225,56.57999999999999,2014-11-10
