operationType,price,balance,date
BUY,135.625,65.27000000000001,2019-01-03
SELL,141.505,206.775,2019-02-04
BUY,145.69,61.08500000000001,2019-03-11
SELL,147.79500000000002,208.88000000000002,2019-03-25
BUY,147.47,61.410000000000025,2019-04-01
SELL,144.33999999999997,205.75,2019-04-15
BUY,145.5,60.25,2019-04-29
SELL,134.845,195.095,2019-05-28
BUY,124.59,70.505,2019-06-19
SELL,146.22500000000002,216.73000000000002,2019-06-25
BUY,146.22500000000002,70.505,2019-06-25
SELL,158.23000000000002,228.735,2019-08-12
BUY,160.665,68.07000000000002,2019-09-04
SELL,166.6,234.67000000000002,2019-09-12
BUY,170.04500000000002,64.625,2019-10-15
