operationType,price,balance,date
BUY,32.45,16.435000000000002,2019-01-07
SELL,33.825,50.260000000000005,2019-01-09
BUY,32.28,17.980000000000004,2019-01-14
SELL,29.84,47.82000000000001,2019-03-05
BUY,29.42,18.400000000000006,2019-03-19
SELL,27.755,46.155,2019-05-13
BUY,26.275,19.880000000000003,2019-05-21
SELL,24.520000000000003,44.400000000000006,2019-05-22
BUY,23.475,20.925000000000004,2019-06-11
SELL,23.810000000000002,44.73500000000001,2019-06-19
BUY,21.270000000000003,23.465000000000003,2019-08-20
SELL,29.56,53.025000000000006,2019-11-19
BUY,27.630000000000003,25.395000000000003,2019-12-18
