operationType,price,balance,date
BUY,68.34,33.91499999999999,2019-01-04
SELL,74.5,108.41499999999999,2019-01-30
BUY,75.65,32.764999999999986,2019-01-31
SELL,87.13,119.89499999999998,2019-03-08
BUY,87.13,32.764999999999986,2019-03-08
SELL,89.285,122.04999999999998,2019-03-13
BUY,88.12,33.92999999999998,2019-03-26
SELL,87.28999999999999,121.21999999999997,2019-04-03
BUY,85.89,35.32999999999997,2019-04-10
SELL,84.08,119.40999999999997,2019-05-10
BUY,78.455,40.95499999999997,2019-07-01
SELL,86.58,127.53499999999997,2019-07-30
BUY,74.845,52.68999999999997,2019-08-27
SELL,72.85,125.53999999999996,2019-08-30
BUY,73.15,52.38999999999996,2019-09-04
SELL,73.3,125.68999999999996,2019-09-25
BUY,79.82,45.86999999999996,2019-10-17
SELL,82.52000000000001,128.39,2019-11-29
BUY,84.56,43.829999999999984,2019-12-13
