operationType,price,balance,date
BUY,301.6,147.065,2020-01-08
SELL,317.845,464.91,2020-01-27
BUY,323.02,141.89000000000004,2020-01-29
SELL,319.16999999999996,461.06,2020-01-31
BUY,320.51,140.55,2020-02-03
