operationType,price,balance,date
BUY,177.025,89.47999999999999,2016-05-03
SELL,170.375,259.855,2016-05-18
BUY,189.305,70.55000000000001,2016-06-20
SELL,171.555,242.10500000000002,2016-07-07
BUY,162.64,79.46500000000003,2016-07-21
SELL,179.61,259.07500000000005,2016-08-17
BUY,175.29000000000002,83.78500000000003,2016-09-14
SELL,174.57,258.355,2016-09-20
BUY,177.845,80.51000000000002,2016-10-11
SELL,173.22,253.73000000000002,2016-10-12
BUY,173.79500000000002,79.935,2016-10-19
SELL,211.41500000000002,291.35,2016-12-05
BUY,203.2,88.15000000000003,2016-12-07
