operationType,price,balance,date
BUY,85.95500000000001,45.05499999999998,2017-01-09
SELL,85.95500000000001,131.01,2017-01-09
BUY,86.905,44.10499999999999,2017-01-13
SELL,83.785,127.88999999999999,2017-01-18
BUY,83.94999999999999,43.94,2017-01-19
SELL,85.245,129.185,2017-02-01
BUY,86.78,42.405,2017-02-06
SELL,87.795,130.2,2017-02-13
BUY,90.465,39.734999999999985,2017-02-16
SELL,87.47999999999999,127.21499999999997,2017-05-01
BUY,87.22,39.994999999999976,2017-05-15
SELL,82.94,122.93499999999997,2017-05-31
BUY,87.065,35.869999999999976,2017-06-22
SELL,93.905,129.77499999999998,2017-07-07
BUY,92.56,37.214999999999975,2017-07-12
SELL,92.9875,130.2025,2017-08-02
BUY,93.58,36.62249999999999,2017-08-04
SELL,90.525,127.1475,2017-08-18
BUY,90.74,36.4075,2017-08-21
SELL,90.53,126.9375,2017-09-12
BUY,91.08500000000001,35.85249999999999,2017-09-14
SELL,93.32499999999999,129.17749999999998,2017-09-19
BUY,93.74000000000001,35.43749999999997,2017-09-26
SELL,95.075,130.5125,2017-09-27
BUY,96.645,33.86749999999999,2017-10-12
SELL,98.16,132.02749999999997,2017-10-17
BUY,98.16,33.86749999999998,2017-10-17
SELL,97.97999999999999,131.84749999999997,2017-11-17
BUY,104.285,27.56249999999997,2017-12-07
SELL,106.38499999999999,133.94749999999996,2017-12-12
BUY,107.07499999999999,26.872499999999974,2017-12-18
SELL,107.21000000000001,134.08249999999998,2017-12-21
