operationType,price,balance,date
BUY,177.23000000000002,73.26999999999998,2017-02-07
SELL,179.3,252.57,2017-02-13
BUY,174.225,78.345,2017-03-28
SELL,171.865,250.21,2017-04-10
BUY,171.03,79.18,2017-04-12
SELL,170.64499999999998,249.825,2017-04-18
BUY,161.81,88.01499999999999,2017-04-20
SELL,158.685,246.7,2017-05-03
BUY,152.115,94.58499999999998,2017-05-17
SELL,151.54,246.12499999999997,2017-05-19
BUY,154.845,91.27999999999997,2017-06-13
SELL,153.58999999999997,244.86999999999995,2017-07-12
BUY,153.345,91.52499999999995,2017-07-17
SELL,153.18,244.70499999999996,2017-07-18
BUY,153.18,91.52499999999995,2017-07-18
SELL,153.18,244.70499999999996,2017-07-18
BUY,148.865,95.83999999999995,2017-07-19
SELL,148.865,244.70499999999996,2017-07-19
BUY,141.74,102.96499999999995,2017-08-10
SELL,148.425,251.38999999999996,2017-11-16
BUY,148.425,102.96499999999995,2017-11-16
