operationType,price,balance,date
BUY,45.67,20.150000000000006,2019-01-09
SELL,47.24,67.39000000000001,2019-01-17
BUY,47.215,20.17500000000001,2019-01-22
SELL,47.685,67.86000000000001,2019-01-23
BUY,48.510000000000005,19.35000000000001,2019-02-04
SELL,48.67,68.02000000000001,2019-02-05
BUY,49.455,18.565000000000012,2019-02-12
SELL,49.835,68.4,2019-03-01
BUY,51.614999999999995,16.78500000000001,2019-03-12
SELL,51.89,68.67500000000001,2019-04-10
BUY,52.28,16.39500000000001,2019-04-16
SELL,52.25,68.64500000000001,2019-04-17
BUY,52.03,16.61500000000001,2019-04-18
SELL,52.03,68.64500000000001,2019-04-18
BUY,52.2,16.445000000000007,2019-04-22
SELL,54.115,70.56,2019-05-16
BUY,54.230000000000004,16.33,2019-05-21
SELL,54.230000000000004,70.56,2019-05-21
BUY,54.230000000000004,16.33,2019-05-21
SELL,54.04,70.37,2019-05-28
BUY,53.3,17.070000000000007,2019-05-30
SELL,55.795,72.86500000000001,2019-07-17
BUY,55.97,16.89500000000001,2019-07-18
SELL,57.44,74.33500000000001,2019-08-14
BUY,61.36,12.975000000000009,2019-10-17
SELL,60.54,73.51500000000001,2019-12-11
