operationType,price,balance,date
BUY,42.275000000000006,22.389999999999986,2019-01-04
SELL,56.745000000000005,79.13499999999999,2019-07-10
BUY,55.945,23.18999999999999,2019-07-31
SELL,49.995000000000005,73.185,2019-08-14
BUY,49.995000000000005,23.189999999999998,2019-08-14
SELL,49.995000000000005,73.185,2019-08-14
BUY,46.745000000000005,26.439999999999998,2019-08-15
SELL,46.735,73.175,2019-08-16
BUY,50.1,23.074999999999996,2019-09-12
SELL,48.43,71.505,2019-11-12
BUY,48.495000000000005,23.00999999999999,2019-11-13
SELL,48.495000000000005,71.505,2019-11-13
BUY,48.495000000000005,23.00999999999999,2019-11-13
SELL,48.495000000000005,71.505,2019-11-13
BUY,45.06,26.444999999999993,2019-12-12
