operationType,price,balance,date
BUY,55.870000000000005,23.269999999999996,2018-01-18
SELL,56.72,79.99,2018-01-31
BUY,53.114999999999995,26.875,2018-02-12
SELL,57.155,84.03,2018-03-19
BUY,57.480000000000004,26.549999999999997,2018-03-20
SELL,53.435,79.985,2018-04-09
BUY,53.775000000000006,26.209999999999994,2018-04-17
SELL,54.38,80.59,2018-04-20
BUY,53.47,27.120000000000005,2018-04-24
SELL,54.875,81.995,2018-05-17
BUY,54.935,27.060000000000002,2018-05-22
SELL,51.555,78.61500000000001,2018-06-13
BUY,50.05,28.565000000000012,2018-06-20
SELL,47.864999999999995,76.43,2018-06-26
BUY,47.864999999999995,28.565000000000012,2018-06-26
SELL,47.769999999999996,76.33500000000001,2018-06-28
BUY,48.265,28.070000000000007,2018-07-10
SELL,47.695,75.76500000000001,2018-07-11
BUY,50.655,25.110000000000014,2018-07-18
SELL,51.7,76.81000000000002,2018-07-27
BUY,50.56,26.250000000000014,2018-08-01
SELL,49.67,75.92000000000002,2018-09-20
BUY,48.955,26.965000000000018,2018-09-24
SELL,46.9,73.86500000000001,2018-10-04
BUY,47.0,26.86500000000001,2018-10-18
SELL,46.25,73.11500000000001,2018-11-07
BUY,40.655,32.46000000000001,2018-12-11
SELL,40.945,73.405,2018-12-13
BUY,39.730000000000004,33.675,2018-12-17
SELL,38.43,72.10499999999999,2018-12-26
