operationType,price,balance,date
BUY,239.035,82.19000000000003,2017-02-08
SELL,242.505,324.69500000000005,2017-05-09
BUY,246.865,77.83000000000004,2017-06-23
SELL,244.085,321.9150000000001,2017-06-30
BUY,251.24,70.67500000000007,2017-08-02
SELL,251.24,321.9150000000001,2017-08-02
BUY,240.85500000000002,81.06000000000006,2017-08-08
SELL,203.575,284.63500000000005,2017-09-22
BUY,210.865,73.77000000000004,2017-09-25
SELL,209.25,283.02000000000004,2017-09-27
BUY,208.37,74.65000000000003,2017-10-02
SELL,211.325,285.975,2017-10-03
BUY,206.96,79.01500000000001,2017-10-11
SELL,206.96,285.975,2017-10-11
BUY,187.135,98.84000000000003,2017-10-19
SELL,171.885,270.725,2017-12-01
BUY,167.805,102.92000000000002,2017-12-20
