operationType,price,balance,date
BUY,97.83500000000001,43.16499999999999,2017-01-26
SELL,96.425,139.58999999999997,2017-03-02
BUY,94.74000000000001,44.849999999999966,2017-03-03
SELL,94.74000000000001,139.58999999999997,2017-03-03
BUY,92.1,47.48999999999998,2017-03-10
SELL,92.695,140.18499999999997,2017-03-31
BUY,93.85,46.33499999999998,2017-04-13
SELL,93.85,140.18499999999997,2017-04-13
BUY,96.325,43.85999999999997,2017-04-24
SELL,101.47,145.32999999999998,2017-05-03
BUY,101.445,43.88499999999999,2017-05-11
SELL,115.01499999999999,158.89999999999998,2017-08-22
BUY,114.875,44.02499999999998,2017-08-23
SELL,138.16,182.18499999999997,2017-11-22
BUY,147.565,34.619999999999976,2017-12-14
