operationType,price,balance,date
BUY,44.84,24.75999999999999,2019-02-20
SELL,47.385000000000005,72.145,2019-02-28
BUY,44.269999999999996,27.875,2019-03-27
SELL,44.94,72.815,2019-03-29
BUY,44.845,27.97,2019-04-09
SELL,38.29,66.25999999999999,2019-05-13
BUY,38.230000000000004,28.029999999999987,2019-05-14
SELL,36.085,64.11499999999998,2019-05-21
BUY,34.61,29.50499999999998,2019-05-22
SELL,32.57,62.07499999999998,2019-06-13
BUY,31.825,30.249999999999982,2019-06-28
BUY,30.205,0.04499999999998394,2019-08-05
SELL,27.555,27.599999999999984,2019-08-21
BUY,27.555,0.04499999999998394,2019-08-21
