operationType,price,balance,date
BUY,37.875,21.525000000000006,2018-01-04
SELL,38.2,59.72500000000001,2018-01-08
BUY,36.995000000000005,22.730000000000004,2018-01-18
SELL,37.06,59.790000000000006,2018-02-16
BUY,35.08,24.710000000000008,2018-03-23
SELL,34.93,59.64000000000001,2018-03-27
BUY,35.31,24.330000000000005,2018-04-12
SELL,32.989999999999995,57.32,2018-04-30
BUY,33.08,24.240000000000002,2018-06-15
SELL,32.16,56.4,2018-08-06
BUY,33.485,22.915,2018-09-20
SELL,33.405,56.32,2018-09-27
BUY,30.065,26.255,2018-12-14
