operationType,price,balance,date
BUY,108.565,49.38499999999999,2017-01-06
SELL,112.15,161.535,2017-03-15
BUY,113.69,47.845,2017-04-11
SELL,114.48,162.325,2017-04-20
BUY,110.875,51.44999999999999,2017-05-04
SELL,109.33,160.77999999999997,2017-05-10
BUY,108.17,52.60999999999997,2017-05-31
SELL,106.765,159.37499999999997,2017-08-08
BUY,106.765,52.60999999999997,2017-08-08
SELL,99.57499999999999,152.18499999999995,2017-09-07
BUY,98.985,53.199999999999946,2017-09-20
SELL,99.085,152.28499999999994,2017-09-25
BUY,97.245,55.039999999999935,2017-10-12
SELL,101.755,156.79499999999993,2017-11-09
BUY,101.755,55.039999999999935,2017-11-09
