operationType,price,balance,date
BUY,81.02,26.74000000000001,2016-03-02
SELL,82.045,108.78500000000001,2016-03-22
BUY,75.815,32.97000000000001,2016-07-27
SELL,75.48,108.45000000000002,2016-08-16
BUY,70.555,37.89500000000001,2016-08-17
SELL,70.555,108.45000000000002,2016-08-17
BUY,70.11500000000001,38.33500000000001,2016-08-19
SELL,71.48,109.81500000000001,2016-08-24
BUY,70.89500000000001,38.92,2016-08-30
SELL,68.57,107.49,2016-09-23
BUY,68.715,38.77499999999999,2016-10-04
SELL,67.455,106.22999999999999,2016-10-18
BUY,71.935,34.29499999999999,2016-11-14
