operationType,price,balance,date
BUY,36.58,17.99000000000001,2018-01-03
SELL,36.425,54.415000000000006,2018-01-09
BUY,36.989999999999995,17.42500000000001,2018-01-24
SELL,35.925,53.35000000000001,2018-05-24
BUY,36.45,16.900000000000006,2018-06-06
SELL,37.230000000000004,54.13000000000001,2018-07-11
BUY,39.07,15.06000000000001,2018-07-31
SELL,39.07,54.13000000000001,2018-07-31
BUY,42.84,11.290000000000006,2018-10-25
SELL,43.245000000000005,54.53500000000001,2018-10-30
BUY,43.765,10.77000000000001,2018-11-07
SELL,44.64,55.41000000000001,2018-11-28
BUY,41.769999999999996,13.640000000000015,2018-12-26
