operationType,price,balance,date
BUY,69.156,30.236999999999995,2019-01-16
SELL,60.07,90.30699999999999,2019-01-30
BUY,60.07,30.236999999999988,2019-01-30
SELL,60.07,90.30699999999999,2019-01-30
BUY,62.459,27.847999999999985,2019-02-04
SELL,50.485,78.33299999999998,2019-04-25
BUY,46.93,31.402999999999984,2019-07-02
SELL,50.482,81.88499999999999,2019-07-16
BUY,51.271,30.61399999999999,2019-07-19
SELL,50.025000000000006,80.639,2019-07-24
BUY,46.055,34.583999999999996,2019-08-06
SELL,44.278,78.862,2019-08-22
BUY,46.553,32.309,2019-09-24
SELL,46.789,79.098,2019-10-03
BUY,48.956,30.141999999999996,2019-10-10
