operationType,price,balance,date
BUY,81.215,27.069999999999993,2018-02-07
SELL,79.17500000000001,106.245,2018-03-07
BUY,73.715,32.53,2018-04-27
SELL,67.5,100.03,2018-05-30
BUY,67.745,32.285,2018-12-11
