operationType,price,balance,date
BUY,41.575,16.924999999999997,2019-01-09
SELL,44.005,60.93,2019-01-17
BUY,43.265,17.665,2019-01-18
SELL,40.85,58.515,2019-02-12
BUY,44.405,14.11,2019-04-10
SELL,47.215,61.325,2019-04-23
BUY,47.57,13.755000000000003,2019-04-26
SELL,47.47,61.225,2019-05-06
BUY,42.86,18.365000000000002,2019-05-23
SELL,42.5,60.865,2019-05-29
BUY,43.565,17.300000000000004,2019-06-11
SELL,42.865,60.165000000000006,2019-06-14
BUY,44.7,15.465000000000003,2019-07-12
SELL,39.635,55.1,2019-08-16
BUY,45.325,9.774999999999999,2019-09-16
SELL,42.92,52.695,2019-09-30
BUY,42.745000000000005,9.949999999999996,2019-10-16
SELL,47.989999999999995,57.93999999999999,2019-11-04
BUY,48.510000000000005,9.429999999999986,2019-12-04
SELL,49.650000000000006,59.07999999999999,2019-12-05
