operationType,price,balance,date
BUY,43.400000000000006,22.44999999999999,2017-01-11
SELL,43.615,66.065,2017-01-12
BUY,42.965,23.099999999999994,2017-01-17
SELL,42.575,65.675,2017-01-18
BUY,42.535,23.14,2017-01-20
SELL,42.765,65.905,2017-01-24
BUY,45.71,20.195,2017-02-24
SELL,43.475,63.67,2017-04-24
BUY,42.95,20.72,2017-05-10
SELL,43.46,64.18,2017-05-16
BUY,42.295,21.885000000000005,2017-06-01
SELL,42.72,64.605,2017-06-05
BUY,45.489999999999995,19.11500000000001,2017-06-20
SELL,44.39,63.50500000000001,2017-06-28
BUY,45.095,18.41000000000001,2017-06-29
SELL,45.655,64.06500000000001,2017-07-11
BUY,46.785,17.280000000000015,2017-07-19
SELL,47.07,64.35000000000002,2017-09-18
BUY,47.8,16.550000000000026,2017-09-20
SELL,47.92,64.47000000000003,2017-09-25
BUY,48.485,15.985000000000028,2017-09-27
SELL,48.26,64.24500000000003,2017-09-28
BUY,48.224999999999994,16.02000000000004,2017-10-13
SELL,48.59,64.61000000000004,2017-10-16
BUY,49.405,15.205000000000041,2017-10-17
SELL,50.515,65.72000000000004,2017-10-30
BUY,49.975,15.74500000000004,2017-11-02
SELL,49.975,65.72000000000004,2017-11-02
BUY,52.894999999999996,12.825000000000045,2017-12-04
SELL,51.845,64.67000000000004,2017-12-07
BUY,53.34,11.330000000000041,2017-12-12
SELL,52.614999999999995,63.945000000000036,2017-12-29
