operationType,price,balance,date
BUY,374.075,144.09999999999997,2020-01-10
SELL,378.9,523.0,2020-01-23
BUY,382.585,140.41500000000002,2020-01-29
SELL,383.93,524.345,2020-01-30
BUY,363.21500000000003,161.13,2020-02-05
