operationType,price,balance,date
BUY,131.255,58.420000000000016,2019-01-16
SELL,131.06,189.48000000000002,2019-01-28
BUY,130.515,58.96500000000003,2019-03-25
SELL,139.905,198.87000000000003,2019-04-24
BUY,139.905,58.96500000000003,2019-04-24
SELL,122.745,181.71000000000004,2019-05-23
BUY,134.08,47.630000000000024,2019-06-24
SELL,135.945,183.57500000000002,2019-07-22
BUY,135.305,48.27000000000001,2019-07-24
SELL,135.305,183.57500000000002,2019-07-24
BUY,121.07,62.505000000000024,2019-08-08
SELL,117.955,180.46000000000004,2019-08-22
BUY,125.965,54.49500000000003,2019-10-11
SELL,130.10000000000002,184.59500000000006,2019-10-15
BUY,142.53,42.065000000000055,2019-11-21
SELL,145.555,187.62000000000006,2019-12-12
