operationType,price,balance,date
BUY,399.645,182.25,2019-01-09
SELL,396.925,579.175,2019-01-10
BUY,411.615,167.55999999999995,2019-01-17
SELL,411.06,578.6199999999999,2019-01-30
BUY,410.88,167.7399999999999,2019-01-31
SELL,411.385,579.1249999999999,2019-02-08
BUY,419.75,159.3749999999999,2019-02-12
SELL,435.03,594.4049999999999,2019-02-20
BUY,440.45000000000005,153.9549999999998,2019-03-04
SELL,424.79499999999996,578.7499999999998,2019-03-07
BUY,429.71000000000004,149.03999999999974,2019-03-21
SELL,420.655,569.6949999999997,2019-03-26
BUY,423.05999999999995,146.63499999999976,2019-03-28
SELL,445.76,592.3949999999998,2019-04-08
BUY,441.605,150.78999999999974,2019-04-10
SELL,453.095,603.8849999999998,2019-04-12
BUY,459.14,144.74499999999978,2019-04-16
SELL,466.675,611.4199999999998,2019-04-18
BUY,465.57000000000005,145.8499999999998,2019-04-22
SELL,470.75,616.5999999999998,2019-04-23
BUY,470.75,145.8499999999998,2019-04-23
SELL,479.89,625.7399999999998,2019-05-01
BUY,480.40999999999997,145.3299999999998,2019-05-03
SELL,462.51,607.8399999999998,2019-05-09
BUY,449.28499999999997,158.55499999999984,2019-05-13
SELL,442.46500000000003,601.0199999999999,2019-05-15
BUY,418.20000000000005,182.81999999999982,2019-06-03
SELL,447.235,630.0549999999998,2019-06-18
BUY,447.235,182.81999999999982,2019-06-18
SELL,471.96000000000004,654.7799999999999,2019-07-09
BUY,473.41499999999996,181.3649999999999,2019-07-18
SELL,475.12,656.4849999999999,2019-07-19
BUY,475.23,181.25499999999988,2019-07-23
SELL,473.19,654.4449999999999,2019-07-31
BUY,432.86,221.58499999999992,2019-08-07
SELL,419.27,640.8549999999999,2019-08-16
BUY,419.27,221.58499999999992,2019-08-16
SELL,424.195,645.78,2019-10-04
BUY,416.665,229.11499999999995,2019-10-09
SELL,464.79,693.905,2019-10-29
BUY,464.325,229.57999999999998,2019-10-31
SELL,488.81,718.39,2019-12-05
BUY,494.6,223.78999999999996,2019-12-10
