operationType,price,balance,date
BUY,171.76,74.99000000000001,2018-01-08
SELL,177.06,252.05,2018-01-12
BUY,178.45499999999998,73.59500000000003,2018-01-18
SELL,178.5,252.09500000000003,2018-02-01
BUY,172.89499999999998,79.20000000000005,2018-02-02
SELL,150.44,229.64000000000004,2018-03-07
BUY,161.5,68.14000000000004,2018-03-13
SELL,162.05,230.19000000000005,2018-04-19
BUY,159.285,70.90500000000006,2018-04-23
SELL,159.875,230.78000000000006,2018-04-30
BUY,156.82,73.96000000000006,2018-05-17
SELL,154.745,228.70500000000007,2018-05-22
BUY,170.265,58.44000000000008,2018-06-11
SELL,172.01,230.45000000000007,2018-07-23
BUY,189.98000000000002,40.470000000000056,2018-09-14
SELL,140.445,180.91500000000005,2018-12-19
