operationType,price,balance,date
BUY,256.03,130.625,2018-01-04
SELL,257.315,387.94,2018-01-17
BUY,257.315,130.625,2018-01-17
SELL,269.46500000000003,400.09000000000003,2018-02-27
BUY,272.75,127.34000000000003,2018-03-12
SELL,266.1,393.44000000000005,2018-03-15
BUY,263.305,130.13500000000005,2018-03-20
SELL,256.0,386.13500000000005,2018-03-22
BUY,248.855,137.28000000000006,2018-03-23
SELL,250.925,388.20500000000004,2018-03-29
BUY,256.875,131.33000000000004,2018-04-10
SELL,235.635,366.96500000000003,2018-05-02
BUY,236.775,130.19000000000003,2018-05-07
SELL,236.425,366.615,2018-05-08
BUY,244.4,122.215,2018-05-14
SELL,241.71499999999997,363.92999999999995,2018-05-16
BUY,239.89,124.03999999999996,2018-05-17
SELL,229.1,353.14,2018-05-30
BUY,233.39,119.75,2018-06-11
SELL,228.805,348.555,2018-06-20
BUY,230.37,118.185,2018-07-19
SELL,237.8,355.985,2018-07-27
BUY,231.05,124.935,2018-08-10
SELL,237.51,362.445,2018-09-05
BUY,235.68,126.76499999999999,2018-09-06
SELL,233.66,360.42499999999995,2018-09-07
BUY,228.975,131.44999999999996,2018-09-18
SELL,213.365,344.81499999999994,2018-10-11
BUY,219.91500000000002,124.89999999999992,2018-10-16
SELL,224.51,349.4099999999999,2018-10-17
BUY,225.8,123.6099999999999,2018-10-18
SELL,230.06,353.6699999999999,2018-11-07
BUY,231.13,122.5399999999999,2018-11-08
SELL,206.685,329.2249999999999,2018-11-13
BUY,200.16,129.0649999999999,2018-11-19
SELL,193.35000000000002,322.41499999999996,2018-11-21
BUY,195.91000000000003,126.50499999999994,2018-11-28
SELL,193.20499999999998,319.7099999999999,2018-11-30
BUY,177.03500000000003,142.6749999999999,2018-12-13
SELL,171.19,313.8649999999999,2018-12-17
BUY,163.0,150.8649999999999,2018-12-21
