operationType,price,balance,date
BUY,531.47,246.69999999999993,2018-01-09
SELL,554.115,800.8149999999999,2018-01-12
BUY,562.81,238.005,2018-01-16
SELL,529.5699999999999,767.5749999999999,2018-02-06
BUY,521.8050000000001,245.76999999999987,2018-02-08
SELL,528.9200000000001,774.6899999999999,2018-02-14
BUY,562.76,211.92999999999995,2018-03-14
SELL,524.355,736.285,2018-04-19
BUY,522.1099999999999,214.17500000000007,2018-04-23
SELL,539.55,753.725,2018-06-05
BUY,501.39,252.33500000000004,2018-07-11
SELL,501.98,754.315,2018-07-16
BUY,501.98,252.33500000000004,2018-07-16
SELL,506.34000000000003,758.6750000000001,2018-07-19
BUY,510.385,248.29000000000008,2018-07-24
SELL,472.48,720.7700000000001,2018-08-16
BUY,483.805,236.9650000000001,2018-09-20
SELL,420.075,657.0400000000001,2018-10-16
BUY,420.075,236.9650000000001,2018-10-16
SELL,386.575,623.5400000000001,2018-10-25
