operationType,price,balance,date
BUY,21.3969625,0.5351749999999988,2012-07-23
SELL,20.717325000000002,21.2525,2012-07-27
BUY,20.940887500000002,0.31161249999999896,2012-11-02
SELL,19.588925,19.9005375,2012-11-12
BUY,19.3282125,0.5723249999999993,2012-11-14
SELL,21.219250000000002,21.791575,2012-11-27
BUY,19.2175875,2.573987500000001,2012-12-06
SELL,19.2175875,21.791575,2012-12-06
BUY,19.3063875,2.485187500000002,2012-12-11
SELL,19.21425,21.699437500000002,2012-12-18
BUY,18.3678625,3.331575000000001,2012-12-27
SELL,18.2121375,21.5437125,2012-12-28
BUY,18.9253625,2.618350000000003,2012-12-31
