operationType,price,balance,date
BUY,25.509999999999998,11.390000000000008,2019-01-08
SELL,26.64,38.03000000000001,2019-01-15
BUY,26.64,11.390000000000008,2019-01-15
SELL,28.564999999999998,39.955000000000005,2019-02-14
BUY,29.045,10.910000000000004,2019-02-19
SELL,29.04,39.95,2019-04-11
BUY,30.36,9.590000000000003,2019-04-15
SELL,28.59,38.18000000000001,2019-05-15
BUY,28.11,10.070000000000007,2019-05-23
SELL,28.365000000000002,38.43500000000001,2019-06-27
BUY,29.275,9.16000000000001,2019-07-09
SELL,29.200000000000003,38.360000000000014,2019-07-11
BUY,29.2,9.160000000000014,2019-07-16
SELL,29.2,38.360000000000014,2019-07-16
BUY,29.02,9.340000000000014,2019-07-17
SELL,26.47,35.81000000000002,2019-08-15
BUY,29.415,6.395000000000017,2019-09-30
SELL,29.525,35.920000000000016,2019-10-15
BUY,29.525,6.395000000000017,2019-10-15
SELL,35.09,41.48500000000002,2019-12-17
