operationType,price,balance,date
BUY,155.36,108.32499999999999,2016-05-16
SELL,154.945,263.27,2016-05-23
BUY,159.70999999999998,103.56,2016-06-02
SELL,154.92,258.48,2016-06-08
BUY,144.55,113.93,2016-06-29
SELL,155.45999999999998,269.39,2016-07-12
BUY,162.25,107.13999999999999,2016-07-15
SELL,162.84500000000003,269.985,2016-07-18
BUY,162.84500000000003,107.13999999999999,2016-07-18
SELL,157.39499999999998,264.53499999999997,2016-08-03
BUY,162.97,101.56499999999997,2016-08-09
SELL,169.35500000000002,270.91999999999996,2016-08-31
BUY,171.06,99.85999999999996,2016-10-14
SELL,176.49,276.34999999999997,2016-11-03
BUY,197.7,78.64999999999998,2016-11-10
SELL,238.83499999999998,317.48499999999996,2016-12-12
BUY,242.21,75.27499999999995,2016-12-20
SELL,241.84,317.11499999999995,2016-12-21
BUY,241.84,75.27499999999995,2016-12-21
