operationType,price,balance,date
BUY,271.05,118.60499999999996,2018-01-09
SELL,264.21500000000003,382.82,2018-01-16
BUY,265.645,117.17500000000001,2018-01-17
SELL,262.05,379.225,2018-01-23
BUY,252.925,126.30000000000001,2018-02-23
SELL,252.45499999999998,378.755,2018-02-26
BUY,245.65,133.105,2018-03-02
SELL,248.07999999999998,381.18499999999995,2018-03-06
BUY,248.545,132.63999999999996,2018-03-07
SELL,261.595,394.235,2018-03-14
BUY,261.62,132.615,2018-03-15
SELL,255.99,388.605,2018-06-08
BUY,208.89,179.71500000000003,2018-07-12
SELL,236.13,415.845,2018-10-10
BUY,234.83499999999998,181.01000000000005,2018-10-12
SELL,222.95,403.96000000000004,2018-10-24
BUY,219.985,183.97500000000002,2018-10-31
SELL,224.41500000000002,408.39000000000004,2018-11-02
BUY,236.475,171.91500000000005,2018-11-28
