operationType,price,balance,date
BUY,108.22999999999999,53.215,2018-01-03
SELL,115.63499999999999,168.85,2018-01-25
BUY,115.63499999999999,53.215,2018-01-25
SELL,115.63499999999999,168.85,2018-01-25
BUY,109.47999999999999,59.370000000000005,2018-02-05
SELL,111.095,170.465,2018-02-06
BUY,109.935,60.53,2018-02-09
SELL,118.455,178.985,2018-02-26
BUY,118.13499999999999,60.85000000000002,2018-02-27
SELL,108.89,169.74,2018-04-03
BUY,111.17,58.57000000000001,2018-04-05
SELL,110.37,168.94,2018-04-09
BUY,111.3,57.64,2018-04-11
SELL,112.155,169.79500000000002,2018-04-13
BUY,110.485,59.31000000000002,2018-04-17
SELL,107.955,167.26500000000001,2018-05-29
BUY,107.775,59.49000000000001,2018-06-01
SELL,110.82,170.31,2018-06-08
BUY,107.255,63.05500000000001,2018-06-19
SELL,103.86,166.91500000000002,2018-07-06
BUY,106.83,60.08500000000002,2018-07-13
SELL,115.705,175.79000000000002,2018-08-01
BUY,114.36500000000001,61.42500000000001,2018-09-18
SELL,115.09,176.51500000000001,2018-10-04
BUY,108.755,67.76000000000002,2018-10-12
SELL,103.66499999999999,171.425,2018-10-26
BUY,110.25,61.17500000000001,2018-11-12
SELL,108.1,169.275,2018-11-21
BUY,109.535,59.74000000000001,2018-12-04
SELL,104.12,163.86,2018-12-07
BUY,100.845,63.015000000000015,2018-12-11
SELL,98.845,161.86,2018-12-18
BUY,96.475,65.38500000000002,2018-12-27
SELL,96.515,161.90000000000003,2018-12-28
