operationType,price,balance,date
BUY,385.525,191.4050000000001,2017-01-03
SELL,379.97,571.3750000000001,2017-01-23
BUY,384.79499999999996,186.58000000000015,2017-03-09
SELL,386.81,573.3900000000001,2017-03-15
BUY,382.19500000000005,191.19500000000005,2017-04-05
SELL,388.65999999999997,579.855,2017-04-26
BUY,387.28499999999997,192.57000000000005,2017-04-28
SELL,381.40999999999997,573.98,2017-05-09
BUY,381.42499999999995,192.55500000000006,2017-05-10
SELL,417.53499999999997,610.09,2017-06-09
BUY,425.81,184.28000000000003,2017-06-19
SELL,426.315,610.595,2017-07-17
BUY,427.92999999999995,182.66500000000008,2017-07-19
SELL,436.56,619.2250000000001,2017-09-25
BUY,454.38,164.84500000000014,2017-10-04
SELL,478.0,642.8450000000001,2017-10-13
BUY,476.385,166.46000000000015,2017-10-17
SELL,475.69,642.1500000000001,2017-10-23
BUY,467.98,174.17000000000007,2017-11-09
SELL,463.745,637.9150000000001,2017-11-13
BUY,463.745,174.17000000000007,2017-11-13
