operationType,price,balance,date
BUY,36.585,15.884999999999998,2017-01-30
SELL,37.375,53.26,2017-02-15
BUY,37.004999999999995,16.255000000000003,2017-02-17
SELL,36.035,52.29,2017-03-20
BUY,34.75,17.54,2017-04-03
SELL,34.75,52.29,2017-04-03
BUY,34.18,18.11,2017-04-06
SELL,34.18,52.29,2017-04-06
BUY,34.53,17.759999999999998,2017-04-27
SELL,34.05,51.809999999999995,2017-05-02
BUY,33.995000000000005,17.81499999999999,2017-06-08
SELL,34.36,52.17499999999999,2017-06-19
BUY,34.345,17.82999999999999,2017-06-22
SELL,34.395,52.224999999999994,2017-06-26
BUY,34.575,17.64999999999999,2017-06-28
SELL,34.87,52.51999999999999,2017-07-06
BUY,35.754999999999995,16.764999999999993,2017-07-25
SELL,35.754999999999995,52.51999999999999,2017-07-25
BUY,37.26,15.259999999999991,2017-09-05
SELL,45.555,60.81499999999999,2017-10-20
BUY,45.345,15.469999999999992,2017-10-23
SELL,42.95,58.419999999999995,2017-11-02
